purpose,freq,stop_skim_period,stop_period
5: Individual Maintenance,19948.0,5: EV,19.75
5: Individual Maintenance,17183.0,5: EV,20.25
5: Individual Maintenance,12889.0,5: EV,20.75
5: Individual Maintenance,9277.0,5: EV,21.25
5: Individual Maintenance,6612.0,5: EV,21.75
5: Individual Maintenance,4956.0,5: EV,22.25
5: Individual Maintenance,3694.0,5: EV,22.75
5: Individual Maintenance,2810.0,5: EV,23.25
5: Individual Maintenance,1999.0,5: EV,23.75
5: Individual Maintenance,21499.0,4: PM,18.75
5: Individual Maintenance,40174.0,3: MD,12.25
5: Individual Maintenance,44937.0,3: MD,11.75
5: Individual Maintenance,43722.0,3: MD,11.25
5: Individual Maintenance,756.3174437590753,1: EA,0.25
5: Individual Maintenance,440.9817372072943,1: EA,0.75
5: Individual Maintenance,237.82556996379554,1: EA,1.25
5: Individual Maintenance,126.11003330918611,1: EA,1.75
5: Individual Maintenance,71.89732914498603,1: EA,2.25
5: Individual Maintenance,48.469708052808436,1: EA,2.75
5: Individual Maintenance,46.608434040677054,1: EA,3.75
5: Individual Maintenance,66.51827740152595,1: EA,4.25
5: Individual Maintenance,112.70624487577435,1: EA,4.75
5: Individual Maintenance,343.0,1: EA,5.25
5: Individual Maintenance,41.565222244876956,1: EA,3.25
5: Individual Maintenance,1076.0,2: AM,6.25
5: Individual Maintenance,667.0,1: EA,5.75
5: Individual Maintenance,43591.0,3: MD,10.25
5: Individual Maintenance,26228.0,3: MD,9.75
5: Individual Maintenance,16303.0,3: MD,9.25
5: Individual Maintenance,11530.0,2: AM,8.75
5: Individual Maintenance,45447.0,3: MD,10.75
5: Individual Maintenance,5026.0,2: AM,7.75
5: Individual Maintenance,2879.0,2: AM,7.25
5: Individual Maintenance,1878.0,2: AM,6.75
5: Individual Maintenance,8112.0,2: AM,8.25
6: Individual Discretionary,23348.0,4: PM,17.75
6: Individual Discretionary,16435.0,3: MD,13.25
6: Individual Discretionary,16427.0,3: MD,13.75
6: Individual Discretionary,14780.0,3: MD,14.25
6: Individual Discretionary,16457.0,3: MD,14.75
6: Individual Discretionary,14898.0,3: MD,15.25
6: Individual Discretionary,13864.0,4: PM,15.75
6: Individual Discretionary,15203.0,4: PM,16.25
6: Individual Discretionary,17740.0,4: PM,16.75
6: Individual Discretionary,22007.0,4: PM,17.25
6: Individual Discretionary,29442.0,4: PM,18.25
6: Individual Discretionary,2287.0,5: EV,23.75
6: Individual Discretionary,26135.0,5: EV,19.25
6: Individual Discretionary,21416.0,5: EV,19.75
6: Individual Discretionary,18958.0,5: EV,20.25
6: Individual Discretionary,20300.0,5: EV,20.75
6: Individual Discretionary,20993.0,5: EV,21.25
6: Individual Discretionary,8537.0,5: EV,21.75
6: Individual Discretionary,7434.0,5: EV,22.25
6: Individual Discretionary,4964.0,5: EV,22.75
6: Individual Discretionary,3926.0,5: EV,23.25
6: Individual Discretionary,16390.0,3: MD,12.75
6: Individual Discretionary,30325.0,4: PM,18.75
6: Individual Discretionary,19450.0,3: MD,12.25
6: Individual Discretionary,20945.0,3: MD,11.75
6: Individual Discretionary,17339.0,3: MD,11.25
6: Individual Discretionary,433.24899408451944,1: EA,0.75
6: Individual Discretionary,233.60128019795593,1: EA,1.25
6: Individual Discretionary,143.2713391419545,1: EA,1.75
6: Individual Discretionary,106.93708642804248,1: EA,2.25
6: Individual Discretionary,100.73289192075869,1: EA,2.75
6: Individual Discretionary,119.3475422219428,1: EA,3.25
6: Individual Discretionary,170.96600503464825,1: EA,3.75
6: Individual Discretionary,278.2049322061795,1: EA,4.25
6: Individual Discretionary,480.71397241437523,1: EA,4.75
6: Individual Discretionary,1246.0,1: EA,5.25
6: Individual Discretionary,842.9759563496232,1: EA,0.25
6: Individual Discretionary,2703.0,2: AM,6.25
6: Individual Discretionary,3860.0,2: AM,6.75
6: Individual Discretionary,5684.0,2: AM,7.25
6: Individual Discretionary,10400.0,2: AM,7.75
6: Individual Discretionary,11240.0,2: AM,8.25
6: Individual Discretionary,12637.0,2: AM,8.75
6: Individual Discretionary,14777.0,3: MD,9.25
6: Individual Discretionary,17919.0,3: MD,9.75
6: Individual Discretionary,20288.0,3: MD,10.25
6: Individual Discretionary,16266.0,3: MD,10.75
6: Individual Discretionary,1718.0,1: EA,5.75
7: Joint Maintenance,4178.0,4: PM,16.75
7: Joint Maintenance,4589.0,4: PM,16.25
7: Joint Maintenance,4219.0,4: PM,15.75
7: Joint Maintenance,5059.0,3: MD,13.25
7: Joint Maintenance,4770.0,3: MD,14.75
7: Joint Maintenance,4671.0,3: MD,14.25
7: Joint Maintenance,5116.0,3: MD,13.75
7: Joint Maintenance,4296.0,4: PM,17.25
7: Joint Maintenance,4624.0,3: MD,15.25
7: Joint Maintenance,4353.0,4: PM,17.75
7: Joint Maintenance,1946.0,5: EV,21.25
7: Joint Maintenance,4093.0,5: EV,19.25
7: Joint Maintenance,4133.0,5: EV,19.75
7: Joint Maintenance,3516.0,5: EV,20.25
7: Joint Maintenance,2788.0,5: EV,20.75
7: Joint Maintenance,1364.0,5: EV,21.75
7: Joint Maintenance,892.0,5: EV,22.25
7: Joint Maintenance,660.0,5: EV,22.75
7: Joint Maintenance,385.0,5: EV,23.25
7: Joint Maintenance,310.0,5: EV,23.75
7: Joint Maintenance,5515.0,3: MD,12.75
7: Joint Maintenance,4282.0,4: PM,18.75
7: Joint Maintenance,5426.0,3: MD,12.25
7: Joint Maintenance,4418.0,4: PM,18.25
7: Joint Maintenance,5760.0,3: MD,11.25
7: Joint Maintenance,6335.0,3: MD,11.75
7: Joint Maintenance,53.41417873378546,1: EA,0.75
7: Joint Maintenance,26.721864763369926,1: EA,1.25
7: Joint Maintenance,14.129342136314948,1: EA,1.75
7: Joint Maintenance,8.794162090037172,1: EA,2.25
7: Joint Maintenance,7.079747044043471,1: EA,2.75
7: Joint Maintenance,7.735945774063674,1: EA,3.25
7: Joint Maintenance,11.260908236440088,1: EA,3.75
7: Joint Maintenance,20.15327160130381,1: EA,4.25
7: Joint Maintenance,39.53728598231866,1: EA,4.75
7: Joint Maintenance,113.0,1: EA,5.25
7: Joint Maintenance,103.17329363832283,1: EA,0.25
7: Joint Maintenance,194.0,1: EA,5.75
7: Joint Maintenance,306.0,2: AM,6.25
7: Joint Maintenance,431.0,2: AM,6.75
7: Joint Maintenance,478.0,2: AM,7.25
7: Joint Maintenance,685.0,2: AM,7.75
7: Joint Maintenance,1054.0,2: AM,8.25
7: Joint Maintenance,1435.0,2: AM,8.75
7: Joint Maintenance,2078.0,3: MD,9.25
7: Joint Maintenance,3492.0,3: MD,9.75
7: Joint Maintenance,5802.0,3: MD,10.25
7: Joint Maintenance,6084.0,3: MD,10.75
8: Joint Discretionary,3952.0,4: PM,17.25
8: Joint Discretionary,3020.0,4: PM,16.75
8: Joint Discretionary,2426.0,4: PM,16.25
8: Joint Discretionary,2019.0,4: PM,15.75
8: Joint Discretionary,2465.0,3: MD,13.25
8: Joint Discretionary,2812.0,3: MD,14.75
8: Joint Discretionary,2368.0,3: MD,14.25
8: Joint Discretionary,2326.0,3: MD,13.75
8: Joint Discretionary,2768.0,3: MD,15.25
8: Joint Discretionary,5851.0,4: PM,18.25
8: Joint Discretionary,3719.0,5: EV,20.75
8: Joint Discretionary,5597.0,5: EV,19.25
8: Joint Discretionary,4506.0,5: EV,19.75
8: Joint Discretionary,3753.0,5: EV,20.25
8: Joint Discretionary,199.0,5: EV,23.75
8: Joint Discretionary,3447.0,5: EV,21.25
8: Joint Discretionary,1357.0,5: EV,21.75
8: Joint Discretionary,979.0,5: EV,22.25
8: Joint Discretionary,488.0,5: EV,22.75
8: Joint Discretionary,414.0,5: EV,23.25
8: Joint Discretionary,2333.0,3: MD,12.75
8: Joint Discretionary,6751.0,4: PM,18.75
8: Joint Discretionary,2893.0,3: MD,12.25
8: Joint Discretionary,4418.0,4: PM,17.75
8: Joint Discretionary,2386.0,3: MD,11.25
8: Joint Discretionary,78.5741950657949,1: EA,0.25
8: Joint Discretionary,41.76717569461129,1: EA,0.75
8: Joint Discretionary,24.20915204789418,1: EA,1.25
8: Joint Discretionary,16.528369151689958,1: EA,1.75
8: Joint Discretionary,14.145882613980444,1: EA,2.25
8: Joint Discretionary,15.589010115947653,1: EA,2.75
8: Joint Discretionary,3016.0,3: MD,11.75
8: Joint Discretionary,35.72000183549668,1: EA,3.75
8: Joint Discretionary,63.81407440634288,1: EA,4.25
8: Joint Discretionary,112.97244268540531,1: EA,4.75
8: Joint Discretionary,279.0,1: EA,5.25
8: Joint Discretionary,21.679696382836763,1: EA,3.25
8: Joint Discretionary,406.0,2: AM,6.25
8: Joint Discretionary,572.0,2: AM,6.75
8: Joint Discretionary,659.0,2: AM,7.25
8: Joint Discretionary,866.0,2: AM,7.75
8: Joint Discretionary,920.0,2: AM,8.25
8: Joint Discretionary,1014.0,2: AM,8.75
8: Joint Discretionary,1136.0,3: MD,9.25
8: Joint Discretionary,2206.0,3: MD,9.75
8: Joint Discretionary,2499.0,3: MD,10.25
8: Joint Discretionary,2208.0,3: MD,10.75
8: Joint Discretionary,305.0,1: EA,5.75
9: Work-based,293.0,4: PM,16.75
9: Work-based,376.0,4: PM,16.25
9: Work-based,493.0,4: PM,15.75
9: Work-based,564.0,3: MD,15.25
9: Work-based,4960.0,3: MD,12.75
9: Work-based,1244.0,3: MD,14.25
9: Work-based,1898.0,3: MD,13.75
9: Work-based,3266.0,3: MD,13.25
9: Work-based,807.0,3: MD,14.75
9: Work-based,265.0,4: PM,17.25
9: Work-based,104.0,5: EV,22.75
9: Work-based,151.0,4: PM,18.25
9: Work-based,146.0,4: PM,18.75
9: Work-based,140.0,5: EV,19.25
9: Work-based,146.0,5: EV,19.75
9: Work-based,156.0,5: EV,20.25
9: Work-based,136.0,5: EV,20.75
9: Work-based,128.0,5: EV,21.25
9: Work-based,100.0,5: EV,21.75
9: Work-based,108.0,5: EV,22.25
9: Work-based,3623.0,3: MD,12.25
9: Work-based,220.0,4: PM,17.75
9: Work-based,2467.0,3: MD,11.75
9: Work-based,59.0,1: EA,5.75
9: Work-based,816.0,3: MD,10.75
9: Work-based,95.0,5: EV,23.25
9: Work-based,23.276161188523222,1: EA,0.25
9: Work-based,12.117009784182022,1: EA,0.75
9: Work-based,6.107236490220696,1: EA,1.25
9: Work-based,3.2752843913145653,1: EA,1.75
9: Work-based,2.0554397958406643,1: EA,2.25
9: Work-based,1.628334428134995,1: EA,2.75
9: Work-based,1.6948604814914288,1: EA,3.25
9: Work-based,2.3057738382123896,1: EA,3.75
9: Work-based,3.908192243587093,1: EA,4.25
9: Work-based,7.631707358492926,1: EA,4.75
9: Work-based,24.0,1: EA,5.25
9: Work-based,70.0,2: AM,6.25
9: Work-based,136.0,2: AM,6.75
9: Work-based,145.0,2: AM,7.25
9: Work-based,194.0,2: AM,7.75
9: Work-based,263.0,2: AM,8.25
9: Work-based,292.0,2: AM,8.75
9: Work-based,444.0,3: MD,9.25
9: Work-based,543.0,3: MD,9.75
9: Work-based,653.0,3: MD,10.25
9: Work-based,1175.0,3: MD,11.25
9: Work-based,73.0,5: EV,23.75
