trip_mode,tour_mode,purpose,value
06: Walk to Transit,05: Bike,3: School,0
07: PNR to Transit,05: Bike,3: School,0
08: KNR to Transit,05: Bike,3: School,0
09: TNC to Transit,05: Bike,3: School,0
01: SOV,06: Walk to Transit,3: School,0
02: Shared Ride 2,06: Walk to Transit,3: School,0
03: Shared Ride 3+,06: Walk to Transit,3: School,0
04: Walk,06: Walk to Transit,3: School,0
05: Bike,06: Walk to Transit,3: School,0
06: Walk to Transit,06: Walk to Transit,3: School,10526
07: PNR to Transit,06: Walk to Transit,3: School,0
08: KNR to Transit,06: Walk to Transit,3: School,0
09: TNC to Transit,06: Walk to Transit,3: School,0
01: SOV,07: PNR to Transit,3: School,0
02: Shared Ride 2,07: PNR to Transit,3: School,0
03: Shared Ride 3+,07: PNR to Transit,3: School,0
04: Walk,07: PNR to Transit,3: School,0
05: Bike,07: PNR to Transit,3: School,0
06: Walk to Transit,07: PNR to Transit,3: School,22
07: PNR to Transit,07: PNR to Transit,3: School,32
08: KNR to Transit,07: PNR to Transit,3: School,0
09: TNC to Transit,07: PNR to Transit,3: School,0
01: SOV,08: KNR to Transit,3: School,0
02: Shared Ride 2,08: KNR to Transit,3: School,0
03: Shared Ride 3+,08: KNR to Transit,3: School,355
04: Walk,08: KNR to Transit,3: School,355
05: Bike,08: KNR to Transit,3: School,0
06: Walk to Transit,08: KNR to Transit,3: School,777
07: PNR to Transit,08: KNR to Transit,3: School,0
08: KNR to Transit,08: KNR to Transit,3: School,905
09: TNC to Transit,08: KNR to Transit,3: School,0
01: SOV,13: School Bus,3: School,756
02: Shared Ride 2,13: School Bus,3: School,8671
03: Shared Ride 3+,13: School Bus,3: School,18278
04: Walk,13: School Bus,3: School,241
05: Bike,13: School Bus,3: School,0
06: Walk to Transit,13: School Bus,3: School,0
07: PNR to Transit,13: School Bus,3: School,0
08: KNR to Transit,13: School Bus,3: School,0
09: TNC to Transit,13: School Bus,3: School,115273
01: SOV,Total,3: School,69776
02: Shared Ride 2,Total,3: School,668402
03: Shared Ride 3+,Total,3: School,659791
04: Walk,Total,3: School,129429
05: Bike,Total,3: School,15102
06: Walk to Transit,Total,3: School,11324
07: PNR to Transit,Total,3: School,32
08: KNR to Transit,Total,3: School,905
09: TNC to Transit,Total,3: School,115273
01: SOV,01: SOV,5: Individual Maintenance,1549383
02: Shared Ride 2,01: SOV,5: Individual Maintenance,0
03: Shared Ride 3+,01: SOV,5: Individual Maintenance,0
04: Walk,01: SOV,5: Individual Maintenance,0
05: Bike,01: SOV,5: Individual Maintenance,0
06: Walk to Transit,01: SOV,5: Individual Maintenance,0
07: PNR to Transit,01: SOV,5: Individual Maintenance,0
08: KNR to Transit,01: SOV,5: Individual Maintenance,0
09: TNC to Transit,01: SOV,5: Individual Maintenance,0
01: SOV,02: Shared Ride 2,5: Individual Maintenance,416760
02: Shared Ride 2,02: Shared Ride 2,5: Individual Maintenance,932002
03: Shared Ride 3+,02: Shared Ride 2,5: Individual Maintenance,5374
04: Walk,02: Shared Ride 2,5: Individual Maintenance,19693
05: Bike,02: Shared Ride 2,5: Individual Maintenance,0
06: Walk to Transit,02: Shared Ride 2,5: Individual Maintenance,0
07: PNR to Transit,02: Shared Ride 2,5: Individual Maintenance,0
08: KNR to Transit,02: Shared Ride 2,5: Individual Maintenance,0
09: TNC to Transit,02: Shared Ride 2,5: Individual Maintenance,0
01: SOV,03: Shared Ride 3+,5: Individual Maintenance,178084
02: Shared Ride 2,03: Shared Ride 3+,5: Individual Maintenance,335224
03: Shared Ride 3+,03: Shared Ride 3+,5: Individual Maintenance,1178581
04: Walk,03: Shared Ride 3+,5: Individual Maintenance,12868
05: Bike,03: Shared Ride 3+,5: Individual Maintenance,0
06: Walk to Transit,03: Shared Ride 3+,5: Individual Maintenance,0
07: PNR to Transit,03: Shared Ride 3+,5: Individual Maintenance,0
08: KNR to Transit,03: Shared Ride 3+,5: Individual Maintenance,0
09: TNC to Transit,03: Shared Ride 3+,5: Individual Maintenance,0
01: SOV,04: Walk,5: Individual Maintenance,0
02: Shared Ride 2,04: Walk,5: Individual Maintenance,0
03: Shared Ride 3+,04: Walk,5: Individual Maintenance,0
04: Walk,04: Walk,5: Individual Maintenance,300138
05: Bike,04: Walk,5: Individual Maintenance,0
06: Walk to Transit,04: Walk,5: Individual Maintenance,0
07: PNR to Transit,04: Walk,5: Individual Maintenance,0
08: KNR to Transit,04: Walk,5: Individual Maintenance,0
09: TNC to Transit,04: Walk,5: Individual Maintenance,0
01: SOV,05: Bike,5: Individual Maintenance,828
02: Shared Ride 2,05: Bike,5: Individual Maintenance,303
03: Shared Ride 3+,05: Bike,5: Individual Maintenance,116
04: Walk,05: Bike,5: Individual Maintenance,454
05: Bike,05: Bike,5: Individual Maintenance,13057
06: Walk to Transit,05: Bike,5: Individual Maintenance,0
07: PNR to Transit,05: Bike,5: Individual Maintenance,0
08: KNR to Transit,05: Bike,5: Individual Maintenance,0
09: TNC to Transit,05: Bike,5: Individual Maintenance,0
01: SOV,06: Walk to Transit,5: Individual Maintenance,0
02: Shared Ride 2,06: Walk to Transit,5: Individual Maintenance,0
03: Shared Ride 3+,06: Walk to Transit,5: Individual Maintenance,0
04: Walk,06: Walk to Transit,5: Individual Maintenance,0
05: Bike,06: Walk to Transit,5: Individual Maintenance,0
06: Walk to Transit,06: Walk to Transit,5: Individual Maintenance,26111
07: PNR to Transit,06: Walk to Transit,5: Individual Maintenance,0
08: KNR to Transit,06: Walk to Transit,5: Individual Maintenance,0
09: TNC to Transit,06: Walk to Transit,5: Individual Maintenance,0
01: SOV,07: PNR to Transit,5: Individual Maintenance,0
02: Shared Ride 2,07: PNR to Transit,5: Individual Maintenance,0
03: Shared Ride 3+,07: PNR to Transit,5: Individual Maintenance,0
04: Walk,07: PNR to Transit,5: Individual Maintenance,0
05: Bike,07: PNR to Transit,5: Individual Maintenance,0
06: Walk to Transit,07: PNR to Transit,5: Individual Maintenance,35
07: PNR to Transit,07: PNR to Transit,5: Individual Maintenance,376
08: KNR to Transit,07: PNR to Transit,5: Individual Maintenance,0
09: TNC to Transit,07: PNR to Transit,5: Individual Maintenance,0
01: SOV,08: KNR to Transit,5: Individual Maintenance,0
02: Shared Ride 2,08: KNR to Transit,5: Individual Maintenance,540
03: Shared Ride 3+,08: KNR to Transit,5: Individual Maintenance,2029
04: Walk,08: KNR to Transit,5: Individual Maintenance,25
05: Bike,08: KNR to Transit,5: Individual Maintenance,0
06: Walk to Transit,08: KNR to Transit,5: Individual Maintenance,92
07: PNR to Transit,08: KNR to Transit,5: Individual Maintenance,0
08: KNR to Transit,08: KNR to Transit,5: Individual Maintenance,2106
09: TNC to Transit,08: KNR to Transit,5: Individual Maintenance,0
01: SOV,13: School Bus,5: Individual Maintenance,0
02: Shared Ride 2,13: School Bus,5: Individual Maintenance,0
03: Shared Ride 3+,13: School Bus,5: Individual Maintenance,0
04: Walk,13: School Bus,5: Individual Maintenance,0
05: Bike,13: School Bus,5: Individual Maintenance,0
06: Walk to Transit,13: School Bus,5: Individual Maintenance,0
07: PNR to Transit,13: School Bus,5: Individual Maintenance,0
08: KNR to Transit,13: School Bus,5: Individual Maintenance,0
09: TNC to Transit,13: School Bus,5: Individual Maintenance,0
01: SOV,Total,5: Individual Maintenance,2145054
02: Shared Ride 2,Total,5: Individual Maintenance,1268069
03: Shared Ride 3+,Total,5: Individual Maintenance,1186101
04: Walk,Total,5: Individual Maintenance,333179
05: Bike,Total,5: Individual Maintenance,13057
06: Walk to Transit,Total,5: Individual Maintenance,26238
07: PNR to Transit,Total,5: Individual Maintenance,376
08: KNR to Transit,Total,5: Individual Maintenance,2106
09: TNC to Transit,Total,5: Individual Maintenance,0
01: SOV,01: SOV,6: Individual Discretionary,510368
02: Shared Ride 2,01: SOV,6: Individual Discretionary,0
03: Shared Ride 3+,01: SOV,6: Individual Discretionary,0
04: Walk,01: SOV,6: Individual Discretionary,0
05: Bike,01: SOV,6: Individual Discretionary,0
06: Walk to Transit,01: SOV,6: Individual Discretionary,0
07: PNR to Transit,01: SOV,6: Individual Discretionary,0
08: KNR to Transit,01: SOV,6: Individual Discretionary,0
09: TNC to Transit,01: SOV,6: Individual Discretionary,0
01: SOV,02: Shared Ride 2,6: Individual Discretionary,76364
02: Shared Ride 2,02: Shared Ride 2,6: Individual Discretionary,286506
03: Shared Ride 3+,02: Shared Ride 2,6: Individual Discretionary,761
04: Walk,02: Shared Ride 2,6: Individual Discretionary,23599
05: Bike,02: Shared Ride 2,6: Individual Discretionary,0
06: Walk to Transit,02: Shared Ride 2,6: Individual Discretionary,0
07: PNR to Transit,02: Shared Ride 2,6: Individual Discretionary,0
08: KNR to Transit,02: Shared Ride 2,6: Individual Discretionary,0
09: TNC to Transit,02: Shared Ride 2,6: Individual Discretionary,0
01: SOV,03: Shared Ride 3+,6: Individual Discretionary,26021
02: Shared Ride 2,03: Shared Ride 3+,6: Individual Discretionary,51233
03: Shared Ride 3+,03: Shared Ride 3+,6: Individual Discretionary,228546
04: Walk,03: Shared Ride 3+,6: Individual Discretionary,14348
05: Bike,03: Shared Ride 3+,6: Individual Discretionary,0
06: Walk to Transit,03: Shared Ride 3+,6: Individual Discretionary,0
07: PNR to Transit,03: Shared Ride 3+,6: Individual Discretionary,0
08: KNR to Transit,03: Shared Ride 3+,6: Individual Discretionary,0
09: TNC to Transit,03: Shared Ride 3+,6: Individual Discretionary,0
01: SOV,04: Walk,6: Individual Discretionary,0
02: Shared Ride 2,04: Walk,6: Individual Discretionary,0
03: Shared Ride 3+,04: Walk,6: Individual Discretionary,0
04: Walk,04: Walk,6: Individual Discretionary,197596
05: Bike,04: Walk,6: Individual Discretionary,0
06: Walk to Transit,04: Walk,6: Individual Discretionary,0
07: PNR to Transit,04: Walk,6: Individual Discretionary,0
08: KNR to Transit,04: Walk,6: Individual Discretionary,0
09: TNC to Transit,04: Walk,6: Individual Discretionary,0
01: SOV,05: Bike,6: Individual Discretionary,2744
02: Shared Ride 2,05: Bike,6: Individual Discretionary,2306
03: Shared Ride 3+,05: Bike,6: Individual Discretionary,539
04: Walk,05: Bike,6: Individual Discretionary,1377
05: Bike,05: Bike,6: Individual Discretionary,24917
06: Walk to Transit,05: Bike,6: Individual Discretionary,0
07: PNR to Transit,05: Bike,6: Individual Discretionary,0
08: KNR to Transit,05: Bike,6: Individual Discretionary,0
09: TNC to Transit,05: Bike,6: Individual Discretionary,0
01: SOV,06: Walk to Transit,6: Individual Discretionary,0
02: Shared Ride 2,06: Walk to Transit,6: Individual Discretionary,818
03: Shared Ride 3+,06: Walk to Transit,6: Individual Discretionary,430
04: Walk,06: Walk to Transit,6: Individual Discretionary,1933
05: Bike,06: Walk to Transit,6: Individual Discretionary,6
06: Walk to Transit,06: Walk to Transit,6: Individual Discretionary,17741
07: PNR to Transit,06: Walk to Transit,6: Individual Discretionary,0
08: KNR to Transit,06: Walk to Transit,6: Individual Discretionary,0
09: TNC to Transit,06: Walk to Transit,6: Individual Discretionary,0
01: SOV,07: PNR to Transit,6: Individual Discretionary,395
02: Shared Ride 2,07: PNR to Transit,6: Individual Discretionary,593
03: Shared Ride 3+,07: PNR to Transit,6: Individual Discretionary,666
04: Walk,07: PNR to Transit,6: Individual Discretionary,541
05: Bike,07: PNR to Transit,6: Individual Discretionary,129
06: Walk to Transit,07: PNR to Transit,6: Individual Discretionary,181
07: PNR to Transit,07: PNR to Transit,6: Individual Discretionary,417
08: KNR to Transit,07: PNR to Transit,6: Individual Discretionary,0
09: TNC to Transit,07: PNR to Transit,6: Individual Discretionary,0
01: SOV,08: KNR to Transit,6: Individual Discretionary,0
02: Shared Ride 2,08: KNR to Transit,6: Individual Discretionary,992
03: Shared Ride 3+,08: KNR to Transit,6: Individual Discretionary,3078
04: Walk,08: KNR to Transit,6: Individual Discretionary,570
05: Bike,08: KNR to Transit,6: Individual Discretionary,0
06: Walk to Transit,08: KNR to Transit,6: Individual Discretionary,2410
07: PNR to Transit,08: KNR to Transit,6: Individual Discretionary,0
08: KNR to Transit,08: KNR to Transit,6: Individual Discretionary,4424
09: TNC to Transit,08: KNR to Transit,6: Individual Discretionary,0
01: SOV,13: School Bus,6: Individual Discretionary,0
02: Shared Ride 2,13: School Bus,6: Individual Discretionary,0
03: Shared Ride 3+,13: School Bus,6: Individual Discretionary,0
04: Walk,13: School Bus,6: Individual Discretionary,0
05: Bike,13: School Bus,6: Individual Discretionary,0
06: Walk to Transit,13: School Bus,6: Individual Discretionary,0
07: PNR to Transit,13: School Bus,6: Individual Discretionary,0
08: KNR to Transit,13: School Bus,6: Individual Discretionary,0
09: TNC to Transit,13: School Bus,6: Individual Discretionary,0
01: SOV,Total,6: Individual Discretionary,615892
02: Shared Ride 2,Total,6: Individual Discretionary,342448
03: Shared Ride 3+,Total,6: Individual Discretionary,234020
04: Walk,Total,6: Individual Discretionary,239963
05: Bike,Total,6: Individual Discretionary,25052
06: Walk to Transit,Total,6: Individual Discretionary,20331
07: PNR to Transit,Total,6: Individual Discretionary,417
08: KNR to Transit,Total,6: Individual Discretionary,4424
09: TNC to Transit,Total,6: Individual Discretionary,0
01: SOV,01: SOV,7: Joint Maintenance,0
02: Shared Ride 2,01: SOV,7: Joint Maintenance,0
03: Shared Ride 3+,01: SOV,7: Joint Maintenance,0
04: Walk,01: SOV,7: Joint Maintenance,0
05: Bike,01: SOV,7: Joint Maintenance,0
06: Walk to Transit,01: SOV,7: Joint Maintenance,0
07: PNR to Transit,01: SOV,7: Joint Maintenance,0
08: KNR to Transit,01: SOV,7: Joint Maintenance,0
09: TNC to Transit,01: SOV,7: Joint Maintenance,0
01: SOV,02: Shared Ride 2,7: Joint Maintenance,0
02: Shared Ride 2,02: Shared Ride 2,7: Joint Maintenance,185399
03: Shared Ride 3+,02: Shared Ride 2,7: Joint Maintenance,0
04: Walk,02: Shared Ride 2,7: Joint Maintenance,524
05: Bike,02: Shared Ride 2,7: Joint Maintenance,0
06: Walk to Transit,02: Shared Ride 2,7: Joint Maintenance,0
07: PNR to Transit,02: Shared Ride 2,7: Joint Maintenance,0
08: KNR to Transit,02: Shared Ride 2,7: Joint Maintenance,0
09: TNC to Transit,02: Shared Ride 2,7: Joint Maintenance,0
01: SOV,03: Shared Ride 3+,7: Joint Maintenance,0
02: Shared Ride 2,03: Shared Ride 3+,7: Joint Maintenance,6209
03: Shared Ride 3+,03: Shared Ride 3+,7: Joint Maintenance,73923
04: Walk,03: Shared Ride 3+,7: Joint Maintenance,552
05: Bike,03: Shared Ride 3+,7: Joint Maintenance,0
06: Walk to Transit,03: Shared Ride 3+,7: Joint Maintenance,0
07: PNR to Transit,03: Shared Ride 3+,7: Joint Maintenance,0
08: KNR to Transit,03: Shared Ride 3+,7: Joint Maintenance,0
09: TNC to Transit,03: Shared Ride 3+,7: Joint Maintenance,0
01: SOV,04: Walk,7: Joint Maintenance,0
02: Shared Ride 2,04: Walk,7: Joint Maintenance,0
03: Shared Ride 3+,04: Walk,7: Joint Maintenance,0
04: Walk,04: Walk,7: Joint Maintenance,6614
05: Bike,04: Walk,7: Joint Maintenance,0
06: Walk to Transit,04: Walk,7: Joint Maintenance,0
07: PNR to Transit,04: Walk,7: Joint Maintenance,0
08: KNR to Transit,04: Walk,7: Joint Maintenance,0
09: TNC to Transit,04: Walk,7: Joint Maintenance,0
01: SOV,05: Bike,7: Joint Maintenance,0
02: Shared Ride 2,05: Bike,7: Joint Maintenance,64
03: Shared Ride 3+,05: Bike,7: Joint Maintenance,0
04: Walk,05: Bike,7: Joint Maintenance,0
05: Bike,05: Bike,7: Joint Maintenance,208
06: Walk to Transit,05: Bike,7: Joint Maintenance,0
07: PNR to Transit,05: Bike,7: Joint Maintenance,0
08: KNR to Transit,05: Bike,7: Joint Maintenance,0
09: TNC to Transit,05: Bike,7: Joint Maintenance,0
01: SOV,06: Walk to Transit,7: Joint Maintenance,0
02: Shared Ride 2,06: Walk to Transit,7: Joint Maintenance,162
03: Shared Ride 3+,06: Walk to Transit,7: Joint Maintenance,0
04: Walk,06: Walk to Transit,7: Joint Maintenance,3378
05: Bike,06: Walk to Transit,7: Joint Maintenance,0
06: Walk to Transit,06: Walk to Transit,7: Joint Maintenance,4172
07: PNR to Transit,06: Walk to Transit,7: Joint Maintenance,0
08: KNR to Transit,06: Walk to Transit,7: Joint Maintenance,0
09: TNC to Transit,06: Walk to Transit,7: Joint Maintenance,0
01: SOV,07: PNR to Transit,7: Joint Maintenance,0
02: Shared Ride 2,07: PNR to Transit,7: Joint Maintenance,0
03: Shared Ride 3+,07: PNR to Transit,7: Joint Maintenance,0
04: Walk,07: PNR to Transit,7: Joint Maintenance,0
05: Bike,07: PNR to Transit,7: Joint Maintenance,0
06: Walk to Transit,07: PNR to Transit,7: Joint Maintenance,0
07: PNR to Transit,07: PNR to Transit,7: Joint Maintenance,0
08: KNR to Transit,07: PNR to Transit,7: Joint Maintenance,0
09: TNC to Transit,07: PNR to Transit,7: Joint Maintenance,0
01: SOV,08: KNR to Transit,7: Joint Maintenance,0
02: Shared Ride 2,08: KNR to Transit,7: Joint Maintenance,0
03: Shared Ride 3+,08: KNR to Transit,7: Joint Maintenance,0
04: Walk,08: KNR to Transit,7: Joint Maintenance,0
