"HH_ID","JTRIP_ID","NUMBER_HH","PERSON_1","PERSON_2","PERSON_3","PERSON_4","PERSON_5","PERSON_6","PERSON_7","PERSON_8","PERSON_9","COMPOSITION","DAYNO","uid"
171060571,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171060571-2"
171060571,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171060571-3"
171060612,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171060612-1"
171060612,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171060612-2"
171060612,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171060612-3"
171060748,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171060748-1"
171060748,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171060748-2"
171060748,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171060748-3"
171060748,4,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171060748-4"
171060748,5,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171060748-5"
171061287,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171061287-1"
171061287,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171061287-2"
171061287,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171061287-3"
171061287,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171061287-4"
171061287,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171061287-5"
171061287,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171061287-6"
171062018,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062018-1"
171062018,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062018-2"
171062018,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062018-3"
171062018,4,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171062018-4"
171062018,5,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171062018-5"
171062111,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062111-1"
171062111,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062111-2"
171062111,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062111-3"
171062111,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062111-4"
171062111,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062111-5"
171062223,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062223-1"
171062586,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171062586-1"
171062586,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,2,3,"3-171062586-2"
171062586,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062586-3"
171062586,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062586-4"
171062586,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062586-5"
171062586,6,3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171062586-6"
171062586,7,3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171062586-7"
171062957,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062957-1"
171062957,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062957-2"
171062957,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171062957-3"
171063639,1,3,2,5,6,NA,NA,NA,NA,NA,NA,3,3,"3-171063639-1"
171063639,2,2,2,6,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171063639-2"
171063639,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171063639-3"
171064331,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171064331-1"
171064475,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171064475-1"
171064694,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171064694-1"
171064694,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171064694-2"
171064694,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171064694-3"
171064694,4,4,1,3,4,5,NA,NA,NA,NA,NA,3,3,"3-171064694-4"
171064958,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171064958-1"
171064958,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171064958-2"
171064958,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171064958-3"
171065335,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171065335-1"
171065335,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171065335-2"
171065335,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171065335-3"
171065335,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171065335-4"
171065335,5,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171065335-5"
171065335,6,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171065335-6"
171065679,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171065679-1"
171065679,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171065679-2"
171065679,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171065679-3"
171065808,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171065808-1"
171065808,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171065808-2"
171065867,1,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171065867-1"
171065867,2,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171065867-2"
171065897,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171065897-1"
171065897,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171065897-2"
171066306,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171066306-1"
171066306,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171066306-2"
171066364,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171066364-1"
171066364,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171066364-2"
171066364,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171066364-3"
171066364,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171066364-4"
171066364,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171066364-5"
171066603,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171066603-1"
171066603,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171066603-2"
171066917,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171066917-1"
171066917,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171066917-2"
171067142,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067142-1"
171067142,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067142-2"
171067142,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067142-3"
171067142,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067142-4"
171067142,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067142-5"
171067142,6,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067142-6"
171067142,7,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067142-7"
171067297,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067297-1"
171067297,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067297-2"
171067297,3,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171067297-3"
171067297,4,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171067297-4"
171067607,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067607-1"
171067607,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067607-2"
171067607,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067607-3"
171067607,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067607-4"
171067607,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067607-5"
171067607,6,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171067607-6"
171068235,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068235-1"
171068235,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068235-2"
171068235,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068235-3"
171068235,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068235-4"
171068235,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068235-5"
171068235,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068235-6"
171068453,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068453-1"
171068453,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068453-2"
171068453,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068453-3"
171068508,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171068508-1"
171068508,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171068508-2"
171068508,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171068508-3"
171068684,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171068684-1"
171068684,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171068684-2"
171068684,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171068684-3"
171068684,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171068684-4"
171068697,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068697-1"
171068697,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171068697-2"
171068922,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171068922-1"
171068922,2,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171068922-2"
171069314,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069314-1"
171069314,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069314-2"
171069320,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069320-1"
171069320,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069320-2"
171069528,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069528-1"
171069528,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069528-2"
171069736,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069736-1"
171069736,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069736-2"
171069783,1,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171069783-1"
171069783,2,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171069783-2"
171069783,3,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171069783-3"
171069783,4,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171069783-4"
171069783,5,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171069783-5"
171069783,6,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171069783-6"
171069783,7,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171069783-7"
171069783,8,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171069783-8"
171069807,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069807-1"
171069807,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069807-2"
171069807,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171069807-3"
171070618,1,4,1,3,4,5,NA,NA,NA,NA,NA,3,3,"3-171070618-1"
171070618,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171070618-2"
171070618,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171070618-3"
171070618,4,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171070618-4"
171070618,5,5,1,2,3,4,5,NA,NA,NA,NA,3,3,"3-171070618-5"
171070618,6,5,1,2,3,4,5,NA,NA,NA,NA,3,3,"3-171070618-6"
171070618,7,5,1,2,3,4,5,NA,NA,NA,NA,3,3,"3-171070618-7"
171070858,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171070858-1"
171071045,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171071045-1"
171071045,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171071045-2"
171071045,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171071045-3"
171071254,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171071254-1"
171071254,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171071254-2"
171071254,3,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171071254-3"
171071254,4,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171071254-4"
171071254,5,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,"3-171071254-5"
171071430,1,4,1,1,2,3,NA,NA,NA,NA,NA,3,3,"3-171071430-1"
171071430,2,4,1,1,2,3,NA,NA,NA,NA,NA,3,3,"3-171071430-2"
171071430,3,4,1,1,2,3,NA,NA,NA,NA,NA,3,3,"3-171071430-3"
171071430,4,4,1,1,2,3,NA,NA,NA,NA,NA,3,3,"3-171071430-4"
171071430,5,4,1,1,2,3,NA,NA,NA,NA,NA,3,3,"3-171071430-5"
171071446,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171071446-1"
171071633,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171071633-1"
171071633,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171071633-2"
171071633,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171071633-3"
171071633,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171071633-4"
171072245,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171072245-1"
171072245,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171072245-2"
171072245,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171072245-3"
171072245,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171072245-4"
171072245,5,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171072245-5"
171072245,6,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171072245-6"
171072730,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171072730-1"
171072730,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171072730-2"
171072730,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171072730-3"
171073149,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171073149-1"
171073149,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171073149-2"
171073287,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171073287-1"
171073287,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171073287-2"
171073571,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171073571-1"
171073754,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171073754-1"
171073754,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171073754-2"
171073874,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171073874-1"
171073874,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171073874-2"
171073874,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171073874-3"
171073874,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171073874-4"
171073874,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171073874-5"
171073874,6,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171073874-6"
171073874,7,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171073874-7"
171074057,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074057-1"
171074057,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074057-2"
171074302,1,3,1,2,3,NA,NA,NA,NA,NA,NA,1,3,"3-171074302-1"
171074302,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171074302-2"
171074302,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171074302-3"
171074302,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171074302-4"
171074302,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171074302-5"
171074617,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171074617-1"
171074617,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171074617-2"
171074617,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171074617-3"
171074617,4,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171074617-4"
171074686,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074686-1"
171074686,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074686-2"
171074686,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074686-3"
171074686,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074686-4"
171074686,5,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074686-5"
171074686,6,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074686-6"
171074818,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074818-1"
171074818,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074818-2"
171074818,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074818-3"
171074818,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171074818-4"
171075118,1,3,1,2,4,NA,NA,NA,NA,NA,NA,3,3,"3-171075118-1"
171075118,2,3,1,2,4,NA,NA,NA,NA,NA,NA,3,3,"3-171075118-2"
171075118,3,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171075118-3"
171075118,4,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,"3-171075118-4"
171075118,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171075118-5"
171075118,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171075118-6"
171075480,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171075480-1"
171075480,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171075480-2"
171075480,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171075480-3"
171075735,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171075735-1"
171075735,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171075735-2"
171075913,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171075913-1"
171075913,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171075913-2"
171075913,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171075913-3"
171075970,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171075970-1"
171075970,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171075970-2"
171075970,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171075970-3"
171075970,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171075970-4"
171075970,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171075970-5"
171076131,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076131-1"
171076131,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076131-2"
171076131,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076131-3"
171076368,1,4,1,3,4,5,NA,NA,NA,NA,NA,3,3,"3-171076368-1"
171076368,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076368-2"
171076368,3,3,1,4,5,NA,NA,NA,NA,NA,NA,3,3,"3-171076368-3"
171076368,4,3,1,4,5,NA,NA,NA,NA,NA,NA,3,3,"3-171076368-4"
171076368,5,3,2,4,5,NA,NA,NA,NA,NA,NA,3,3,"3-171076368-5"
171076417,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076417-1"
171076417,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076417-2"
171076417,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076417-3"
171076417,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076417-4"
171076417,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076417-5"
171076776,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076776-1"
171076776,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076776-2"
171076799,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076799-1"
171076799,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076799-2"
171076799,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076799-3"
171076799,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076799-4"
171076801,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076801-1"
171076801,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076801-2"
171076801,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076801-3"
171076801,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171076801-4"
171077479,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,2,3,"3-171077479-1"
171077479,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077479-2"
171077479,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077479-3"
171077479,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077479-4"
171077479,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077479-5"
171077479,6,3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171077479-6"
171077479,7,3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171077479-7"
171077479,8,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171077479-8"
171077479,9,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171077479-9"
171077887,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077887-1"
171077887,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077887-2"
171077887,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077887-3"
171077887,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077887-4"
171077908,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077908-1"
171077908,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077908-2"
171077908,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077908-3"
171077908,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077908-4"
171077908,5,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171077908-5"
171078403,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171078403-1"
171078403,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171078403-2"
171078655,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171078655-1"
171078820,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171078820-1"
171078820,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171078820-2"
171079248,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079248-1"
171079248,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079248-2"
171079248,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079248-3"
171079248,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079248-4"
171079299,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079299-1"
171079299,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079299-2"
171079299,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079299-3"
171079299,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079299-4"
171079321,1,5,1,3,4,5,6,NA,NA,NA,NA,3,3,"3-171079321-1"
171079321,2,2,1,6,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079321-2"
171079321,3,2,1,6,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079321-3"
171079321,4,4,1,4,5,6,NA,NA,NA,NA,NA,3,3,"3-171079321-4"
171079321,5,4,1,4,5,6,NA,NA,NA,NA,NA,3,3,"3-171079321-5"
171079321,6,5,1,3,4,5,6,NA,NA,NA,NA,3,3,"3-171079321-6"
171079871,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171079871-1"
171079871,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079871-2"
171079871,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079871-3"
171079871,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079871-4"
171079871,5,3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171079871-5"
171079871,6,3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,"3-171079871-6"
171079991,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079991-1"
171079991,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171079991-2"
171080010,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171080010-1"
171080010,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,"3-171080010-2"
171080247,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171080247-1"
171080247,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171080247-2"
171080247,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171080247-3"
171080247,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171080247-4"
171080247,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171080247-5"
171080431,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171080431-1"
171080431,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,"3-171080431-2"
