"HH_ID","PER_ID","DAYNO","freq_work","freq_schl","freq_inm","freq_m","freq_joint","freq_atwork","freq_escort","freq_nm","total_tours","PERTYPE","finalweight"
161004975,1,1,1,0,0,1,0,0,0,0,1,1,89.8872461683033
161004975,2,1,1,0,0,1,0,0,0,0,1,1,89.7694140970881
161005027,1,1,1,0,0,1,0,0,0,0,1,1,115.8238
161005027,1,2,1,0,1,1,0,0,0,1,2,1,115.8238
161005027,1,7,1,0,0,1,0,0,0,0,1,1,115.8238
161005027,2,1,1,0,0,1,0,0,0,0,1,1,115.8238
161005027,2,2,1,0,0,1,0,1,0,0,2,1,115.8238
161005027,2,7,1,0,0,1,0,0,0,0,1,1,115.8238
161005027,3,1,0,0,1,0,0,0,0,1,1,8,115.8238
161005027,3,2,0,0,1,0,0,0,0,1,1,8,115.8238
161005027,3,7,0,0,1,0,0,0,0,1,1,8,115.8238
161005029,1,1,0,0,1,0,0,0,1,1,2,5,32.75865
161005029,1,7,0,0,1,0,0,0,0,1,1,5,32.75865
161005029,2,1,0,0,0,0,0,0,1,0,1,5,32.75865
161005029,2,7,0,0,1,0,0,0,0,1,1,5,32.75865
161005035,1,1,0,0,1,0,0,0,0,1,1,4,39.9485
161005035,1,2,0,0,2,0,0,0,0,2,2,4,39.9485
161005035,1,7,0,0,1,0,0,0,0,1,1,4,39.9485
161005035,2,1,0,0,1,0,0,0,0,1,1,2,39.9485
161005035,2,2,0,0,1,0,0,0,0,1,1,2,39.9485
161005035,2,7,1,0,1,1,0,0,0,1,2,2,39.9485
161005164,1,1,1,0,0,1,0,1,0,0,2,1,424.283400013873
161005265,1,1,1,0,1,1,0,0,0,1,2,1,6.46818
161005265,1,2,1,0,1,1,0,1,0,1,3,1,6.46818
161005265,1,3,0,0,1,0,0,1,0,1,2,1,6.46818
161005265,1,4,1,0,1,1,0,2,0,1,4,1,6.46818
161005265,1,7,1,0,1,1,0,0,0,1,2,1,6.46818
161005366,1,1,1,0,0,1,0,0,0,0,1,1,13.01136
161005366,1,2,1,0,0,1,0,0,0,0,1,1,13.01136
161005366,1,3,0,0,0,0,0,0,0,0,0,1,13.01136
161005366,1,4,0,0,0,0,0,0,0,0,0,1,13.01136
161005366,1,7,1,0,0,1,0,0,0,0,1,1,13.01136
161005366,2,1,0,0,2,0,0,0,2,2,4,4,13.01136
161005366,2,2,0,0,2,0,0,0,3,2,5,4,13.01136
161005366,2,3,0,0,1,0,0,0,4,1,5,4,13.01136
161005366,2,4,0,0,1,0,0,0,1,1,2,4,13.01136
161005366,2,7,0,0,1,0,2,0,1,3,4,4,13.01136
161005366,3,1,0,0,0,0,0,0,1,0,1,6,23.3274986503821
161005366,3,2,0,1,0,1,0,0,0,0,1,6,23.0033500265914
161005366,3,3,0,1,0,1,0,0,1,0,2,6,23.0126117721492
161005366,3,4,0,0,0,0,0,0,1,0,1,6,22.8631693483305
161005366,3,7,0,1,0,1,0,0,0,0,1,6,23.6178268277714
161005366,4,1,0,1,0,1,0,0,1,0,2,7,13.01136
161005366,4,2,0,1,0,1,0,0,0,0,1,7,13.01136
161005366,4,3,0,1,0,1,0,0,0,0,1,7,13.01136
161005366,4,4,0,1,0,1,0,0,0,0,1,7,13.01136
161005366,4,7,0,1,1,1,1,0,0,2,3,7,13.01136
161005457,1,2,0,0,3,0,0,0,0,3,3,1,13.05262
161005457,1,3,0,0,1,0,0,0,0,1,1,1,13.05262
161005457,1,4,1,0,0,1,0,0,0,0,1,1,13.05262
161005457,1,7,1,0,0,1,0,0,0,0,1,1,13.05262
161005479,1,1,1,0,0,1,0,0,0,0,1,2,3.91996
161005479,1,2,0,0,1,0,0,0,0,1,1,2,3.91996
161005479,1,3,1,0,1,1,0,0,0,1,2,2,3.91996
161005479,1,4,0,0,4,0,0,0,0,4,4,2,3.91996
161005479,1,7,0,0,1,0,0,0,0,1,1,2,3.91996
161005479,2,1,0,0,2,0,0,0,0,2,2,4,3.91996
161005479,2,2,0,0,3,0,0,0,1,3,4,4,3.91996
161005479,2,3,0,0,2,0,0,0,0,2,2,4,3.91996
161005479,2,4,0,0,2,0,0,0,0,2,2,4,3.91996
161005479,2,7,0,0,2,0,0,0,0,2,2,4,3.91996
161005866,1,3,1,0,0,1,0,1,0,0,2,1,34.6227
161006049,1,1,1,0,0,1,0,1,0,0,2,1,278.937201046162
161006049,2,1,1,0,0,1,0,0,0,0,1,1,357.553598557147
161006049,3,1,0,0,1,0,0,0,0,1,1,5,258.4603
161006270,1,1,0,0,1,0,1,0,1,2,3,1,16.89435
161006270,1,2,0,0,1,0,1,0,0,2,2,1,16.89435
161006270,1,3,0,0,2,0,1,0,1,3,4,1,16.89435
161006270,1,4,0,0,3,0,0,0,1,3,4,1,16.89435
161006270,2,1,1,0,0,1,0,1,0,0,2,1,16.89435
161006270,2,2,1,0,1,1,0,0,0,1,2,1,16.89435
161006270,2,3,1,0,0,1,0,1,0,0,2,1,16.89435
161006270,2,4,1,0,0,1,0,1,0,0,2,1,16.89435
161006270,3,1,0,1,0,1,1,0,0,1,2,7,16.89435
161006270,3,2,0,2,0,2,0,0,0,0,2,7,16.89435
161006270,3,3,0,1,0,1,1,0,0,1,2,7,16.89435
161006270,3,4,0,1,1,1,0,0,0,1,2,7,16.89435
161006378,1,2,1,0,0,1,0,0,0,0,1,1,4.925675
161006378,1,3,1,0,0,1,0,0,0,0,1,1,4.925675
161006378,1,4,1,0,0,1,0,0,0,0,1,1,4.925675
161006378,1,7,1,0,0,1,0,1,0,0,2,1,4.925675
161006567,1,2,0,0,3,0,1,0,1,4,5,5,16.271825
161006567,1,3,0,0,2,0,0,0,1,2,3,5,16.271825
161006567,1,4,0,0,2,0,2,0,2,4,6,5,16.271825
161006567,1,7,0,0,0,0,1,0,2,1,3,5,16.271825
161006567,2,2,1,0,0,1,1,0,0,1,2,2,16.271825
161006567,2,3,1,0,0,1,0,0,1,0,2,2,16.271825
161006567,2,4,1,0,0,1,2,0,1,2,4,2,16.271825
161006567,2,7,1,0,1,1,1,0,0,2,3,2,16.271825
161006612,1,1,1,0,0,1,0,0,0,0,1,1,417.459259812451
161006612,2,1,1,0,1,1,0,0,0,1,2,1,477.211230246019
161006612,3,1,0,1,0,1,0,0,0,0,1,8,347.4714
161006745,1,1,1,0,0,1,1,0,0,1,2,1,13.06802
161006745,1,2,1,0,0,1,0,0,0,0,1,1,13.06802
161006745,1,3,1,0,0,1,0,0,0,0,1,1,13.06802
161006745,1,4,1,0,0,1,0,1,0,0,2,1,13.06802
161006745,1,7,1,0,0,1,0,0,0,0,1,1,13.06802
161006745,2,1,1,0,0,1,1,0,0,1,2,1,13.06802
161006745,2,2,1,0,0,1,0,2,0,0,3,1,13.06802
161006745,2,3,1,0,0,1,0,0,0,0,1,1,13.06802
161006745,2,4,0,0,1,0,0,0,0,1,1,1,13.06802
161006745,2,7,1,0,0,1,0,0,0,0,1,1,13.06802
161006805,1,1,1,0,0,1,0,0,0,0,1,1,214.9074
161006805,1,2,1,0,0,1,0,0,0,0,1,1,214.9074
161006805,1,3,1,0,0,1,0,0,0,0,1,1,214.9074
161006805,1,4,1,0,0,1,0,0,0,0,1,1,214.9074
161006805,1,7,0,0,0,0,0,0,0,0,0,1,214.9074
161006805,2,1,1,0,0,1,0,0,0,0,1,1,214.9074
161006805,2,2,1,0,0,1,0,0,0,0,1,1,214.9074
161006805,2,3,1,0,0,1,0,0,0,0,1,1,214.9074
161006805,2,4,0,0,2,0,0,0,0,2,2,1,214.9074
161006805,2,7,1,0,0,1,0,2,0,0,3,1,214.9074
161006901,1,1,1,0,0,1,0,1,0,0,2,1,48.27976
161006901,1,2,1,0,0,1,0,1,0,0,2,1,48.27976
161006901,1,3,1,0,0,1,0,1,0,0,2,1,48.27976
161006901,1,4,1,0,0,1,0,0,0,0,1,1,48.27976
161006901,1,7,0,0,1,0,0,0,1,1,2,1,48.27976
161006901,2,1,1,0,0,1,0,0,0,0,1,1,48.27976
161006901,2,2,1,0,0,1,0,0,0,0,1,1,48.27976
161006901,2,3,1,0,0,1,0,0,0,0,1,1,48.27976
161006901,2,4,1,0,0,1,0,0,0,0,1,1,48.27976
161006901,2,7,0,0,2,0,0,0,0,2,2,1,48.27976
161007006,1,1,0,0,0,0,0,0,0,0,0,1,1292.3212
161007006,2,1,1,0,0,1,0,0,0,0,1,1,1292.3212
161007006,3,1,0,0,0,0,0,0,0,0,0,3,1292.3212
161007006,4,1,0,1,0,1,0,0,0,0,1,7,1292.3212
161007006,5,1,0,1,0,1,0,0,0,0,1,7,1292.3212
161007263,1,1,1,0,0,1,0,1,0,0,2,1,4.89995
161007263,1,2,1,0,0,1,0,1,0,0,2,1,4.89995
161007263,1,3,1,0,1,1,0,1,0,1,3,1,4.89995
161007263,1,7,1,0,0,1,0,0,0,0,1,1,4.89995
161007426,1,1,0,0,1,0,1,0,0,2,2,1,644.34205
161007426,1,2,0,0,2,0,0,0,0,2,2,1,644.34205
161007426,2,1,0,0,1,0,1,0,0,2,2,2,644.34205
161007426,2,2,0,0,1,0,0,0,0,1,1,2,644.34205
161007426,3,1,0,0,0,0,1,0,1,1,2,8,644.34205
161007426,3,2,0,0,1,0,0,0,0,1,1,8,644.34205
161007570,1,1,1,0,0,1,0,0,0,0,1,1,124.39465
161007570,1,3,1,0,0,1,0,0,0,0,1,1,124.39465
161007570,1,4,1,0,0,1,0,0,0,0,1,1,124.39465
161007570,1,7,1,0,0,1,0,0,0,0,1,1,124.39465
161007570,2,1,0,0,0,0,0,0,0,0,0,1,124.39465
161007570,2,3,1,0,0,1,0,1,0,0,2,1,124.39465
161007570,2,4,1,0,0,1,0,1,0,0,2,1,124.39465
161007570,2,7,0,0,3,0,0,0,0,3,3,1,124.39465
161007588,1,1,0,0,1,0,0,0,0,1,1,4,91.6841703980239
161007588,2,1,2,0,0,2,0,0,0,0,2,1,78.6836946795545
161007647,1,1,0,0,1,0,1,0,0,2,2,5,4.89995
161007647,1,2,0,0,0,0,1,0,0,1,1,5,4.89995
161007647,1,3,0,0,2,0,1,0,0,3,3,5,4.89995
161007647,1,4,0,0,1,0,0,0,0,1,1,5,4.89995
161007647,2,1,1,0,0,1,1,0,0,1,2,2,4.89995
161007647,2,2,1,0,1,1,1,0,0,2,3,2,4.89995
161007647,2,3,1,0,0,1,1,0,0,1,2,2,4.89995
161007647,2,4,0,0,0,0,0,0,0,0,0,2,4.89995
161008124,1,1,0,0,2,0,0,0,0,2,2,4,70.6652168649114
161008124,2,1,0,0,2,0,0,0,0,2,2,4,70.6652168649114
161008218,1,1,0,0,1,0,0,0,0,1,1,1,16.335025
161008218,1,2,0,0,2,0,0,0,0,2,2,1,16.335025
161008218,1,3,0,0,1,0,1,0,0,2,2,1,16.335025
161008218,1,7,0,0,1,0,0,0,0,1,1,1,16.335025
161008218,2,1,2,0,0,2,0,0,0,0,2,1,16.335025
161008218,2,2,1,0,0,1,0,0,0,0,1,1,16.335025
161008218,2,3,1,0,2,1,1,0,0,3,4,1,16.335025
161008218,2,7,1,0,0,1,0,0,0,0,1,1,16.335025
161008431,1,1,1,0,0,1,0,0,1,0,2,2,203.15982
161008431,1,2,0,0,1,0,0,0,0,1,1,2,203.15982
161008431,1,3,0,0,1,0,0,0,0,1,1,2,203.15982
161008431,1,4,0,0,1,0,0,0,0,1,1,2,203.15982
161008431,1,7,1,0,1,1,0,0,1,1,3,2,203.15982
161008626,1,1,0,0,0,0,0,0,0,0,0,5,65.0568
161008626,2,1,0,0,3,0,0,0,0,3,3,3,86.7398913515693
161008651,1,1,1,0,0,1,0,3,0,0,4,1,22.8992
161008651,1,2,1,0,0,1,0,2,0,0,3,1,22.8992
161008651,1,3,1,0,1,1,0,0,0,1,2,1,22.8992
161008651,1,4,1,0,0,1,0,0,0,0,1,1,22.8992
161008651,1,7,1,0,0,1,0,0,0,0,1,1,22.8992
161008681,1,3,1,0,0,1,0,0,0,0,1,1,21.7549
161008681,1,4,1,0,0,1,0,0,0,0,1,1,21.7549
161008681,1,7,1,0,0,1,0,1,0,0,2,1,21.7549
161008681,2,4,0,0,0,0,0,0,0,0,0,4,21.7549
161008681,3,4,0,0,0,0,0,0,0,0,0,8,21.7549
161008944,1,2,1,0,0,1,0,0,0,0,1,1,425.634933333333
161008944,1,3,1,0,0,1,0,0,0,0,1,1,425.634933333333
161008944,1,7,1,0,0,1,0,0,0,0,1,1,425.634933333333
161008944,2,2,0,0,1,0,0,0,0,1,1,1,425.634933333333
161008944,2,3,0,0,2,0,0,0,0,2,2,1,425.634933333333
161008944,2,7,2,0,0,2,0,0,0,0,2,1,425.634933333333
161009004,1,1,0,0,3,0,1,0,0,4,4,4,70.7411585504953
161009004,2,1,0,0,1,0,1,0,0,2,2,5,65.0568
161009244,1,1,1,0,0,1,0,0,0,0,1,1,19.7513
161009244,2,1,1,0,0,1,0,0,0,0,1,1,19.7513
161009344,1,1,0,0,0,0,1,0,0,1,1,5,19.5998
161009344,2,1,0,0,0,0,1,0,1,1,2,5,19.5998
161009442,1,1,0,0,1,0,0,0,0,1,1,2,1241.88216631402
161009442,2,1,1,0,0,1,0,0,0,0,1,1,1107.95850090409
161009442,3,1,0,0,2,0,0,0,0,2,2,1,1108.3087775762
161009466,1,1,0,0,2,0,0,0,0,2,2,5,65.0568
161009466,2,1,0,0,1,0,0,0,0,1,1,4,71.4045812877116
161009538,1,1,1,0,1,1,1,0,1,2,4,2,96.3239
161009538,1,4,1,0,1,1,0,0,0,1,2,2,96.3239
161009538,1,7,0,0,2,0,0,0,0,2,2,2,96.3239
161009538,2,1,0,1,1,1,0,0,0,1,2,7,96.3239
161009538,2,4,0,0,1,0,0,0,0,1,1,7,96.3239
161009538,2,7,0,0,2,0,0,0,0,2,2,7,96.3239
161009538,3,1,0,1,0,1,0,0,0,0,1,7,96.3239
161009538,3,4,0,0,1,0,0,0,0,1,1,7,96.3239
161009538,3,7,0,1,0,1,0,0,0,0,1,7,96.3239
161009538,4,1,0,1,1,1,1,0,0,2,3,7,96.3239
161009538,4,4,0,0,1,0,0,0,0,1,1,7,96.3239
161009538,4,7,0,1,0,1,0,0,0,0,1,7,96.3239
161009682,1,1,2,0,0,2,1,0,0,1,3,1,66.74332
161009682,1,2,2,0,1,2,0,1,0,1,4,1,66.74332
161009682,1,3,2,0,0,2,1,1,0,1,4,1,66.74332
161009682,1,4,2,0,0,2,0,1,0,0,3,1,66.74332
161009682,1,7,2,0,0,2,2,0,0,2,4,1,66.74332
161009682,2,1,2,0,0,2,1,0,0,1,3,1,66.74332
161009682,2,2,2,0,0,2,0,1,0,0,3,1,66.74332
161009682,2,3,2,0,0,2,1,0,0,1,3,1,66.74332
161009682,2,4,2,0,0,2,0,0,0,0,2,1,66.74332
161009682,2,7,2,0,0,2,2,1,0,2,5,1,66.74332
161009873,1,1,1,0,0,1,0,0,0,0,1,1,21.1610994626116
161009873,2,1,0,0,1,0,0,0,0,1,1,4,21.4487389854068
161010322,1,1,1,0,0,1,0,1,0,0,2,1,16.35245
161010322,1,2,0,0,0,0,0,0,0,0,0,1,16.35245
161010322,1,4,0,0,1,0,0,0,0,1,1,1,16.35245
161010322,1,7,1,0,0,1,0,0,0,0,1,1,16.35245
161010322,2,1,0,0,0,0,0,0,2,0,2,1,16.35245
161010322,2,2,0,0,0,0,1,0,3,1,4,1,16.35245
161010322,2,4,0,0,0,0,1,0,2,1,3,1,16.35245
161010322,2,7,0,0,1,0,0,0,1,1,2,1,16.35245
161010322,3,1,0,1,0,1,0,0,0,0,1,7,16.35245
161010322,3,2,0,1,0,1,0,0,0,0,1,7,16.35245
161010322,3,4,0,1,0,1,0,0,0,0,1,7,16.35245
161010322,3,7,0,1,0,1,0,0,0,0,1,7,16.35245
161010322,4,1,0,0,0,0,0,0,1,0,1,8,16.35245
161010322,4,2,0,0,1,0,1,0,2,2,4,8,16.35245
161010322,4,4,0,0,1,0,1,0,0,2,2,8,16.35245
161010322,4,7,0,0,1,0,0,0,1,1,2,8,16.35245
161010510,1,1,0,0,1,0,0,0,0,1,1,5,19.5998
161010510,2,1,0,0,1,0,0,0,0,1,1,2,25.9417936334817
161010656,1,2,0,0,1,0,0,0,0,1,1,2,3.91996
161010656,1,3,0,0,1,0,0,0,0,1,1,2,3.91996
161010656,1,4,0,0,2,0,0,0,0,2,2,2,3.91996
161010656,2,1,0,0,1,0,0,0,0,1,1,2,3.91996
161010656,2,2,0,0,3,0,0,0,0,3,3,2,3.91996
161010656,2,3,0,0,2,0,0,0,0,2,2,2,3.91996
161010656,2,4,0,0,2,0,0,0,0,2,2,2,3.91996
161010656,2,7,0,0,1,0,0,0,0,1,1,2,3.91996
161010658,1,2,0,0,0,0,0,0,0,0,0,1,4.89995
161010658,1,3,0,0,0,0,0,0,0,0,0,1,4.89995
161010658,1,4,0,0,1,0,0,0,0,1,1,1,4.89995
161010700,1,2,0,0,1,0,0,0,0,1,1,4,59.36635
161010700,1,3,0,0,0,0,0,0,0,0,0,4,59.36635
161010786,1,1,1,0,1,1,0,0,0,1,2,1,3.91996
161010786,1,2,1,0,1,1,0,1,0,1,3,1,3.91996
161010786,1,3,1,0,0,1,0,1,0,0,2,1,3.91996
161010786,1,4,1,0,0,1,0,1,0,0,2,1,3.91996
161010786,1,7,1,0,0,1,0,1,0,0,2,1,3.91996
161011392,1,1,1,0,0,1,0,0,0,0,1,1,10.81184
161011392,1,2,1,0,0,1,1,1,0,1,3,1,10.81184
161011392,1,3,1,0,0,1,0,1,0,0,2,1,10.81184
161011392,1,4,0,0,1,0,0,0,0,1,1,1,10.81184
161011392,1,7,0,0,1,0,0,0,0,1,1,1,10.81184
161011392,2,1,1,0,0,1,0,1,0,0,2,1,10.81184
161011392,2,2,1,0,0,1,1,1,0,1,3,1,10.81184
161011392,2,3,1,0,0,1,0,0,0,0,1,1,10.81184
161011392,2,4,0,0,1,0,0,0,0,1,1,1,10.81184
161011392,2,7,0,0,2,0,0,0,0,2,2,1,10.81184
161011475,1,1,0,0,3,0,0,0,0,3,3,4,21.8403961555546
161011508,1,7,0,0,1,0,0,0,0,1,1,5,46.2634
161011674,1,1,0,0,1,0,0,0,0,1,1,4,258.38256
161011674,1,2,0,0,2,0,0,0,0,2,2,4,258.38256
161011674,1,3,0,0,1,0,0,0,0,1,1,4,258.38256
161011674,1,4,0,0,0,0,0,0,0,0,0,4,258.38256
161011674,1,7,0,0,1,0,0,0,0,1,1,4,258.38256
161011742,1,1,0,0,3,0,0,0,0,3,3,4,16.271575
161011742,1,4,0,0,1,0,0,0,0,1,1,4,16.271575
161011774,1,1,0,0,0,0,0,0,1,0,1,4,65.0568
161011774,2,1,1,0,0,1,0,1,0,0,2,1,65.0568
161011774,3,1,0,0,0,0,0,0,0,0,0,7,65.0568
161011774,4,1,0,0,0,0,0,0,0,0,0,8,65.0568
161012112,1,2,0,0,1,0,0,0,0,1,1,5,19.5998
161012112,2,2,1,0,1,1,0,0,0,1,2,2,19.5998
161012588,1,1,0,0,1,0,0,0,0,1,1,5,22.0385
161012877,1,1,1,0,0,1,1,0,1,1,3,1,172.64794
161012877,1,2,1,0,1,1,0,0,0,1,2,1,172.64794
161012877,1,3,2,0,0,2,0,0,0,0,2,1,172.64794
161012877,1,4,2,0,0,2,0,0,0,0,2,1,172.64794
161012877,1,7,1,0,1,1,1,0,0,2,3,1,172.64794
161012877,2,1,1,0,1,1,1,0,3,2,6,1,172.64794
161012877,2,2,0,0,1,0,0,0,0,1,1,1,172.64794
161012877,2,3,0,0,1,0,0,0,2,1,3,1,172.64794
161012877,2,7,0,0,1,0,1,0,0,2,2,1,172.64794
161012877,3,1,0,1,0,1,1,0,0,1,2,8,172.64794
161012877,3,2,0,0,1,0,0,0,0,1,1,8,172.64794
161012877,3,3,0,1,0,1,0,0,0,0,1,8,172.64794
161012877,3,7,0,0,1,0,1,0,0,2,2,8,172.64794
161012877,4,1,0,0,0,0,1,0,3,1,4,8,172.64794
161012877,4,2,0,0,1,0,0,0,0,1,1,8,172.64794
161012877,4,3,0,0,1,0,0,0,2,1,3,8,172.64794
161012877,4,4,0,0,2,0,0,0,0,2,2,8,172.64794
161012877,4,7,0,0,1,0,1,0,0,2,2,8,172.64794
161012913,1,1,1,0,1,1,0,0,0,1,2,1,1070.1854
161012913,2,1,1,0,0,1,0,1,0,0,2,1,1070.1854
161013286,1,1,1,0,0,1,0,2,0,0,3,1,13.01136
161013286,1,2,1,0,0,1,0,0,0,0,1,1,13.01136
161013286,1,3,1,0,0,1,0,3,0,0,4,1,13.01136
161013286,1,4,0,0,0,0,0,0,0,0,0,1,13.01136
161013286,1,7,1,0,0,1,0,0,0,0,1,1,13.01136
161013286,2,1,0,0,0,0,1,0,0,1,1,1,13.01136
161013286,2,2,1,0,0,1,0,0,0,0,1,1,13.01136
161013286,2,3,1,0,0,1,0,3,0,0,4,1,13.01136
161013286,2,4,1,0,1,1,0,2,0,1,4,1,13.01136
161013286,2,7,0,0,0,0,1,0,0,1,1,1,13.01136
161013286,3,1,0,0,0,0,1,0,0,1,1,8,13.01136
161013286,3,2,0,1,0,1,0,0,0,0,1,8,13.01136
161013286,3,3,0,1,0,1,0,0,0,0,1,8,13.01136
161013286,3,4,0,0,1,0,0,0,0,1,1,8,13.01136
161013286,3,7,0,0,0,0,1,0,0,1,1,8,13.01136
161013286,4,1,0,0,0,0,0,0,1,0,1,8,13.01136
161013286,4,2,0,1,0,1,0,0,0,0,1,8,13.01136
161013286,4,3,0,1,0,1,0,0,0,0,1,8,13.01136
161013286,4,4,0,0,1,0,0,0,0,1,1,8,13.01136
161013286,4,7,0,0,0,0,1,0,0,1,1,8,13.01136
161013468,1,1,1,0,0,1,1,0,0,1,2,1,9.3827
161013468,1,2,1,0,0,1,0,1,0,0,2,1,9.3827
161013468,1,3,1,0,0,1,0,0,0,0,1,1,9.3827
161013468,1,4,1,0,0,1,1,0,0,1,2,1,9.3827
161013468,1,7,1,0,0,1,1,0,0,1,2,1,9.3827
161013468,2,1,1,0,0,1,1,1,0,1,3,1,9.3827
161013468,2,2,1,0,1,1,0,0,0,1,2,1,9.3827
161013468,2,3,1,0,1,1,0,0,1,1,3,1,9.3827
161013468,2,4,1,0,0,1,1,0,0,1,2,1,9.3827
161013468,2,7,1,0,0,1,1,0,0,1,2,1,9.3827
161013486,1,2,0,0,0,0,0,0,0,0,0,4,4.89995
161013486,1,3,0,0,1,0,0,0,0,1,1,4,4.89995
161013486,1,4,0,0,0,0,0,0,0,0,0,4,4.89995
161013486,1,7,0,0,0,0,0,0,0,0,0,4,4.89995
161013486,2,2,0,0,0,0,0,0,0,0,0,4,4.89995
161013486,2,3,0,0,1,0,0,0,0,1,1,4,4.89995
