"DAYNO","HH_ID","JTRIP_ID","uid","NUMBER_HH","PERSON_1","PERSON_2","PERSON_3","PERSON_4","PERSON_5","PERSON_6","PERSON_7","PERSON_8","PERSON_9","COMPOSITION","TOUR_ID","JTOUR_ID","finalweight","stops","TOURPURP","DEST_PURP","TRIPMODE","TOURMODE","OTAZ","DTAZ","TOUROTAZ","TOURDTAZ","DEST_DEP_BIN","ORIG_DEP_BIN","IS_INBOUND","ANCHOR_DEPART_HOUR","ANCHOR_DEPART_MIN","DEST_ARR_BIN","ORIG_ARR_BIN","ANCHOR_DEPART_BIN","ANCHOR_ARRIVE_BIN","DEST_IS_TOUR_ORIG","PERTYPE_1","PERTYPE_2","PERTYPE_3","PERTYPE_4","PERTYPE_5","PERTYPE_6","PERTYPE_7","PERTYPE_8","PERTYPE_9","AGE_1","AGE_2","AGE_3","AGE_4","AGE_5","AGE_6","AGE_7","AGE_8","AGE_9","MAX_AGE","MAX_AGE_PERTYPE"
1,161009004,2,"1-161009004-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,4,1,70.7411585504953,0,5,0,2,2,1811,1645,1645,1811,25,21,1,14,10,25,21,20,22,1,4,5,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,11,5
1,161009344,1,"1-161009344-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.5998,0,5,5,2,2,2502,2404,2502,2404,27,26,0,17,10,27,26,26,28,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161009344,2,"1-161009344-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.5998,1,5,6,2,2,2404,2453,2502,2404,28,27,1,17,10,28,27,26,28,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161009344,3,"1-161009344-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.5998,1,5,5,2,2,2453,2451,2502,2404,28,28,1,17,10,28,28,26,28,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161009344,4,"1-161009344-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.5998,0,5,0,2,2,2451,2502,2502,2404,40,28,1,17,10,40,28,26,28,1,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161009538,9,"1-161009538-9",2,1,4,NA,NA,NA,NA,NA,NA,NA,3,4,1,96.3239,0,5,5,2,2,4426,4616,4426,4616,35,34,0,21,4,35,34,34,35,0,2,7,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,5,2
1,161009538,10,"1-161009538-10",2,1,4,NA,NA,NA,NA,NA,NA,NA,3,4,1,96.3239,0,5,0,2,2,4616,4276,4426,4616,40,35,1,21,4,40,35,34,35,1,2,7,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,5,2
1,161009682,1,"1-161009682-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,66.74332,0,9,9,4,4,2079,2123,2079,2123,29,27,0,17,58,29,27,27,30,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,1
1,161009682,2,"1-161009682-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,66.74332,0,9,0,4,4,2123,2079,2079,2123,40,29,1,17,58,40,29,27,30,1,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,1
1,161012877,9,"1-161012877-9",4,1,2,3,4,NA,NA,NA,NA,NA,3,4,1,172.64794,0,7,7,3,3,2404,2448,2404,2448,18,16,0,12,1,18,16,16,19,0,1,1,8,8,0,0,0,0,0,5,5,1,1,0,0,0,0,0,5,1
1,161012877,10,"1-161012877-10",4,1,2,3,4,NA,NA,NA,NA,NA,3,4,1,172.64794,1,7,5,3,3,2448,2449,2404,2448,19,18,1,12,1,19,18,16,19,0,1,1,8,8,0,0,0,0,0,5,5,1,1,0,0,0,0,0,5,1
1,161012877,11,"1-161012877-11",4,1,2,3,4,NA,NA,NA,NA,NA,3,4,1,172.64794,0,7,0,3,3,2449,2404,2404,2448,40,19,1,12,1,40,19,16,19,1,1,1,8,8,0,0,0,0,0,5,5,1,1,0,0,0,0,0,5,1
1,161013286,2,"1-161013286-2",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,13.01136,0,5,5,2,2,3772,4522,3772,4522,16,14,0,11,5,16,14,14,17,0,1,8,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,1
1,161013286,3,"1-161013286-3",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,13.01136,0,5,0,2,2,4522,3772,3772,4522,40,16,1,11,5,40,16,14,17,1,1,8,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,1
1,161013468,1,"1-161013468-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,9.3827,0,8,8,4,4,2732,2816,2732,2816,30,28,0,18,10,30,28,28,30,0,1,1,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,8,1
1,161013468,2,"1-161013468-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,9.3827,0,8,0,11,4,2816,2732,2732,2816,40,30,1,18,10,40,30,28,30,1,1,1,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,8,1
1,161013533,1,"1-161013533-1",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,16.89435,0,1,1,2,2,987,1006,987,1006,7,7,0,7,55,7,7,7,8,0,3,7,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,6,3
1,161013533,2,"1-161013533-2",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,16.89435,0,1,0,2,2,1006,987,987,1006,13,7,1,7,55,13,7,7,8,1,3,7,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,6,3
1,161015092,2,"1-161015092-2",3,2,3,4,NA,NA,NA,NA,NA,NA,3,2,1,13.01136,0,4,4,3,3,3054,3182,3054,3182,8,8,0,8,20,8,8,8,9,0,4,7,7,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,7,4
1,161015092,3,"1-161015092-3",3,2,3,4,NA,NA,NA,NA,NA,NA,3,2,1,13.01136,0,4,0,3,3,3182,3054,3054,3182,20,8,1,8,20,20,8,8,9,1,4,7,7,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,7,4
1,161015092,4,"1-161015092-4",3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,2,13.01136,1,4,4,3,3,3054,3021,3054,3182,20,20,0,14,11,20,20,20,30,0,4,7,7,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,7,4
1,161015092,5,"1-161015092-5",3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,2,13.01136,0,4,4,3,3,3021,3182,3054,3182,20,20,0,14,11,20,20,20,30,0,4,7,7,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,7,4
1,161015092,6,"1-161015092-6",3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,2,13.01136,0,4,0,3,3,3182,3054,3054,3182,40,20,1,14,11,40,20,20,30,1,4,7,7,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,7,4
1,161015948,1,"1-161015948-1",3,1,4,5,NA,NA,NA,NA,NA,NA,3,1,1,97.98315,1,5,7,3,3,143,603,143,759,10,9,0,8,50,10,9,9,15,0,4,8,8,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,5,4
1,161015948,2,"1-161015948-2",3,1,4,5,NA,NA,NA,NA,NA,NA,3,1,1,97.98315,0,5,5,3,3,603,759,143,759,13,10,0,8,50,13,10,9,15,0,4,8,8,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,5,4
1,161015948,3,"1-161015948-3",3,1,4,5,NA,NA,NA,NA,NA,NA,3,1,1,97.98315,1,5,5,3,3,759,143,143,759,14,13,1,8,50,14,13,9,15,0,4,8,8,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,5,4
1,161015948,4,"1-161015948-4",3,1,4,5,NA,NA,NA,NA,NA,NA,3,1,1,97.98315,0,5,0,3,3,143,143,143,759,16,14,1,8,50,16,14,9,15,1,4,8,8,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,5,4
1,161016298,4,"1-161016298-4",4,2,3,4,5,NA,NA,NA,NA,NA,3,2,1,71.52245,0,6,6,3,3,3007,2562,3007,2562,25,22,0,15,16,25,22,22,26,0,2,7,7,7,0,0,0,0,0,6,2,2,2,0,0,0,0,0,6,2
1,161016298,5,"1-161016298-5",4,2,3,4,5,NA,NA,NA,NA,NA,3,2,1,71.52245,0,6,0,3,3,2562,3007,3007,2562,40,25,1,15,16,40,25,22,26,1,2,7,7,7,0,0,0,0,0,6,2,2,2,0,0,0,0,0,6,2
1,161018806,1,"1-161018806-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,16.5444,1,5,6,2,2,268,341,268,624,18,18,0,13,5,18,18,18,22,0,2,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161018806,2,"1-161018806-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,16.5444,0,5,5,2,2,341,624,268,624,20,18,0,13,5,20,18,18,22,0,2,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161018806,3,"1-161018806-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,16.5444,1,5,5,2,2,624,306,268,624,22,20,1,13,5,22,20,18,22,0,2,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161018806,4,"1-161018806-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,16.5444,0,5,0,2,2,306,268,268,624,40,22,1,13,5,40,22,18,22,1,2,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161019100,1,"1-161019100-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.5173,1,6,5,2,2,1777,2209,1777,2218,19,16,0,12,10,19,16,16,23,0,5,5,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,12,5
1,161019100,2,"1-161019100-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.5173,0,6,6,2,2,2209,2218,1777,2218,22,19,0,12,10,22,19,16,23,0,5,5,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,12,5
1,161019100,3,"1-161019100-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.5173,0,6,0,2,2,2218,1777,1777,2218,28,22,1,12,10,28,22,16,23,1,5,5,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,12,5
1,161019145,6,"1-161019145-6",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,10.75532,0,9,9,2,2,4933,4697,4933,4697,30,25,0,16,47,30,25,25,32,0,4,7,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,8,4
1,161019145,7,"1-161019145-7",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,10.75532,0,9,13,2,2,4697,4697,4933,4697,31,30,1,16,47,31,30,25,32,0,4,7,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,8,4
1,161019145,8,"1-161019145-8",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,10.75532,0,9,0,2,2,4697,4933,4933,4697,40,31,1,16,47,40,31,25,32,1,4,7,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,8,4
1,161020999,1,"1-161020999-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.5998,0,9,9,2,2,2836,2444,2836,2444,27,18,0,13,0,27,18,18,28,0,5,5,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,13,5
1,161020999,2,"1-161020999-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.5998,0,9,0,2,2,2444,2836,2836,2444,40,27,1,13,0,40,27,18,28,1,5,5,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,13,5
1,161021443,1,"1-161021443-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,13.01136,0,7,7,2,2,2681,2870,2681,2870,31,29,0,18,46,31,29,29,31,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161021443,2,"1-161021443-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,13.01136,0,7,0,2,2,2870,2681,2681,2870,40,31,1,18,46,40,31,29,31,1,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161021715,1,"1-161021715-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.0861,0,4,4,2,3,767,1953,767,1953,20,18,0,13,0,20,18,18,25,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161021715,2,"1-161021715-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.0861,0,4,13,3,3,1953,1939,767,1953,24,20,1,13,0,24,20,18,25,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161021715,3,"1-161021715-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.0861,0,4,0,2,3,1939,767,767,1953,40,24,1,13,0,40,24,18,25,1,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161022132,2,"1-161022132-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,66.02,1,7,6,1,3,739,841,739,733,27,27,0,17,30,27,27,27,30,0,5,5,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,12,5
1,161022132,3,"1-161022132-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,66.02,0,7,7,3,3,841,733,739,733,30,27,0,17,30,30,27,27,30,0,5,5,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,12,5
1,161022132,4,"1-161022132-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,66.02,0,7,0,3,3,733,739,739,733,40,30,1,17,30,40,30,27,30,1,5,5,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,12,5
1,161022796,1,"1-161022796-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0568,1,13,6,2,2,2791,3450,2791,2791,9,5,0,6,45,9,5,5,NA,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161022796,2,"1-161022796-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0568,1,13,7,2,2,3450,3785,2791,2791,10,9,0,6,45,10,9,5,NA,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161022796,3,"1-161022796-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0568,1,13,6,2,2,3785,2627,2791,2791,11,10,0,6,45,11,10,5,NA,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161022796,4,"1-161022796-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0568,1,13,5,2,2,2627,2669,2791,2791,12,11,0,6,45,12,11,5,NA,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161022796,5,"1-161022796-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0568,0,13,13,2,2,2669,2791,2791,2791,40,12,0,6,45,40,12,5,NA,1,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161029109,3,"1-161029109-3",3,1,3,4,NA,NA,NA,NA,NA,NA,3,4,1,13.01136,0,7,7,3,3,4662,4639,4662,4639,27,26,0,17,20,27,26,26,27,0,2,6,7,0,0,0,0,0,0,9,3,2,0,0,0,0,0,0,9,2
1,161029109,4,"1-161029109-4",3,1,3,4,NA,NA,NA,NA,NA,NA,3,4,1,13.01136,0,7,0,3,3,4639,4662,4662,4639,40,27,1,17,20,40,27,26,27,1,2,6,7,0,0,0,0,0,0,9,3,2,0,0,0,0,0,0,9,2
1,161029426,1,"1-161029426-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,54.237675,0,9,9,2,2,3591,3382,3591,3382,35,33,0,20,47,35,33,33,35,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,1
1,161029426,2,"1-161029426-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,54.237675,0,9,0,2,2,3382,3591,3591,3382,40,35,1,20,47,40,35,33,35,1,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,1
1,161030167,2,"1-161030167-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,3.9483,0,7,7,2,2,3522,3462,3522,3462,28,27,0,17,38,28,27,27,28,0,3,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,1
1,161030167,3,"1-161030167-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,3.9483,0,7,0,2,2,3462,3522,3522,3462,40,28,1,17,38,40,28,27,28,1,3,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,1
1,161030235,1,"1-161030235-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,10.83308,0,9,9,2,2,4233,3860,4233,3860,31,26,0,17,21,31,26,26,33,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,1
1,161030235,2,"1-161030235-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,10.83308,1,9,7,2,2,3860,3788,4233,3860,33,31,1,17,21,33,31,26,33,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,1
1,161030235,3,"1-161030235-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,10.83308,0,9,0,2,2,3788,4233,4233,3860,40,33,1,17,21,40,33,26,33,1,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,1
1,161033959,1,"1-161033959-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,66.5285,0,13,13,2,2,336,373,336,373,18,17,0,12,35,18,17,17,18,0,5,5,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,14,5
1,161033959,2,"1-161033959-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,66.5285,0,13,0,2,2,373,336,336,373,40,18,1,12,35,40,18,17,18,1,5,5,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,14,5
1,161034366,1,"1-161034366-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0568,0,9,9,2,2,3453,3594,3453,3594,24,21,0,14,40,24,21,21,25,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161034366,2,"1-161034366-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0568,0,9,13,2,2,3594,4230,3453,3594,24,24,1,14,40,24,24,21,25,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161034366,3,"1-161034366-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0568,0,9,0,2,2,4230,3453,3453,3594,40,24,1,14,40,40,24,21,25,1,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,161036765,1,"1-161036765-1",2,2,4,NA,NA,NA,NA,NA,NA,NA,3,2,1,3.91996,0,4,4,2,2,3481,3480,3481,3480,6,6,0,7,25,6,6,6,7,0,4,7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,7,4
1,161036765,2,"1-161036765-2",2,2,4,NA,NA,NA,NA,NA,NA,NA,3,2,1,3.91996,0,4,0,2,2,3480,3481,3481,3480,8,6,1,7,25,8,6,6,7,1,4,7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,7,4
1,161036765,3,"1-161036765-3",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,2,3.91996,0,4,4,2,2,3481,3511,3481,3511,9,8,0,8,29,9,8,8,9,0,4,7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,7,4
1,161036765,4,"1-161036765-4",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,2,3.91996,0,4,0,2,2,3511,3481,3481,3511,20,9,1,8,29,20,9,8,9,1,4,7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,7,4
1,161036765,5,"1-161036765-5",2,2,4,NA,NA,NA,NA,NA,NA,NA,3,4,3,3.91996,0,4,4,2,2,3481,3480,3481,3480,20,20,0,14,16,20,20,20,20,0,4,7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,7,4
1,161036765,6,"1-161036765-6",2,2,4,NA,NA,NA,NA,NA,NA,NA,3,4,3,3.91996,0,4,0,2,2,3480,3481,3481,3480,23,20,1,14,16,23,20,20,20,1,4,7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,7,4
1,161036765,7,"1-161036765-7",2,2,4,NA,NA,NA,NA,NA,NA,NA,3,6,4,3.91996,0,4,4,2,2,3481,3456,3481,3456,25,25,0,16,36,25,25,25,25,0,4,7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,7,4
