"tempid","Freq.1","Freq.5","Freq.6","Freq.7","Freq.8","Freq.9","Freq.10","Freq.11","Freq.12","Freq.13","Freq.14","Freq.15","Freq.16","Freq.17","Freq.18","Freq.19","Freq.20","Freq.21","Freq.22","Freq.23","Freq.24","Freq.25","Freq.26","Freq.27","Freq.28","Freq.29","Freq.30","Freq.31","Freq.32","Freq.33","Freq.34","Freq.35","Freq.36","Freq.37","Freq.38","Freq.39","TOURPURP","IS_INBOUND","STOP_ID","DEST_ARR_BIN"
40221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7564866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,21
50221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,21
60221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,21
70221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.101626666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,21
80221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,21
90221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,21
11221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,21
21221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,21
31221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,21
41221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,21
51221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.222725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,21
61221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.0937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,21
71221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6100727491738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,21
81221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,21
91221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.36196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,21
10321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5039666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21
20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,21
30321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21
40321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,21
50321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,21
60321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.940275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,21
70321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,21
80321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,21
90321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,21
11321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,21
21321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,21
31321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,21
41321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,21
51321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,21
61321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.11752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,21
71321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,21
81321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,21
91321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,21
10421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,21
20421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,21
30421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,21
40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,21
50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,21
60421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,21
70421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,21
80421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,21
90421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,21
11421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,21
21421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,21
31421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,21
41421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,21
51421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,21
61421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.32492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,21
71421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,21
81421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,21
91421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.604145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,21
10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22
20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,22
30122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,22
40122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.36188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,22
50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.19526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,22
60122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.14966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,22
70122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,22
80122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,22
90122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.68337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,22
11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.02058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,22
21122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,22
31122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,22
41122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.817375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,22
51122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.01845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,22
61122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.748203333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,22
71122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,22
81122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,22
91122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.53632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,22
10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,22
20222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,22
30222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,22
40222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,22
50222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.68502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,22
60222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.417425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,22
70222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,22
80222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,22
90222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9826666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,22
11222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,22
21222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.14122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,22
31222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,22
41222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,22
51222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,22
61222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.03026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,22
71222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,22
81222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,22
91222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,22
10322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,22
20322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,22
30322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22
40322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,22
50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,22
60322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,22
70322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,22
80322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,22
90322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,22
11322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,22
21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,22
31322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,22
41322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,22
51322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,22
61322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.50386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,22
71322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6100727491738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,22
81322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,22
91322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,22
10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,22
20422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,22
30422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,22
40422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,22
50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,22
60422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,22
70422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,22
80422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,22
90422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,22
11422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,22
21422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,22
31422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,22
41422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.921325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,22
51422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,22
61422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,22
71422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,22
81422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,22
91422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,22
10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23
20123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,23
30123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,23
40123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.103525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,23
50123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,23
60123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.08222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,23
70123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.272125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,23
80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.69166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,23
90123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,23
11123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,23
21123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,23
31123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,23
41123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,23
51123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,23
61123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.353995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,23
71123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,23
81123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,23
91123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.683559243479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,23
10223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,23
20223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,23
30223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,23
40223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.19872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,23
50223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3359097594958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,23
60223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,23
70223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,23
80223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,23
90223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.875505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,23
11223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,23
21223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,23
31223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,23
41223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,23
51223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,23
61223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.1103433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,23
71223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,23
81223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,23
91223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.26066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,23
10323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,23
20323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,23
30323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23
40323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,23
