"id","purpose","freq_dep","freq_arr","freq_dur"
7,"jmain",2306.51149151645,17.3036,5972.3566420699
7,"sch",90420.1366974038,261.936421192225,2490.276585
7,"Total",306961.184773752,27909.9495371353,131888.313662802
7,"univ",15229.4694978834,0,11696.4759410693
7,"work",123247.580935334,3048.1130294926,15475.1590344543
8,"atwork",7689.25484087558,2894.30466333333,3097.69916311364
8,"esc",19441.947807195,29649.9989012917,4188.83187173247
8,"idisc",26559.623305164,3504.13365648678,26180.1896423789
8,"imain",15219.3051508369,1843.07112288874,19261.3436605437
8,"jdisc",1235.9692406465,599.531803735721,2676.49294
8,"jmain",405.889243001731,0,3418.68954164574
8,"sch",48451.7186215761,698.355626666667,3553.08506166667
8,"Total",236866.152404418,46054.6848596335,86896.187426655
8,"univ",22215.6260742998,3320.64628394687,8588.72386979999
8,"work",95646.8181208227,3544.64280128373,15931.1316757739
9,"atwork",9413.24861860494,5891.72480430183,1937.7648930639
9,"esc",20003.5805116021,13703.4190070889,4602.13628209585
9,"idisc",19586.8143193413,8413.72222577621,26982.7667560663
9,"imain",23983.0728517638,3291.07757640843,17817.2008702619
9,"jdisc",2832.07408023669,77.5639,1530.15239100497
9,"jmain",2113.8769078491,413.778691640883,1277.95445890678
9,"sch",25716.784951684,1624.06346833333,4351.99401796914
9,"Total",191046.156913995,37755.1680169314,92560.9074816034
9,"univ",12663.9769263792,308.970921612819,8693.8492762396
9,"work",74732.7277465334,4030.84742176896,25367.088535995
10,"atwork",7229.09716466263,4066.02063333333,598.044163333333
10,"esc",4922.22251741547,12329.5001773862,4289.69443994467
10,"idisc",17824.7846367154,6192.69262592713,22785.0719157162
10,"imain",32042.3663984172,6929.49478744806,14670.8692710918
10,"jdisc",4287.23211255789,710.069029413921,3748.65204622959
10,"jmain",5679.45132994133,88.5333,268.268058646981
10,"sch",3676.33841934418,1414.41996,8316.161152379
10,"Total",137708.201657404,35469.526057386,98301.4385482979
10,"univ",14851.9539190132,795.797744324995,11141.9530254619
10,"work",47194.755159337,2942.99779955234,32482.7244754945
11,"atwork",7580.37038015992,6813.78383537018,1854.55138037599
11,"esc",3446.56538833333,6848.4620332174,2068.46633288961
11,"idisc",19769.7135376964,12876.8390121099,13109.8484224768
11,"imain",33910.3039390174,11802.7894554913,4933.60180698185
11,"jdisc",4315.16537035758,224.014395,1148.87488523669
11,"jmain",2610.99312112737,847.855673333333,285.621775
11,"sch",1056.07364,890.614755,2413.402485
11,"Total",104011.54405801,47316.1980111389,48952.868294192
11,"univ",4019.91596166256,3762.40356166667,7614.42518521837
11,"work",27302.4427196549,3249.43528995012,15524.0760210127
12,"atwork",10266.9956855309,4606.03247936899,508.022424343804
12,"esc",2305.9523452831,4618.88617666667,4873.81355998766
12,"idisc",14741.326389754,10792.0139757569,11757.8834750034
12,"imain",26984.2297528642,12845.2695332202,6542.04176339722
12,"jdisc",991.086373471499,2210.73334680483,149.867135
12,"jmain",6830.59537025435,957.361094593196,1851.877095
12,"sch",551.635233333333,378.83659,7758.654813671
12,"Total",88692.4265828429,41416.457544428,66461.9724983864
12,"univ",5667.20344131229,2605.27389120175,13870.2129708021
12,"work",20353.4019910393,2402.0504568154,19149.5992611812
13,"atwork",9718.91443202792,8565.17538508606,1260.90799
13,"esc",2844.28993853109,2861.76143272983,2210.48428593498
13,"idisc",20992.4945014187,10083.2673005225,8048.61166174934
13,"imain",22937.7409082771,16186.9219323541,11199.3860089882
13,"jdisc",3188.90778313164,536.09151,220.839098333333
13,"jmain",3883.85830750999,3195.92867571208,69.0357
13,"sch",571.70576,692.58772,4809.30232844542
13,"Total",88652.6601520987,46284.2996010011,52070.4699277532
13,"univ",5596.13553964848,1386.25007,4739.29486046975
13,"work",18918.6129815538,2776.31557459642,19512.6079938322
14,"atwork",18840.7961543972,6047.62511359556,55.39846
14,"esc",7514.50087712276,6885.93045999912,942.215987493977
14,"idisc",32486.8841371133,9536.77068666426,5669.08391073288
14,"imain",26066.32561207,18416.4231591614,3558.50610371429
14,"jdisc",2535.49954204483,1149.5033370468,209.953103979831
14,"jmain",2190.87341477046,2700.84251172748,143.12684
14,"sch",1670.09371833333,2182.22161166667,14555.3611185281
14,"Total",109957.238360244,56927.7818483926,56794.9528397082
14,"univ",4393.89360261354,3953.42204992337,10599.2889557691
14,"work",14258.3713017787,6055.04291860796,21062.0183594899
15,"atwork",22546.949445601,13521.1651446891,2403.95478437217
15,"esc",6225.36787274008,3797.61635899299,3997.55679334094
15,"idisc",15587.3578465068,13929.1017917919,7677.98241373108
15,"imain",17527.0966666642,23279.4754243435,2906.73595471772
15,"jdisc",967.261468567625,1580.58532833333,77.58984
15,"jmain",1992.78081166667,4269.26428262169,37.9398846683981
15,"sch",289.382056775978,3239.83731,34758.8140944138
15,"Total",83668.6613694822,79035.8405511963,84057.5269108836
15,"univ",4728.19378848894,3369.49342615049,7374.65488434316
15,"work",13804.2714124709,12049.3014842733,24822.2982612964
16,"atwork",30151.3692545793,16377.2396847982,0
16,"esc",6432.92067498546,4410.84176447527,6188.79190147263
16,"idisc",18380.791436473,13466.9499783377,6792.64448211838
16,"imain",23650.4909479329,29109.7999214232,3413.974345
16,"jdisc",749.495571666667,1340.1614787115,3.94056
16,"jmain",2748.24337156841,6898.76120110264,0
16,"sch",1442.41182660725,2116.37630166667,35661.8292059736
16,"Total",106601.827888113,91701.8236029434,82869.4213411247
16,"univ",3280.81330889173,5259.7494895306,8796.19524454795
16,"work",19765.2914954086,12721.9437828976,22012.0456020122
17,"atwork",18336.7496447045,29221.8266906802,41.10956
17,"esc",9190.38293126623,5972.5660893242,1572.89385318303
17,"idisc",16375.3971942932,19671.3117751721,3322.38126789942
17,"imain",27687.0510475024,26001.5070926551,2005.15857666667
17,"jdisc",1829.73371166667,5425.55054035991,34.7071266666667
17,"jmain",1905.34325864698,5152.40824854914,0
17,"sch",1395.24395636448,5705.86153641078,25637.8096410017
17,"Total",94256.4245168498,123986.652774827,64676.6409929457
17,"univ",1441.52943,12186.4696367769,2198.09517371515
17,"work",16094.9933424054,14649.1511648985,29864.485793813
18,"atwork",12941.7145301486,26944.1726106583,0
18,"esc",6434.80998768465,6109.28075729031,1130.68107333333
18,"idisc",14074.7633927238,12870.6335980757,4852.67306666667
18,"imain",22162.5319447412,21423.6047225129,974.777721959769
18,"jdisc",1303.14256473243,1952.23665666667,0
18,"jmain",1339.12175767512,2901.50796714241,0
18,"sch",1818.74177666667,10769.0386161184,28113.4168202624
18,"Total",81989.1457840653,109002.795837198,92594.6832109396
18,"univ",3248.76233666667,9754.23534054307,5469.74263777572
18,"work",18665.5574930262,16278.0855681907,52053.3918909418
19,"atwork",13097.6825459729,22565.9328117572,0
19,"esc",12096.8226335333,8815.63142772552,2100.50334166667
19,"idisc",11821.238790423,28149.9659227508,2942.35246503033
19,"imain",22293.0253079622,25727.6842148603,1672.82783644431
19,"jdisc",1287.71021833333,3919.24485926235,162.329711056724
19,"jmain",1949.12857306579,1963.46980792439,0
19,"sch",882.830181600824,4868.7478408441,21447.4951900552
19,"Total",72131.0950625662,120859.659426326,108815.321344692
19,"univ",965.89607681865,11599.6345501956,5396.16641079762
19,"work",7736.76073485622,13249.347991006,75093.6463896412
20,"atwork",11045.036202873,14480.0646264972,6.92468
20,"esc",24183.875839371,12438.066393499,1326.26198706573
20,"idisc",14860.5306017695,13858.1438411873,2092.453385
20,"imain",31979.0896392412,25203.4202052805,2389.83186435389
20,"jdisc",317.349261666667,1298.745775,0
20,"jmain",2795.05048284059,1291.75698038013,0
20,"sch",2754.05605888924,18693.2566996199,22619.4124200108
20,"Total",100826.232137877,116793.590591414,151837.818871828
20,"univ",3989.29490648293,6977.92037291329,1739.44105326487
20,"work",8901.94914474331,22552.2156970364,121663.493482132
21,"atwork",9038.93619528838,11198.2229283099,0
21,"esc",32791.1587799729,29045.9549667638,2788.16580641054
21,"idisc",11454.0080426169,15929.907282262,4094.62866698008
21,"imain",26729.5623219823,37700.7524889082,526.652965
21,"jdisc",1076.36677333333,1723.81226551085,0
21,"jmain",1252.36989463583,1946.19704450854,0
21,"sch",1615.60262278394,46663.6329016374,13370.9639016274
21,"Total",95423.5576146172,188869.130939249,149725.322350675
21,"univ",1676.32853060221,12945.0131704363,8027.83801426126
21,"work",9789.22445340147,31715.6378909119,120917.072996396
22,"atwork",5609.16939491432,11570.5162378652,0
22,"esc",20885.2673329011,27620.9803992703,775.659113333333
22,"idisc",14643.3526607345,20538.806080168,994.232328333333
22,"imain",22971.3738623617,29372.2518923981,962.3938062975
22,"jdisc",2825.70304046997,750.680205,0
22,"jmain",1443.60303991505,2411.40974811665,0
22,"sch",3731.41135,40608.0885877961,10642.713361542
22,"Total",84363.2924340993,186661.351142333,112160.240083158
22,"univ",1512.71106259699,5754.03527033178,2840.04025030099
22,"work",10740.7006902057,48034.5827213872,95945.2012233509
23,"atwork",3134.7075869889,9797.81659204223,13.15808
23,"esc",15360.8486579084,31092.1467673947,1803.2204966462
23,"idisc",18514.4654440021,25937.6861740542,1538.44264436946
23,"imain",20476.2138745208,26538.8568398898,617.888400545585
23,"jdisc",945.296845382462,935.822286666667,611.995312125633
23,"jmain",2885.45785501466,1719.25220963583,27.1798611189139
23,"sch",1440.85757,39638.9668348536,7792.84128391897
23,"Total",75799.8798577449,202517.861195028,93844.5825654018
23,"univ",3691.26424846222,10914.7435124667,3355.5427678369
23,"work",9350.76777546544,55942.5699780245,78084.3137188401
24,"atwork",2334.121235,4554.81949209106,0
24,"esc",19495.4862831272,20161.1158072243,1796.01744666667
24,"idisc",17555.1122479086,18525.2279997455,1577.82987617923
24,"imain",16215.5375471575,30088.2905130947,134.76298
24,"jdisc",3674.00714611017,1642.62745091015,0
24,"jmain",3261.65133833333,1616.36596762343,0
24,"sch",1907.45929333333,18197.5077635666,11591.1238097212
24,"Total",72886.4142678522,162446.805890173,66941.6190727777
24,"univ",2592.92854302091,4315.88440751299,6764.5110624576
24,"work",5850.11063386113,63344.9664884045,45077.373897753
25,"atwork",2087.53767801083,4591.095275644,0
25,"esc",18739.9579275799,17134.9097161485,597.205990352445
25,"idisc",21811.0794101449,15693.2144625944,1206.68928289692
25,"imain",12496.1090467395,22986.072350502,326.839181835613
25,"jdisc",5976.04215803773,1436.13477333333,0
25,"jmain",3336.98602859362,4223.46112048921,0
25,"sch",4021.70939578202,28761.4566561387,9213.49392480008
25,"Total",78811.3391688378,194544.932405886,50748.9424851205
25,"univ",3427.26543375265,1776.65869750472,3856.47637016595
25,"work",6914.65209019662,97941.9293535316,35548.2377350695
26,"atwork",1646.47073166667,1718.4453926994,0
26,"esc",15617.1302286132,22519.4068988801,591.289445
26,"idisc",35306.298776636,18890.7940049458,341.393238787288
26,"imain",13806.5735171889,28300.3782981777,175.80604
26,"jdisc",4331.27080706104,1535.11359046997,30.25812
26,"jmain",2006.81617833333,2659.87460864698,0
26,"sch",2999.00744333333,19189.8074076647,3177.42975333333
26,"Total",84001.5650925812,210872.705967024,29641.0228740065
26,"univ",1949.17839953364,5421.67669373054,885.8951
26,"work",6338.81901021507,110637.209071809,24438.9511768859
27,"atwork",2609.50832542431,2033.86602542431,0
27,"esc",15187.9906843136,14654.6657298858,1151.24442
27,"idisc",34569.1025765294,24787.4372817533,629.458220514482
27,"imain",18652.2008093351,14755.6753451569,305.314665740908
27,"jdisc",9572.71779610492,2266.50444980867,0
27,"jmain",2500.03418666667,2193.08608000577,0
27,"sch",1887.68521166667,15342.9420288943,3940.86818301673
27,"Total",98600.6085070144,177678.562641795,41534.047767852
27,"univ",7172.16464879151,5376.27590337491,1609.49194108154
27,"work",6449.20426818215,96268.1097974915,33897.6703374983
28,"atwork",1840.07491968635,1604.247805,0
28,"esc",16173.707058997,15786.8466174647,19.1382
28,"idisc",34689.7771237564,24455.0664779119,62.1859144067802
28,"imain",13135.4835697692,25965.5352127026,0
28,"jdisc",6933.52849170354,5256.0436617389,0
28,"jmain",1298.95585740997,3615.84542016957,0
28,"sch",1941.04822,16849.8782622031,6736.48458173183
28,"Total",87391.6188899998,202236.15763199,32413.9831652752
28,"univ",6137.76661404505,9811.7404388713,2554.36014870932
28,"work",5241.27703463233,98890.9537359277,23041.8143204273
29,"atwork",774.779505435341,2157.1524654761,0
29,"esc",10190.0625448379,9989.6679456915,52.3963
29,"idisc",34398.7041842314,20876.2596278466,59.9473133333334
29,"imain",6373.61084450398,15362.7032748053,0
29,"jdisc",6697.7019580339,5451.30048971763,0
29,"jmain",1815.44135074849,2194.05908397769,0
29,"sch",1814.68728166667,7977.09090062451,2379.16184783444
29,"Total",69972.0855892395,142636.112432648,13844.8769228437
29,"univ",1083.23741833333,10733.3384037216,324.70947
29,"work",6823.8605014485,67894.5402407874,11028.6619916759
30,"atwork",557.862626666667,416.486166666667,0
30,"esc",9121.01560792953,16975.919969401,11.7244
30,"idisc",21520.4627419444,24518.5975614499,56.0703620271578
30,"imain",16360.8220914053,14516.7349588245,1154.7624
30,"jdisc",4749.77286206688,6486.54097295319,0
30,"jmain",4367.91435333333,2126.75470198167,0
30,"sch",165.85982,12507.36744011,377.100203700961
30,"Total",64038.3839497663,140759.714709662,13920.2732558063
30,"univ",1762.76342127231,4058.73687408311,316.1517026924
30,"work",5431.91042514792,59152.576064192,12004.4641873857
31,"atwork",82.4535,615.40582,0
31,"esc",6814.33226190734,8009.20105508781,0
31,"idisc",13443.2438666133,22992.7554100636,457.51476
31,"imain",6890.65094015196,12149.0151694615,1217.52943333333
31,"jdisc",2147.0014506103,6397.87661210837,0
31,"jmain",924.862293451642,2472.55527451012,0
31,"sch",1078.78678,7309.03613655977,2521.66490973033
31,"Total",33155.7516154955,106687.222707327,10343.0712144384
31,"univ",706.05799,4069.67214613596,3467.89058754709
31,"work",1068.36253276093,42671.7050833994,2678.47152382765
32,"atwork",447.76845,298.5123,0
32,"esc",2429.28358457982,11772.4855054018,0
32,"idisc",11072.0604042726,25633.6131784104,21.6856
32,"imain",5904.5435715354,13395.4269999948,0
32,"jdisc",806.74628663125,8406.0872976849,0
32,"jmain",753.899873333333,2081.85475666667,0
32,"sch",402.239408333333,10758.8523481649,16.2642
32,"Total",23802.3908333213,117055.703009338,6955.45508791132
32,"univ",109.600075,3539.16692586812,1467.85059443353
32,"work",1876.2491796356,41169.703697146,5449.65469347779
33,"atwork",766.4076,1031.48914464559,0
33,"esc",1738.61579333333,7104.25119323807,0
33,"idisc",5423.42779104091,30973.1488102899,0
33,"imain",1521.78022,8119.5783910615,0
33,"jdisc",435.447601666667,5755.56937653223,0
33,"jmain",73.455475,2721.50807666667,0
33,"sch",424.120566666667,9496.36789585518,0
33,"Total",11427.0075174761,102619.289437174,1750.02254567382
33,"univ",153.84335,9168.89228679008,0
33,"work",889.909119768518,28248.484262095,1750.02254567382
34,"atwork",943.9466,659.73532,0
34,"esc",1779.13285666667,5270.89182012729,120.624433333333
34,"idisc",5145.38662235273,25702.1862266234,11.60256
34,"imain",2387.89564833333,6188.89490035276,0
34,"jdisc",600.504013333334,3428.99953232337,0
34,"jmain",125.757976666667,735.336951666667,0
34,"sch",0,2063.40892323037,26.15706
34,"Total",11827.2238826779,76712.6804477533,1835.41325570705
34,"univ",13.762245,10442.6960951738,13.01136
34,"work",830.837920325161,22220.5306782557,1664.01784237372
35,"atwork",525.23835,955.48789,0
35,"esc",549.601689202425,2779.17737167427,0
35,"idisc",4437.54772863254,17789.6770076989,77.826175
35,"imain",2827.92637880394,8391.6868119878,0
35,"jdisc",41.405275,1919.26781448525,0
35,"jmain",670.95133,708.220831666667,0
35,"sch",0,2704.63339736357,17.98248
35,"Total",10329.9967111913,58717.4706201528,1235.18710465979
35,"univ",460.9153,4801.75845559531,520.4546
35,"work",816.410659552345,18667.5610396811,618.923849659789
36,"atwork",149.25615,331.1788,0
36,"esc",443.41602,3047.49800031179,0
36,"idisc",5464.78880082674,11671.1523893171,0
36,"imain",179.931113333333,7283.06695197899,0
36,"jdisc",65.0568,1738.12955153283,0
36,"jmain",86.9997,827.30709,0
36,"sch",0,785.528811170687,0
36,"Total",7061.94099082674,42782.3306294043,204.76724
36,"univ",346.6534,4007.87541240495,0
36,"work",325.839006666666,13090.5936226879,204.76724
37,"atwork",298.5123,300.8472,0
37,"esc",51.7990266666666,2524.06446457982,0
37,"idisc",927.15736,13527.2717392564,6.53326666666667
37,"imain",433.85604,848.089796666667,0
37,"jdisc",0,616.174116666667,0
37,"jmain",0,234.196463451642,0
37,"sch",0,0,0
37,"Total",2884.63889692473,30794.9554084184,24.5157466666667
37,"univ",47.60705,2779.77171776686,0
37,"work",1125.70712025806,9964.53991003037,17.98248
38,"atwork",298.5123,447.76845,0
38,"esc",1178.30855785381,330.640208333333,0
38,"idisc",874.337451076139,7271.76645711305,0
38,"imain",346.896115,921.453295,0
38,"jdisc",0,264.244105,0
38,"jmain",13.44415,421.7703,0
38,"sch",0,335.70571,0
38,"Total",3224.24591392995,16720.1999780539,0
38,"univ",159.52201,213.553635393102,0
38,"work",353.22533,6513.29781721445,0
39,"atwork",0,0,0
39,"esc",16.9786,1283.37245118714,0
39,"idisc",321.307089988011,4515.19247778665,0
39,"imain",13.01136,124.813035,0
39,"jdisc",0,90.1609933333333,0
39,"jmain",0,13.44415,0
39,"sch",0,0,0
39,"Total",1451.67146372285,15527.0987479306,0
39,"univ",0,1836.87592053654,0
39,"work",1100.37441373484,7663.23972008696,0
40,"atwork",0,0,0
40,"esc",2983.21668068553,5185.00060626895,0
40,"idisc",2335.77999261415,9816.39203388118,0
40,"imain",284.505505,1928.21195193978,0
40,"jdisc",273.941166666667,382.567886666667,0
40,"jmain",16.3259,29.39392,0
40,"sch",33.09688,31.41696,0
40,"Total",10665.623691633,32689.2282688347,0
40,"univ",331.003866666667,2692.36386201752,0
40,"work",4407.7537,12623.8810480606,0
