year,originTaz,destinationTaz,Trips
2025,6,7,0
2025,6,8,0
2025,6,9,0
2025,6,10,0
2025,6,11,0
2025,6,12,29
2025,7,1,22
2025,7,2,5
2025,7,3,0
2025,7,4,1
2025,7,5,0
2025,7,6,0
2025,7,7,0
2025,7,8,0
2025,7,9,0
2025,7,10,0
2025,7,11,0
2025,7,12,0
2025,8,1,33
2025,8,2,8
2025,8,3,0
2025,8,4,3
2025,8,5,0
2025,8,6,0
2025,8,7,0
2025,8,8,0
2025,8,9,0
2025,8,10,0
2025,8,11,0
2025,8,12,0
2025,9,1,47
2025,9,2,11
2025,9,3,0
2025,9,4,4
2025,9,5,0
2025,9,6,0
2025,9,7,0
2025,9,8,0
2025,9,9,0
2025,9,10,0
2025,9,11,0
2025,9,12,0
2025,10,1,1986
2025,10,2,503
2025,10,3,0
2025,10,4,158
2025,10,5,0
2025,10,6,0
2025,10,7,0
2025,10,8,0
2025,10,9,0
2025,10,10,0
2025,10,11,0
2025,10,12,1380
2025,11,1,0
2025,11,2,0
2025,11,3,0
2025,11,4,0
2025,11,5,0
2025,11,6,0
2025,11,7,0
2025,11,8,0
2025,11,9,0
2025,11,10,0
2025,11,11,0
2025,11,12,0
2025,12,1,1736
2025,12,2,440
2025,12,3,0
2025,12,4,138
2025,12,5,0
2025,12,6,25
2025,12,7,0
2025,12,8,0
2025,12,9,0
2025,12,10,1236
2025,12,11,0
2025,12,12,0
2026,1,1,0
2026,1,2,0
2026,1,3,0
2026,1,4,0
2026,1,5,0
2026,1,6,192
2026,1,7,19
2026,1,8,28
2026,1,9,42
2026,1,10,1793
2026,1,11,0
2026,1,12,1751
2026,2,1,0
2026,2,2,0
2026,2,3,0
2026,2,4,0
2026,2,5,0
2026,2,6,48
2026,2,7,5
2026,2,8,7
2026,2,9,10
2026,2,10,454
2026,2,11,0
2026,2,12,444
2026,3,1,0
2026,3,2,0
2026,3,3,0
2026,3,4,0
2026,3,5,0
2026,3,6,0
2026,3,7,0
2026,3,8,0
2026,3,9,0
2026,3,10,0
2026,3,11,0
2026,3,12,0
2026,4,1,0
2026,4,2,0
2026,4,3,0
2026,4,4,0
2026,4,5,0
2026,4,6,15
2026,4,7,1
2026,4,8,2
2026,4,9,3
2026,4,10,142
2026,4,11,0
2026,4,12,139
2026,5,1,0
2026,5,2,0
2026,5,3,0
2026,5,4,0
2026,5,5,0
2026,5,6,0
2026,5,7,0
2026,5,8,0
2026,5,9,0
2026,5,10,0
2026,5,11,0
2026,5,12,0
2026,6,1,224
2026,6,2,56
2026,6,3,0
2026,6,4,17
2026,6,5,0
2026,6,6,0
2026,6,7,0
2026,6,8,0
2026,6,9,0
2026,6,10,0
2026,6,11,0
2026,6,12,30
2026,7,1,23
2026,7,2,5
2026,7,3,0
2026,7,4,1
2026,7,5,0
2026,7,6,0
2026,7,7,0
2026,7,8,0
2026,7,9,0
2026,7,10,0
2026,7,11,0
2026,7,12,0
2026,8,1,34
2026,8,2,8
2026,8,3,0
2026,8,4,3
2026,8,5,0
2026,8,6,0
2026,8,7,0
2026,8,8,0
2026,8,9,0
2026,8,10,0
2026,8,11,0
2026,8,12,0
2026,9,1,48
2026,9,2,11
2026,9,3,0
2026,9,4,4
2026,9,5,0
2026,9,6,0
2026,9,7,0
2026,9,8,0
2026,9,9,0
2026,9,10,0
2026,9,11,0
2026,9,12,0
2026,10,1,2019
2026,10,2,511
2026,10,3,0
2026,10,4,161
2026,10,5,0
2026,10,6,0
2026,10,7,0
2026,10,8,0
2026,10,9,0
2026,10,10,0
2026,10,11,0
2026,10,12,1403
2026,11,1,0
2026,11,2,0
2026,11,3,0
2026,11,4,0
2026,11,5,0
2026,11,6,0
2026,11,7,0
2026,11,8,0
2026,11,9,0
2026,11,10,0
2026,11,11,0
2026,11,12,0
2026,12,1,1751
2026,12,2,444
2026,12,3,0
2026,12,4,139
2026,12,5,0
2026,12,6,25
2026,12,7,0
2026,12,8,0
2026,12,9,0
2026,12,10,1247
2026,12,11,0
2026,12,12,0
2029,1,1,0
2029,1,2,0
2029,1,3,0
2029,1,4,0
2029,1,5,0
2029,1,6,192
2029,1,7,19
2029,1,8,28
2029,1,9,42
2029,1,10,1796
2029,1,11,0
2029,1,12,1754
2029,2,1,0
2029,2,2,0
2029,2,3,0
2029,2,4,0
2029,2,5,0
2029,2,6,48
2029,2,7,5
2029,2,8,7
2029,2,9,10
2029,2,10,455
2029,2,11,0
2029,2,12,445
2029,3,1,0
2029,3,2,0
2029,3,3,0
2029,3,4,0
2029,3,5,0
2029,3,6,0
2029,3,7,0
2029,3,8,0
2029,3,9,0
2029,3,10,0
2029,3,11,0
2029,3,12,0
2029,4,1,0
2029,4,2,0
2029,4,3,0
2029,4,4,0
2029,4,5,0
2029,4,6,15
2029,4,7,1
2029,4,8,2
2029,4,9,3
2029,4,10,142
2029,4,11,0
2029,4,12,139
2029,5,1,0
2029,5,2,0
2029,5,3,0
2029,5,4,0
2029,5,5,0
2029,5,6,0
2029,5,7,0
2029,5,8,0
2029,5,9,0
2029,5,10,0
2029,5,11,0
2029,5,12,0
2029,6,1,225
2029,6,2,56
2029,6,3,0
2029,6,4,17
2029,6,5,0
2029,6,6,0
2029,6,7,0
2029,6,8,0
2029,6,9,0
2029,6,10,0
2029,6,11,0
2029,6,12,30
2029,7,1,23
2029,7,2,5
2029,7,3,0
2029,7,4,1
2029,7,5,0
2029,7,6,0
2029,7,7,0
2029,7,8,0
2029,7,9,0
2029,7,10,0
2029,7,11,0
2029,7,12,0
2029,8,1,34
2029,8,2,8
2029,8,3,0
2029,8,4,3
2029,8,5,0
2029,8,6,0
2029,8,7,0
2029,8,8,0
2029,8,9,0
2029,8,10,0
2029,8,11,0
2029,8,12,0
2029,9,1,48
2029,9,2,11
2029,9,3,0
2029,9,4,4
2029,9,5,0
2029,9,6,0
2029,9,7,0
2029,9,8,0
2029,9,9,0
2029,9,10,0
2029,9,11,0
2029,9,12,0
2029,10,1,2026
2029,10,2,513
2029,10,3,0
2029,10,4,161
2029,10,5,0
2029,10,6,0
2029,10,7,0
2029,10,8,0
2029,10,9,0
2029,10,10,0
2029,10,11,0
2029,10,12,1408
2029,11,1,0
2029,11,2,0
2029,11,3,0
2029,11,4,0
2029,11,5,0
2029,11,6,0
2029,11,7,0
2029,11,8,0
2029,11,9,0
2029,11,10,0
2029,11,11,0
2029,11,12,0
2029,12,1,1754
2029,12,2,445
2029,12,3,0
2029,12,4,139
2029,12,5,0
2029,12,6,25
2029,12,7,0
2029,12,8,0
2029,12,9,0
2029,12,10,1249
2029,12,11,0
2029,12,12,0
2030,1,1,0
2030,1,2,0
2030,1,3,0
2030,1,4,0
2030,1,5,0
2030,1,6,198
2030,1,7,20
2030,1,8,30
2030,1,9,44
2030,1,10,1855
2030,1,11,0
2030,1,12,1812
2030,2,1,0
2030,2,2,0
2030,2,3,0
2030,2,4,0
2030,2,5,0
2030,2,6,50
2030,2,7,5
2030,2,8,7
2030,2,9,11
2030,2,10,470
2030,2,11,0
2030,2,12,459
2030,3,1,0
2030,3,2,0
2030,3,3,0
2030,3,4,0
2030,3,5,0
2030,3,6,0
2030,3,7,0
2030,3,8,0
2030,3,9,0
2030,3,10,0
2030,3,11,0
2030,3,12,0
2030,4,1,0
2030,4,2,0
2030,4,3,0
2030,4,4,0
2030,4,5,0
2030,4,6,15
2030,4,7,1
2030,4,8,2
2030,4,9,4
2030,4,10,147
2030,4,11,0
2030,4,12,144
2030,5,1,0
2030,5,2,0
2030,5,3,0
2030,5,4,0
2030,5,5,0
2030,5,6,0
2030,5,7,0
2030,5,8,0
2030,5,9,0
2030,5,10,0
2030,5,11,0
2030,5,12,0
2030,6,1,241
2030,6,2,61
2030,6,3,0
2030,6,4,19
2030,6,5,0
2030,6,6,0
2030,6,7,0
2030,6,8,0
2030,6,9,0
2030,6,10,0
2030,6,11,0
2030,6,12,32
2030,7,1,25
2030,7,2,6
2030,7,3,0
2030,7,4,1
2030,7,5,0
2030,7,6,0
2030,7,7,0
2030,7,8,0
2030,7,9,0
2030,7,10,0
2030,7,11,0
2030,7,12,0
2030,8,1,36
2030,8,2,8
2030,8,3,0
2030,8,4,3
2030,8,5,0
2030,8,6,0
2030,8,7,0
2030,8,8,0
2030,8,9,0
2030,8,10,0
2030,8,11,0
2030,8,12,0
2030,9,1,51
2030,9,2,12
2030,9,3,0
2030,9,4,4
2030,9,5,0
2030,9,6,0
2030,9,7,0
2030,9,8,0
