body_type,fuel_type,vehicle_year,MPG,NewPrice,NumMakes,NumModels,Range,auto_operating_cost,co2gpm
Car,Diesel,2011,31.4,40534.44697,3.0,8.0,0.0,17.22414013,324.25
Car,Diesel,2012,32.3,38825.98783,2.0,8.0,0.0,16.9579257,314.55
Car,Diesel,2013,31.8,38846.09034,2.0,12.0,0.0,17.10396226,319.17
Car,Diesel,2014,31.5,38368.66109,4.0,20.0,0.0,17.19380952,322.3
Car,Diesel,2015,32.8,39308.445,4.0,23.0,0.0,16.81634146,311.57
Car,Diesel,2016,31.4,39325.51763,2.0,8.0,0.0,17.22414013,325.13
Car,Diesel,2017,35.2,38787.1746,3.0,9.0,0.0,16.19272727,290.0
Car,Diesel,2018,41.48711268918141,45079.34609428571,2.769230769230769,8.307692307692308,0.0,16.5874271385714,
Car,Diesel,2019,42.109419379519125,45079.34609428571,2.5384615384615383,7.615384615384615,0.0,16.497489097142847,
Car,Diesel,2020,42.74106067021191,45079.34609428571,2.3076923076923075,6.923076923076923,0.0,16.407551055714265,
Car,Diesel,2021,43.38217658026508,45079.34609428571,2.0769230769230766,6.230769230769231,0.0,16.317613014285683,
Car,Diesel,2022,44.032909228969054,45079.34609428571,1.846153846153846,5.538461538461538,0.0,16.22767497285713,
Car,Diesel,2023,44.69340286740359,45079.34609428571,1.6153846153846154,4.846153846153847,0.0,16.13773693142855,
Car,Diesel,2024,45.36380391041463,45079.34609428571,1.3846153846153846,4.153846153846154,0.0,16.047798889999967,
Car,Diesel,2025,46.044260969070855,45079.34609428571,1.1538461538461537,3.4615384615384617,0.0,15.957860848571414,
Car,Diesel,2026,46.73492488360691,45079.34609428571,0.9230769230769229,2.769230769230769,0.0,15.867922807142833,
Car,Diesel,2027,47.435948756861,45079.34609428571,0.6923076923076921,2.0769230769230766,0.0,15.77798476571428,
Car,Diesel,2028,48.14748798821392,45079.34609428571,0.46153846153846123,1.384615384615385,0.0,15.688046724285698,
Car,Diesel,2029,48.86970030803712,45079.34609428571,0.23076923076923084,0.6923076923076934,0.0,15.598108682857116,
Car,Gas,1998,21.3,38952.55256,42.0,464.0,0.0,21.75450704,433.86
Car,Gas,1999,21.2,38447.21363,40.0,483.0,0.0,21.8209434,435.35
Car,Gas,2000,21.0,38856.86312,39.0,473.0,0.0,21.95571429,437.7
Car,Gas,2001,21.0,37361.09207,39.0,505.0,0.0,21.95571429,437.72
Car,Gas,2002,20.8,37380.8733,42.0,543.0,0.0,22.09307692,439.76
Car,Gas,2003,20.5,37597.37624,42.0,573.0,0.0,22.30414634,450.5
Car,Gas,2004,20.6,37988.14511,43.0,628.0,0.0,22.2331068,445.25
Car,Gas,2005,20.4,37537.36453,41.0,661.0,0.0,22.37588235,452.05
Car,Gas,2006,20.2,38581.65596,43.0,595.0,0.0,22.52148515,456.18
Car,Gas,2007,20.3,37613.76774,43.0,594.0,0.0,22.44832512,454.23
Car,Gas,2008,20.5,35745.78309,46.0,649.0,0.0,22.30414634,454.02
Car,Gas,2009,21.0,35638.52401,45.0,637.0,0.0,21.95571429,444.46
Car,Gas,2010,21.5,35279.71318,44.0,641.0,0.0,21.62348837,434.37
Car,Gas,2011,21.7,34409.88113,42.0,617.0,0.0,21.49488479,428.48
Car,Gas,2012,22.4,32959.56219,42.0,668.0,0.0,21.06285714,417.59
Car,Gas,2013,23.1,32976.62731,40.0,702.0,0.0,20.65701299,402.94
Car,Gas,2014,23.2,32571.33539,41.0,717.0,0.0,20.60103448,402.86
Car,Gas,2015,23.4,33369.12233,39.0,740.0,0.0,20.49051282,398.43
Car,Gas,2016,23.7,33383.61537,39.0,734.0,0.0,20.32822785,392.27
Car,Gas,2017,24.0,32926.61346,39.0,738.0,0.0,20.17,388.85
Car,Gas,2018,29.449734763848717,38268.06719428572,36.94444444444444,699.7777777777778,0.0,19.85096401428575,
Car,Gas,2019,29.891480785306445,38268.06719428572,34.888888888888886,661.5555555555555,0.0,19.639288838571474,
Car,Gas,2020,30.339852997086037,38268.06719428572,32.833333333333336,623.3333333333334,0.0,19.42761366285714,
Car,Gas,2021,30.794950792042325,38268.06719428572,30.77777777777778,585.1111111111111,0.0,19.215938487142864,
Car,Gas,2022,31.256875053922958,38268.06719428572,28.72222222222222,546.8888888888889,0.0,19.004263311428588,
Car,Gas,2023,31.7257281797318,38268.06719428572,26.666666666666668,508.6666666666667,0.0,18.79258813571431,
Car,Gas,2024,32.20161410242777,38268.06719428572,24.611111111111114,470.44444444444446,0.0,18.580912960000035,
Car,Gas,2025,32.684638313964186,38268.06719428572,22.555555555555557,432.22222222222223,0.0,18.369237784285758,
Car,Gas,2026,33.174907888673644,38268.06719428572,20.5,394.0,0.0,18.157562608571425,
Car,Gas,2027,33.67253150700375,38268.06719428572,18.444444444444446,355.77777777777777,0.0,17.94588743285715,
Car,Gas,2028,34.1776194796088,38268.06719428572,16.388888888888893,317.55555555555554,0.0,17.73421225714287,
Car,Gas,2029,34.690283771802925,38268.06719428572,14.333333333333336,279.33333333333337,0.0,17.522537081428595,
Car,Gas,2030,35.21063802837997,38268.06719428572,12.277777777777779,241.11111111111114,0.0,17.31086190571432,
Car,Gas,2031,35.73879759880567,38268.06719428572,10.222222222222225,202.8888888888889,0.0,17.099186730000042,
Car,Gas,2032,36.274879562787746,38268.06719428572,8.166666666666671,164.66666666666663,0.0,16.887511554285766,
Car,Gas,2033,36.81900275622956,38268.06719428572,6.111111111111114,126.44444444444446,0.0,16.675836378571432,
Car,Gas,2034,37.371287797573,38268.06719428572,4.055555555555557,88.22222222222229,0.0,16.464161202857156,
Car,Gas,2035,37.931857114536584,38268.06719428572,2.0,50.0,0.0,16.25248602714288,
Car,Gas,2036,38.50083497125463,38268.06719428572,2.0,50.0,0.0,16.040810851428603,
Car,Gas,2037,39.07834749582345,38268.06719428572,2.0,50.0,0.0,15.829135675714326,
Car,Gas,2038,39.6645227082608,38268.06719428572,2.0,50.0,0.0,15.61746050000005,
Car,Gas,2039,40.259490548884706,38268.06719428572,2.0,50.0,0.0,15.405785324285716,
Car,Gas,2040,40.86338290711797,38268.06719428572,2.0,50.0,0.0,15.19411014857144,
Car,Gas,2041,41.47633365072473,38268.06719428572,2.0,50.0,0.0,14.982434972857163,
Car,Gas,2042,42.09847865548561,38268.06719428572,2.0,50.0,0.0,14.770759797142887,
Car,Gas,2043,42.72995583531789,38268.06719428572,2.0,50.0,0.0,14.55908462142861,
Car,Gas,2044,43.37090517284765,38268.06719428572,2.0,50.0,0.0,14.347409445714334,
Car,Gas,2045,44.02146875044036,38268.06719428572,2.0,50.0,0.0,14.13573427,
Car,Gas,2046,44.68179078169696,38268.06719428572,2.0,50.0,0.0,13.924059094285724,
Car,Gas,2047,45.35201764342241,38268.06719428572,2.0,50.0,0.0,13.712383918571447,
Car,Gas,2048,46.032297908073744,38268.06719428572,2.0,50.0,0.0,13.50070874285717,
Car,Gas,2049,46.722782376694845,38268.06719428572,2.0,50.0,0.0,13.289033567142894,
Car,Gas,2050,47.423624112345266,38268.06719428572,2.0,50.0,0.0,13.077358391428618,
Car,Hybrid,2000,53.0,41031.95988,1.0,1.0,0.0,13.33037736,167.68
Car,Hybrid,2001,47.0,39452.45982,2.0,4.0,0.0,14.05297872,190.65
Car,Hybrid,2002,47.0,39473.34834,2.0,3.0,0.0,14.05297872,191.17
Car,Hybrid,2003,43.3,39701.9705,2.0,7.0,0.0,14.59840647,207.34
Car,Hybrid,2004,43.9,40114.61351,2.0,7.0,0.0,14.50371298,204.44
Car,Hybrid,2005,41.9,39638.59951,2.0,8.0,0.0,14.82990453,218.55
Car,Hybrid,2006,42.4,40741.3474,2.0,5.0,0.0,14.7454717,224.05
Car,Hybrid,2007,33.3,39719.27956,5.0,7.0,0.0,16.67900901,281.75
Car,Hybrid,2008,31.8,37746.73043,6.0,8.0,0.0,17.10396226,299.43
Car,Hybrid,2009,32.3,37633.4673,6.0,8.0,0.0,16.9579257,293.75
Car,Hybrid,2010,34.5,37254.57126,8.0,13.0,0.0,16.36565217,276.5
Car,Hybrid,2011,33.6,36336.04847,11.0,20.0,0.0,16.59857143,285.2
Car,Hybrid,2012,34.2,34804.54481,12.0,25.0,0.0,16.44192982,280.1
Car,Hybrid,2013,35.3,34822.56518,15.0,34.0,0.0,16.16858357,265.21
Car,Hybrid,2014,34.8,34394.58617,15.0,40.0,0.0,16.29068966,270.95
Car,Hybrid,2015,35.5,35237.03096,12.0,33.0,0.0,16.12070423,261.42
Car,Hybrid,2016,36.8,35252.33528,14.0,31.0,0.0,15.82217391,253.65
Car,Hybrid,2017,40.4,34769.7517,11.0,29.0,0.0,15.09574257,242.55
Car,Hybrid,2018,45.88043377690312,40410.20483285714,11.692307692307692,38.30769230769231,0.0,15.38374205499997,
Car,Hybrid,2019,46.56864028355666,40410.20483285714,12.384615384615385,47.61538461538461,0.0,15.221683418333328,
Car,Hybrid,2020,47.267169887810006,40410.20483285714,13.076923076923077,56.92307692307693,0.0,15.059624781666685,
Car,Hybrid,2021,47.976177436127145,40410.20483285714,13.76923076923077,66.23076923076923,0.0,14.897566144999985,
Car,Hybrid,2022,48.695820097669056,40410.20483285714,14.461538461538462,75.53846153846155,0.0,14.735507508333342,
Car,Hybrid,2023,49.42625739913409,40410.20483285714,15.153846153846153,84.84615384615385,0.0,14.573448871666642,
Car,Hybrid,2024,50.16765126012108,40410.20483285714,15.846153846153847,94.15384615384616,0.0,14.411390234999999,
Car,Hybrid,2025,50.9201660290229,40410.20483285714,16.53846153846154,103.46153846153847,0.0,14.249331598333356,
Car,Hybrid,2026,51.68396851945824,40410.20483285714,17.23076923076923,112.76923076923077,0.0,14.087272961666656,
Car,Hybrid,2027,52.45922804725011,40410.20483285714,17.923076923076923,122.07692307692308,0.0,13.925214325000013,
Car,Hybrid,2028,53.24611646795885,40410.20483285714,18.615384615384613,131.3846153846154,0.0,13.763155688333313,
Car,Hybrid,2029,54.04480821497823,40410.20483285714,19.307692307692307,140.6923076923077,0.0,13.60109705166667,
Car,Hybrid,2030,54.8554803382029,40410.20483285714,20.0,150.0,0.0,13.43903841499997,
Car,Hybrid,2031,55.67831254327594,40410.20483285714,19.5,143.5,0.0,13.276979778333327,
Car,Hybrid,2032,56.51348723142507,40410.20483285714,19.0,137.0,0.0,13.114921141666684,
Car,Hybrid,2033,57.361189539896436,40410.20483285714,18.5,130.5,0.0,12.952862504999985,
Car,Hybrid,2034,58.22160738299488,40410.20483285714,18.0,124.0,0.0,12.790803868333342,
Car,Hybrid,2035,59.09493149373979,40410.20483285714,17.5,117.5,0.0,12.628745231666642,
Car,Hybrid,2036,59.98135546614589,40410.20483285714,17.0,111.0,0.0,12.466686594999999,
Car,Hybrid,2037,60.88107579813807,40410.20483285714,16.5,104.5,0.0,12.304627958333356,
Car,Hybrid,2038,61.79429193511014,40410.20483285714,16.0,98.0,0.0,12.142569321666656,
Car,Hybrid,2039,62.721206314136786,40410.20483285714,15.5,91.5,0.0,11.980510685000013,
Car,Hybrid,2040,63.66202440884883,40410.20483285714,15.0,85.0,0.0,11.818452048333313,
Car,Hybrid,2041,64.61695477498155,40410.20483285714,14.5,78.5,0.0,11.65639341166667,
Car,Hybrid,2042,65.58620909660627,40410.20483285714,14.0,72.0,0.0,11.49433477499997,
Car,Hybrid,2043,66.57000223305536,40410.20483285714,13.5,65.5,0.0,11.332276138333327,
Car,Hybrid,2044,67.56855226655118,40410.20483285714,13.0,59.0,0.0,11.170217501666684,
Car,Hybrid,2045,68.58208055054945,40410.20483285714,12.5,52.5,0.0,11.008158864999984,
Car,Hybrid,2046,69.61081175880769,40410.20483285714,12.0,46.0,0.0,10.846100228333341,
Car,Hybrid,2047,70.65497393518979,40410.20483285714,11.5,39.5,0.0,10.684041591666642,
Car,Hybrid,2048,71.71479854421763,40410.20483285714,11.0,33.0,0.0,10.521982954999999,
Car,Hybrid,2049,72.79052052238089,40410.20483285714,10.5,26.5,0.0,10.359924318333356,
Car,Hybrid,2050,73.8823783302166,40410.20483285714,10.0,20.0,0.0,10.197865681666656,
Car,PEV,2011,37.0,38741.26195,1.0,1.0,0.0,15.77810811,84.0
Car,PEV,2012,35.7,47444.73245,3.0,3.0,0.0,16.07336134,129.67
Car,PEV,2013,40.8,52370.99125,3.0,4.0,0.0,15.02294118,118.0
Car,PEV,2014,35.1,44172.85443,8.0,10.0,0.0,16.21700855,160.0
Car,PEV,2015,32.1,55150.60558,8.0,11.0,0.0,17.01579439,181.55
Car,PEV,2016,33.8,65356.24918,8.0,14.0,0.0,16.54573964,142.21
Car,PEV,2017,35.1,56882.64178,9.0,14.0,0.0,16.21700855,138.64
Car,PEV,2018,40.16750708774121,56980.085510000004,9.846153846153847,20.615384615384613,0.0,18.378295695714286,
Car,PEV,2019,40.77001969405732,56980.085510000004,10.692307692307692,27.23076923076923,0.0,18.378295695714286,
Car,PEV,2020,41.38156998946817,56980.085510000004,11.538461538461538,33.84615384615385,0.0,18.378295695714286,
Car,PEV,2021,42.00229353931019,56980.085510000004,12.384615384615385,40.46153846153846,0.0,18.378295695714286,
Car,PEV,2022,42.63232794239984,56980.085510000004,13.23076923076923,47.07692307692307,0.0,18.378295695714286,
Car,PEV,2023,43.271812861535835,56980.085510000004,14.076923076923077,53.69230769230769,0.0,18.378295695714286,
Car,PEV,2024,43.92089005445886,56980.085510000004,14.923076923076923,60.30769230769231,0.0,18.378295695714286,
Car,PEV,2025,44.579703405275744,56980.085510000004,15.76923076923077,66.92307692307692,0.0,18.378295695714286,
Car,PEV,2026,45.248398956354876,56980.085510000004,16.615384615384613,73.53846153846153,0.0,18.378295695714286,
Car,PEV,2027,45.92712494070019,56980.085510000004,17.46153846153846,80.15384615384615,0.0,18.378295695714286,
Car,PEV,2028,46.61603181481069,56980.085510000004,18.307692307692307,86.76923076923076,0.0,18.378295695714286,
Car,PEV,2029,47.315272292032844,56980.085510000004,19.153846153846153,93.38461538461539,0.0,18.378295695714286,
Car,PEV,2030,48.025001376413336,56980.085510000004,20.0,100.0,0.0,18.378295695714286,
Car,PEV,2031,48.74537639705953,56980.085510000004,20.25,95.5,0.0,18.378295695714286,
Car,PEV,2032,49.47655704301542,56980.085510000004,20.5,91.0,0.0,18.378295695714286,
Car,PEV,2033,50.218705398660646,56980.085510000004,20.75,86.5,0.0,18.378295695714286,
Car,PEV,2034,50.97198597964055,56980.085510000004,21.0,82.0,0.0,18.378295695714286,
Car,PEV,2035,51.73656576933515,56980.085510000004,21.25,77.5,0.0,18.378295695714286,
Car,PEV,2036,52.51261425587518,56980.085510000004,21.5,73.0,0.0,18.378295695714286,
Car,PEV,2037,53.3003034697133,56980.085510000004,21.75,68.5,0.0,18.378295695714286,
Car,PEV,2038,54.09980802175899,56980.085510000004,22.0,64.0,0.0,18.378295695714286,
Car,PEV,2039,54.911305142085375,56980.085510000004,22.25,59.5,0.0,18.378295695714286,
Car,PEV,2040,55.734974719216645,56980.085510000004,22.5,55.0,0.0,18.378295695714286,
Car,PEV,2041,56.57099934000489,56980.085510000004,22.75,50.5,0.0,18.378295695714286,
Car,PEV,2042,57.41956433010496,56980.085510000004,23.0,46.0,0.0,18.378295695714286,
Car,PEV,2043,58.280857795056534,56980.085510000004,23.25,41.5,0.0,18.378295695714286,
Car,PEV,2044,59.15507066198237,56980.085510000004,23.5,37.0,0.0,18.378295695714286,
Car,PEV,2045,60.042396721912105,56980.085510000004,23.75,32.5,0.0,18.378295695714286,
Car,PEV,2046,60.94303267274077,56980.085510000004,24.0,28.0,0.0,18.378295695714286,
Car,PEV,2047,61.85717816283188,56980.085510000004,24.25,23.5,0.0,18.378295695714286,
Car,PEV,2048,62.78503583527436,56980.085510000004,24.5,19.0,0.0,18.378295695714286,
Car,PEV,2049,63.72681137280347,56980.085510000004,24.75,14.5,0.0,18.378295695714286,
Car,PEV,2050,64.68271354339551,56980.085510000004,25.0,10.0,0.0,18.378295695714286,
Car-AV,BEV,2010,110.0,60000.0,1.0,10.0,150.0,10.0,
Car-AV,BEV,2011,111.64999999999999,60000.0,1.0,10.0,152.24999999999997,10.0,
Car-AV,BEV,2012,113.32474999999997,60000.0,1.0,10.0,154.53374999999997,10.0,
Car-AV,BEV,2013,115.02462124999995,60000.0,1.0,10.0,156.85175624999994,10.0,
Car-AV,BEV,2014,116.74999056874996,60000.0,1.0,10.0,159.20453259374995,10.0,
Car-AV,BEV,2015,118.50124042728119,60000.0,1.0,10.0,161.5926005826562,10.0,
Car-AV,BEV,2016,120.27875903369039,60000.0,1.0,10.0,164.01648959139598,10.0,
Car-AV,BEV,2017,122.08294041919575,60000.0,1.0,10.0,166.47673693526693,10.0,
Car-AV,BEV,2018,123.91418452548368,60000.0,1.0,10.0,168.97388798929592,10.0,
Car-AV,BEV,2019,125.77289729336592,60000.0,1.0,10.0,171.50849630913535,10.0,
Car-AV,BEV,2020,127.65949075276639,60000.0,1.0,10.0,174.08112375377235,10.0,
Car-AV,BEV,2021,129.57438311405787,60000.0,1.0,10.0,176.6923406100789,10.0,
Car-AV,BEV,2022,131.51799886076873,60000.0,1.0,10.0,179.3427257192301,10.0,
Car-AV,BEV,2023,133.49076884368026,60000.0,1.0,10.0,182.03286660501854,10.0,
Car-AV,BEV,2024,135.49313037633542,60000.0,1.0,10.0,184.76335960409375,10.0,
Car-AV,BEV,2025,137.52552733198047,60000.0,1.0,10.0,187.53480999815517,10.0,
Car-AV,BEV,2026,139.58841024196013,60000.0,1.0,10.0,190.34783214812748,10.0,
Car-AV,BEV,2027,141.68223639558954,60000.0,1.0,10.0,193.20304963034937,10.0,
Car-AV,BEV,2028,143.80746994152335,60000.0,1.0,10.0,196.10109537480457,10.0,
Car-AV,BEV,2029,145.9645819906462,60000.0,1.0,10.0,199.04261180542662,10.0,
Car-AV,BEV,2030,148.1540507205059,60000.0,1.0,10.0,202.02825098250804,10.0,
Car-AV,BEV,2031,150.37636148131347,60000.0,1.7,17.0,205.05867474724562,10.0,
Car-AV,BEV,2032,152.63200690353312,60000.0,2.4,24.0,208.13455486845427,10.0,
Car-AV,BEV,2033,154.9214870070861,60000.0,3.0999999999999996,31.0,211.25657319148107,10.0,
Car-AV,BEV,2034,157.2453093121924,60000.0,3.8,38.0,214.42542178935327,10.0,
Car-AV,BEV,2035,159.60398895187527,60000.0,4.5,45.0,217.64180311619353,10.0,
Car-AV,BEV,2036,161.9980487861534,60000.0,5.199999999999999,52.0,220.90643016293643,10.0,
Car-AV,BEV,2037,164.42801951794567,60000.0,5.8999999999999995,59.0,224.22002661538045,10.0,
Car-AV,BEV,2038,166.89443981071483,60000.0,6.6,66.0,227.58332701461111,10.0,
Car-AV,BEV,2039,169.39785640787554,60000.0,7.3,73.0,230.99707691983028,10.0,
Car-AV,BEV,2040,171.93882425399366,60000.0,8.0,80.0,234.4620330736277,10.0,
Car-AV,BEV,2041,174.51790661780353,60000.0,8.7,87.0,237.9789635697321,10.0,
Car-AV,BEV,2042,177.13567521707057,60000.0,9.399999999999999,94.0,241.54864802327808,10.0,
Car-AV,BEV,2043,179.79271034532664,60000.0,10.1,101.0,245.17187774362722,10.0,
Car-AV,BEV,2044,182.4896010005065,60000.0,10.799999999999999,108.0,248.8494559097816,10.0,
Car-AV,BEV,2045,185.2269450155141,60000.0,11.5,115.0,252.5821977484283,10.0,
Car-AV,BEV,2046,188.00534919074678,60000.0,12.2,122.0,256.37093071465466,10.0,
Car-AV,BEV,2047,190.82542942860795,60000.0,12.899999999999999,129.0,260.21649467537446,10.0,
Car-AV,BEV,2048,193.68781087003708,60000.0,13.6,136.0,264.1197420955051,10.0,
Car-AV,BEV,2049,196.5931280330876,60000.0,14.299999999999999,143.0,268.08153822693765,10.0,
Car-AV,BEV,2050,199.5420249535839,60000.0,15.0,150.0,272.1027613003417,10.0,
Car-AV,PEV,2010,35.0,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2011,35.525,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2012,36.05787499999999,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2013,36.598743124999984,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2014,37.147724271874985,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2015,37.70494013595311,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2016,38.270514237992394,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2017,38.84457195156229,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2018,39.42724053083572,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2019,40.018649138798246,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2020,40.618928875880215,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2021,41.228212809018416,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2022,41.84663600115369,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2023,42.47433554117099,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2024,43.11145057428854,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2025,43.75812233290287,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2026,44.41449416789641,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2027,45.08071158041485,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2028,45.756922254121065,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2029,46.44327608793288,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2030,47.13992522925187,60000.0,1.0,5.0,0.0,15.0,
Car-AV,PEV,2031,47.84702410769064,60000.0,1.45,7.25,0.0,15.0,
Car-AV,PEV,2032,48.564729469305995,60000.0,1.9,9.5,0.0,15.0,
Car-AV,PEV,2033,49.29320041134558,60000.0,2.35,11.75,0.0,15.0,
Car-AV,PEV,2034,50.032598417515764,60000.0,2.8,14.0,0.0,15.0,
Car-AV,PEV,2035,50.783087393778494,60000.0,3.25,16.25,0.0,15.0,
Car-AV,PEV,2036,51.54483370468517,60000.0,3.7,18.5,0.0,15.0,
Car-AV,PEV,2037,52.31800621025544,60000.0,4.15,20.75,0.0,15.0,
Car-AV,PEV,2038,53.102776303409264,60000.0,4.6,23.0,0.0,15.0,
Car-AV,PEV,2039,53.8993179479604,60000.0,5.05,25.25,0.0,15.0,
Car-AV,PEV,2040,54.7078077171798,60000.0,5.5,27.5,0.0,15.0,
Car-AV,PEV,2041,55.52842483293749,60000.0,5.95,29.75,0.0,15.0,
