trip_mode,tour_mode,purpose,value
02: Shared Ride 2,09: PNR to Transit,2: University,754
02: Shared Ride 2,09: PNR to Transit,5: Individual Maintenance,19
02: Shared Ride 2,09: PNR to Transit,6: Individual Discretionary,149
02: Shared Ride 2,10: KNR to Transit,1: Work,6340
02: Shared Ride 2,10: KNR to Transit,2: University,2042
02: Shared Ride 2,10: KNR to Transit,3: School,178
02: Shared Ride 2,10: KNR to Transit,4: Escort,2
02: Shared Ride 2,10: KNR to Transit,5: Individual Maintenance,574
02: Shared Ride 2,10: KNR to Transit,6: Individual Discretionary,1014
02: Shared Ride 2,10: KNR to Transit,7: Joint Maintenance,36
02: Shared Ride 2,10: KNR to Transit,8: Joint Discretionary,277
02: Shared Ride 2,11: TNC to Transit,6: Individual Discretionary,470
02: Shared Ride 2,12: Taxi,1: Work,31
02: Shared Ride 2,12: Taxi,4: Escort,44
02: Shared Ride 2,12: Taxi,5: Individual Maintenance,109
02: Shared Ride 2,12: Taxi,6: Individual Discretionary,285
02: Shared Ride 2,12: Taxi,7: Joint Maintenance,168
02: Shared Ride 2,12: Taxi,8: Joint Discretionary,173
02: Shared Ride 2,13: TNC Single,1: Work,80
02: Shared Ride 2,13: TNC Single,2: University,1
02: Shared Ride 2,13: TNC Single,4: Escort,43
02: Shared Ride 2,13: TNC Single,5: Individual Maintenance,93
02: Shared Ride 2,13: TNC Single,6: Individual Discretionary,372
02: Shared Ride 2,13: TNC Single,7: Joint Maintenance,186
02: Shared Ride 2,13: TNC Single,8: Joint Discretionary,261
02: Shared Ride 2,14: TNC Shared,1: Work,887
02: Shared Ride 2,14: TNC Shared,2: University,11
02: Shared Ride 2,14: TNC Shared,4: Escort,904
02: Shared Ride 2,14: TNC Shared,5: Individual Maintenance,1221
02: Shared Ride 2,14: TNC Shared,6: Individual Discretionary,1758
02: Shared Ride 2,14: TNC Shared,7: Joint Maintenance,824
02: Shared Ride 2,14: TNC Shared,8: Joint Discretionary,1226
03: Shared Ride 3+,02: Shared Ride 2,3: School,37113
03: Shared Ride 3+,03: Shared Ride 3+,1: Work,108229
03: Shared Ride 3+,03: Shared Ride 3+,2: University,25957
03: Shared Ride 3+,03: Shared Ride 3+,3: School,634351
03: Shared Ride 3+,03: Shared Ride 3+,4: Escort,801691
03: Shared Ride 3+,03: Shared Ride 3+,5: Individual Maintenance,340140
03: Shared Ride 3+,03: Shared Ride 3+,6: Individual Discretionary,250666
03: Shared Ride 3+,03: Shared Ride 3+,7: Joint Maintenance,68325
03: Shared Ride 3+,03: Shared Ride 3+,8: Joint Discretionary,71817
03: Shared Ride 3+,03: Shared Ride 3+,9: Work-based,11336
03: Shared Ride 3+,08: Walk to Transit,1: Work,1562
03: Shared Ride 3+,08: Walk to Transit,2: University,380
03: Shared Ride 3+,08: Walk to Transit,3: School,1514
03: Shared Ride 3+,08: Walk to Transit,5: Individual Maintenance,773
03: Shared Ride 3+,08: Walk to Transit,7: Joint Maintenance,129
03: Shared Ride 3+,09: PNR to Transit,1: Work,474
03: Shared Ride 3+,09: PNR to Transit,2: University,142
03: Shared Ride 3+,09: PNR to Transit,5: Individual Maintenance,1
03: Shared Ride 3+,09: PNR to Transit,6: Individual Discretionary,215
03: Shared Ride 3+,10: KNR to Transit,1: Work,1132
03: Shared Ride 3+,10: KNR to Transit,2: University,96
03: Shared Ride 3+,10: KNR to Transit,3: School,521
03: Shared Ride 3+,10: KNR to Transit,5: Individual Maintenance,1946
03: Shared Ride 3+,10: KNR to Transit,6: Individual Discretionary,3025
03: Shared Ride 3+,10: KNR to Transit,7: Joint Maintenance,203
03: Shared Ride 3+,10: KNR to Transit,8: Joint Discretionary,182
03: Shared Ride 3+,11: TNC to Transit,6: Individual Discretionary,1523
03: Shared Ride 3+,12: Taxi,1: Work,6
03: Shared Ride 3+,12: Taxi,4: Escort,13
03: Shared Ride 3+,12: Taxi,5: Individual Maintenance,16
03: Shared Ride 3+,12: Taxi,6: Individual Discretionary,717
03: Shared Ride 3+,12: Taxi,7: Joint Maintenance,26
03: Shared Ride 3+,12: Taxi,8: Joint Discretionary,177
03: Shared Ride 3+,12: Taxi,9: Work-based,158
03: Shared Ride 3+,13: TNC Single,1: Work,15
03: Shared Ride 3+,13: TNC Single,4: Escort,9
03: Shared Ride 3+,13: TNC Single,5: Individual Maintenance,22
03: Shared Ride 3+,13: TNC Single,6: Individual Discretionary,798
03: Shared Ride 3+,13: TNC Single,7: Joint Maintenance,23
03: Shared Ride 3+,13: TNC Single,8: Joint Discretionary,225
03: Shared Ride 3+,13: TNC Single,9: Work-based,158
03: Shared Ride 3+,14: TNC Shared,1: Work,247
03: Shared Ride 3+,14: TNC Shared,2: University,15
03: Shared Ride 3+,14: TNC Shared,4: Escort,173
03: Shared Ride 3+,14: TNC Shared,5: Individual Maintenance,200
03: Shared Ride 3+,14: TNC Shared,6: Individual Discretionary,4171
03: Shared Ride 3+,14: TNC Shared,7: Joint Maintenance,88
03: Shared Ride 3+,14: TNC Shared,8: Joint Discretionary,1036
03: Shared Ride 3+,14: TNC Shared,9: Work-based,484
04: Walk,02: Shared Ride 2,1: Work,20598
04: Walk,02: Shared Ride 2,2: University,5564
04: Walk,02: Shared Ride 2,3: School,23756
04: Walk,02: Shared Ride 2,4: Escort,4346
04: Walk,02: Shared Ride 2,5: Individual Maintenance,5975
04: Walk,02: Shared Ride 2,6: Individual Discretionary,21228
04: Walk,02: Shared Ride 2,7: Joint Maintenance,50
04: Walk,02: Shared Ride 2,8: Joint Discretionary,2754
04: Walk,02: Shared Ride 2,9: Work-based,678
04: Walk,03: Shared Ride 3+,1: Work,7351
04: Walk,03: Shared Ride 3+,2: University,1319
04: Walk,03: Shared Ride 3+,3: School,37925
04: Walk,03: Shared Ride 3+,4: Escort,1364
04: Walk,03: Shared Ride 3+,5: Individual Maintenance,2887
04: Walk,03: Shared Ride 3+,6: Individual Discretionary,14468
04: Walk,03: Shared Ride 3+,7: Joint Maintenance,90
04: Walk,03: Shared Ride 3+,8: Joint Discretionary,1175
04: Walk,03: Shared Ride 3+,9: Work-based,462
04: Walk,04: Walk,1: Work,47995
04: Walk,04: Walk,2: University,12354
04: Walk,04: Walk,3: School,50216
04: Walk,04: Walk,4: Escort,83160
04: Walk,04: Walk,5: Individual Maintenance,203895
04: Walk,04: Walk,6: Individual Discretionary,186240
04: Walk,04: Walk,7: Joint Maintenance,8015
04: Walk,04: Walk,8: Joint Discretionary,26613
04: Walk,04: Walk,9: Work-based,64181
04: Walk,08: Walk to Transit,1: Work,6474
04: Walk,08: Walk to Transit,2: University,7852
04: Walk,08: Walk to Transit,3: School,525
04: Walk,08: Walk to Transit,4: Escort,2
04: Walk,08: Walk to Transit,5: Individual Maintenance,426
04: Walk,08: Walk to Transit,6: Individual Discretionary,4209
04: Walk,08: Walk to Transit,7: Joint Maintenance,4048
04: Walk,08: Walk to Transit,8: Joint Discretionary,765
04: Walk,08: Walk to Transit,9: Work-based,90
04: Walk,09: PNR to Transit,1: Work,414
04: Walk,09: PNR to Transit,5: Individual Maintenance,14
04: Walk,09: PNR to Transit,6: Individual Discretionary,269
04: Walk,10: KNR to Transit,1: Work,1338
04: Walk,10: KNR to Transit,2: University,269
04: Walk,10: KNR to Transit,3: School,571
04: Walk,10: KNR to Transit,5: Individual Maintenance,1
04: Walk,10: KNR to Transit,6: Individual Discretionary,520
04: Walk,10: KNR to Transit,7: Joint Maintenance,25
04: Walk,10: KNR to Transit,8: Joint Discretionary,86
04: Walk,11: TNC to Transit,1: Work,2
04: Walk,11: TNC to Transit,6: Individual Discretionary,304
04: Walk,12: Taxi,1: Work,206
04: Walk,12: Taxi,2: University,30
04: Walk,12: Taxi,4: Escort,334
04: Walk,12: Taxi,5: Individual Maintenance,1511
04: Walk,12: Taxi,6: Individual Discretionary,2743
04: Walk,12: Taxi,8: Joint Discretionary,593
04: Walk,12: Taxi,9: Work-based,9
04: Walk,13: TNC Single,1: Work,298
04: Walk,13: TNC Single,2: University,16
04: Walk,13: TNC Single,4: Escort,191
04: Walk,13: TNC Single,5: Individual Maintenance,1091
04: Walk,13: TNC Single,6: Individual Discretionary,1963
04: Walk,13: TNC Single,7: Joint Maintenance,6
04: Walk,13: TNC Single,8: Joint Discretionary,491
04: Walk,13: TNC Single,9: Work-based,5
04: Walk,14: TNC Shared,1: Work,1403
04: Walk,14: TNC Shared,2: University,99
04: Walk,14: TNC Shared,4: Escort,894
04: Walk,14: TNC Shared,5: Individual Maintenance,5150
04: Walk,14: TNC Shared,6: Individual Discretionary,6521
04: Walk,14: TNC Shared,7: Joint Maintenance,2
04: Walk,14: TNC Shared,8: Joint Discretionary,1592
04: Walk,14: TNC Shared,9: Work-based,7
05: Bike,05: Bike,1: Work,100091
05: Bike,05: Bike,2: University,4099
05: Bike,05: Bike,3: School,22815
05: Bike,05: Bike,4: Escort,3651
05: Bike,05: Bike,5: Individual Maintenance,17664
05: Bike,05: Bike,6: Individual Discretionary,52776
05: Bike,05: Bike,7: Joint Maintenance,465
05: Bike,05: Bike,8: Joint Discretionary,112
05: Bike,05: Bike,9: Work-based,2219
08: Walk to Transit,08: Walk to Transit,1: Work,62788
08: Walk to Transit,08: Walk to Transit,2: University,25272
08: Walk to Transit,08: Walk to Transit,3: School,8895
08: Walk to Transit,08: Walk to Transit,4: Escort,105
08: Walk to Transit,08: Walk to Transit,5: Individual Maintenance,21800
08: Walk to Transit,08: Walk to Transit,6: Individual Discretionary,15317
08: Walk to Transit,08: Walk to Transit,7: Joint Maintenance,3180
08: Walk to Transit,08: Walk to Transit,8: Joint Discretionary,3028
08: Walk to Transit,08: Walk to Transit,9: Work-based,1018
08: Walk to Transit,09: PNR to Transit,1: Work,1384
08: Walk to Transit,10: KNR to Transit,1: Work,2389
08: Walk to Transit,10: KNR to Transit,2: University,546
08: Walk to Transit,10: KNR to Transit,3: School,399
08: Walk to Transit,10: KNR to Transit,5: Individual Maintenance,68
08: Walk to Transit,10: KNR to Transit,6: Individual Discretionary,1058
08: Walk to Transit,10: KNR to Transit,7: Joint Maintenance,7
08: Walk to Transit,11: TNC to Transit,1: Work,1
08: Walk to Transit,11: TNC to Transit,6: Individual Discretionary,570
09: PNR to Transit,09: PNR to Transit,1: Work,5807
09: PNR to Transit,09: PNR to Transit,2: University,3083
09: PNR to Transit,09: PNR to Transit,3: School,2
09: PNR to Transit,09: PNR to Transit,4: Escort,2
09: PNR to Transit,09: PNR to Transit,5: Individual Maintenance,425
09: PNR to Transit,09: PNR to Transit,6: Individual Discretionary,527
10: KNR to Transit,10: KNR to Transit,1: Work,8163
10: KNR to Transit,10: KNR to Transit,2: University,3030
10: KNR to Transit,10: KNR to Transit,3: School,1268
10: KNR to Transit,10: KNR to Transit,4: Escort,12
10: KNR to Transit,10: KNR to Transit,5: Individual Maintenance,1983
10: KNR to Transit,10: KNR to Transit,6: Individual Discretionary,4770
10: KNR to Transit,10: KNR to Transit,7: Joint Maintenance,295
10: KNR to Transit,10: KNR to Transit,8: Joint Discretionary,469
10: KNR to Transit,11: TNC to Transit,1: Work,5
10: KNR to Transit,11: TNC to Transit,6: Individual Discretionary,1996
11: TNC to Transit,10: KNR to Transit,3: School,448
12: Taxi,08: Walk to Transit,2: University,2
12: Taxi,08: Walk to Transit,4: Escort,6
12: Taxi,08: Walk to Transit,5: Individual Maintenance,2779
12: Taxi,08: Walk to Transit,6: Individual Discretionary,1072
12: Taxi,08: Walk to Transit,9: Work-based,57
12: Taxi,10: KNR to Transit,1: Work,11
12: Taxi,10: KNR to Transit,2: University,31
12: Taxi,10: KNR to Transit,8: Joint Discretionary,21
12: Taxi,12: Taxi,1: Work,1
12: Taxi,12: Taxi,2: University,1
12: Taxi,12: Taxi,4: Escort,34
12: Taxi,12: Taxi,5: Individual Maintenance,32
12: Taxi,12: Taxi,6: Individual Discretionary,15
12: Taxi,12: Taxi,8: Joint Discretionary,2
12: Taxi,13: TNC Single,1: Work,2
12: Taxi,13: TNC Single,2: University,1
12: Taxi,13: TNC Single,4: Escort,16
12: Taxi,13: TNC Single,5: Individual Maintenance,30
12: Taxi,13: TNC Single,6: Individual Discretionary,17
12: Taxi,13: TNC Single,8: Joint Discretionary,4
12: Taxi,14: TNC Shared,1: Work,3
12: Taxi,14: TNC Shared,2: University,1
12: Taxi,14: TNC Shared,4: Escort,78
12: Taxi,14: TNC Shared,5: Individual Maintenance,109
12: Taxi,14: TNC Shared,6: Individual Discretionary,50
12: Taxi,14: TNC Shared,8: Joint Discretionary,7
13: TNC Single,08: Walk to Transit,1: Work,1633
13: TNC Single,08: Walk to Transit,2: University,21
13: TNC Single,08: Walk to Transit,4: Escort,3
13: TNC Single,08: Walk to Transit,5: Individual Maintenance,1034
13: TNC Single,08: Walk to Transit,6: Individual Discretionary,418
13: TNC Single,08: Walk to Transit,7: Joint Maintenance,66
13: TNC Single,08: Walk to Transit,8: Joint Discretionary,20
13: TNC Single,08: Walk to Transit,9: Work-based,30
13: TNC Single,10: KNR to Transit,1: Work,39
13: TNC Single,10: KNR to Transit,2: University,44
13: TNC Single,10: KNR to Transit,8: Joint Discretionary,33
13: TNC Single,12: Taxi,1: Work,433
13: TNC Single,12: Taxi,2: University,1
13: TNC Single,12: Taxi,4: Escort,634
13: TNC Single,12: Taxi,5: Individual Maintenance,1087
13: TNC Single,12: Taxi,6: Individual Discretionary,5023
13: TNC Single,12: Taxi,7: Joint Maintenance,230
13: TNC Single,12: Taxi,8: Joint Discretionary,614
13: TNC Single,12: Taxi,9: Work-based,174
13: TNC Single,13: TNC Single,1: Work,983
13: TNC Single,13: TNC Single,2: University,26
13: TNC Single,13: TNC Single,4: Escort,671
13: TNC Single,13: TNC Single,5: Individual Maintenance,1345
13: TNC Single,13: TNC Single,6: Individual Discretionary,5633
13: TNC Single,13: TNC Single,7: Joint Maintenance,304
13: TNC Single,13: TNC Single,8: Joint Discretionary,813
13: TNC Single,13: TNC Single,9: Work-based,159
13: TNC Single,14: TNC Shared,1: Work,3882
13: TNC Single,14: TNC Shared,2: University,57
13: TNC Single,14: TNC Shared,4: Escort,3002
13: TNC Single,14: TNC Shared,5: Individual Maintenance,5355
13: TNC Single,14: TNC Shared,6: Individual Discretionary,18404
13: TNC Single,14: TNC Shared,7: Joint Maintenance,722
13: TNC Single,14: TNC Shared,8: Joint Discretionary,2603
13: TNC Single,14: TNC Shared,9: Work-based,336
14: TNC Shared,08: Walk to Transit,2: University,34
14: TNC Shared,08: Walk to Transit,5: Individual Maintenance,62
14: TNC Shared,08: Walk to Transit,6: Individual Discretionary,2852
14: TNC Shared,08: Walk to Transit,9: Work-based,92
14: TNC Shared,10: KNR to Transit,1: Work,157
14: TNC Shared,10: KNR to Transit,2: University,275
14: TNC Shared,10: KNR to Transit,8: Joint Discretionary,143
14: TNC Shared,12: Taxi,1: Work,25
14: TNC Shared,12: Taxi,2: University,2
14: TNC Shared,12: Taxi,4: Escort,1
14: TNC Shared,12: Taxi,5: Individual Maintenance,5
14: TNC Shared,12: Taxi,6: Individual Discretionary,234
14: TNC Shared,12: Taxi,7: Joint Maintenance,136
14: TNC Shared,12: Taxi,8: Joint Discretionary,62
14: TNC Shared,12: Taxi,9: Work-based,2
14: TNC Shared,13: TNC Single,1: Work,90
14: TNC Shared,13: TNC Single,2: University,8
14: TNC Shared,13: TNC Single,4: Escort,2
14: TNC Shared,13: TNC Single,5: Individual Maintenance,8
14: TNC Shared,13: TNC Single,6: Individual Discretionary,268
14: TNC Shared,13: TNC Single,7: Joint Maintenance,150
14: TNC Shared,13: TNC Single,8: Joint Discretionary,70
14: TNC Shared,14: TNC Shared,1: Work,1126
14: TNC Shared,14: TNC Shared,2: University,130
14: TNC Shared,14: TNC Shared,4: Escort,159
14: TNC Shared,14: TNC Shared,5: Individual Maintenance,184
14: TNC Shared,14: TNC Shared,6: Individual Discretionary,1827
14: TNC Shared,14: TNC Shared,7: Joint Maintenance,660
14: TNC Shared,14: TNC Shared,8: Joint Discretionary,411
14: TNC Shared,14: TNC Shared,9: Work-based,6
15: School Bus,15: School Bus,3: School,139168
