OwnershipCategory,tour_mode,purpose,freq
1: 1+ Veh/Adults > Veh,14: TNC Shared,1: Work,1356
1: 1+ Veh/Adults > Veh,14: TNC Shared,5: Individual Maintenance,122
1: 1+ Veh/Adults > Veh,14: TNC Shared,6: Individual Discretionary,1084
1: 1+ Veh/Adults > Veh,14: TNC Shared,7: Joint Maintenance,366
1: 1+ Veh/Adults > Veh,14: TNC Shared,8: Joint Discretionary,115
1: 1+ Veh/Adults > Veh,14: TNC Shared,9: Work-based,121
1: 1+ Veh/Adults > Veh,15: School Bus,3: School,24278
2: Vehicles >= Adults,01: SOV,1: Work,591940
2: Vehicles >= Adults,01: SOV,2: University,40774
2: Vehicles >= Adults,01: SOV,3: School,8941
2: Vehicles >= Adults,01: SOV,5: Individual Maintenance,414748
2: Vehicles >= Adults,01: SOV,6: Individual Discretionary,155391
2: Vehicles >= Adults,01: SOV,9: Work-based,48634
2: Vehicles >= Adults,02: Shared Ride 2,1: Work,130025
2: Vehicles >= Adults,02: Shared Ride 2,2: University,10701
2: Vehicles >= Adults,02: Shared Ride 2,3: School,186885
2: Vehicles >= Adults,02: Shared Ride 2,5: Individual Maintenance,344021
2: Vehicles >= Adults,02: Shared Ride 2,6: Individual Discretionary,77653
2: Vehicles >= Adults,02: Shared Ride 2,7: Joint Maintenance,41171
2: Vehicles >= Adults,02: Shared Ride 2,8: Joint Discretionary,30215
2: Vehicles >= Adults,02: Shared Ride 2,9: Work-based,12481
2: Vehicles >= Adults,03: Shared Ride 3+,1: Work,77569
2: Vehicles >= Adults,03: Shared Ride 3+,2: University,8448
2: Vehicles >= Adults,03: Shared Ride 3+,3: School,218067
2: Vehicles >= Adults,03: Shared Ride 3+,5: Individual Maintenance,434324
2: Vehicles >= Adults,03: Shared Ride 3+,6: Individual Discretionary,87191
2: Vehicles >= Adults,03: Shared Ride 3+,7: Joint Maintenance,15367
2: Vehicles >= Adults,03: Shared Ride 3+,8: Joint Discretionary,21657
2: Vehicles >= Adults,03: Shared Ride 3+,9: Work-based,6005
2: Vehicles >= Adults,04: Walk,1: Work,5600
2: Vehicles >= Adults,04: Walk,2: University,2452
2: Vehicles >= Adults,04: Walk,3: School,8611
2: Vehicles >= Adults,04: Walk,5: Individual Maintenance,46803
2: Vehicles >= Adults,04: Walk,6: Individual Discretionary,32214
2: Vehicles >= Adults,04: Walk,7: Joint Maintenance,1461
2: Vehicles >= Adults,04: Walk,8: Joint Discretionary,4976
2: Vehicles >= Adults,04: Walk,9: Work-based,22466
2: Vehicles >= Adults,05: Bike,1: Work,22958
2: Vehicles >= Adults,05: Bike,3: School,8497
2: Vehicles >= Adults,05: Bike,5: Individual Maintenance,3856
2: Vehicles >= Adults,05: Bike,6: Individual Discretionary,11445
2: Vehicles >= Adults,05: Bike,7: Joint Maintenance,161
2: Vehicles >= Adults,05: Bike,8: Joint Discretionary,41
2: Vehicles >= Adults,05: Bike,9: Work-based,520
2: Vehicles >= Adults,08: Walk to Transit,1: Work,3448
2: Vehicles >= Adults,08: Walk to Transit,2: University,1418
2: Vehicles >= Adults,08: Walk to Transit,3: School,438
2: Vehicles >= Adults,08: Walk to Transit,5: Individual Maintenance,851
2: Vehicles >= Adults,08: Walk to Transit,6: Individual Discretionary,1170
2: Vehicles >= Adults,08: Walk to Transit,7: Joint Maintenance,96
2: Vehicles >= Adults,08: Walk to Transit,8: Joint Discretionary,65
2: Vehicles >= Adults,08: Walk to Transit,9: Work-based,79
2: Vehicles >= Adults,09: PNR to Transit,1: Work,2788
2: Vehicles >= Adults,09: PNR to Transit,2: University,816
2: Vehicles >= Adults,09: PNR to Transit,6: Individual Discretionary,224
2: Vehicles >= Adults,10: KNR to Transit,1: Work,1443
2: Vehicles >= Adults,10: KNR to Transit,2: University,668
2: Vehicles >= Adults,10: KNR to Transit,3: School,724
2: Vehicles >= Adults,10: KNR to Transit,5: Individual Maintenance,483
2: Vehicles >= Adults,10: KNR to Transit,6: Individual Discretionary,369
2: Vehicles >= Adults,10: KNR to Transit,7: Joint Maintenance,9
2: Vehicles >= Adults,11: TNC to Transit,1: Work,2
2: Vehicles >= Adults,11: TNC to Transit,6: Individual Discretionary,1665
2: Vehicles >= Adults,12: Taxi,1: Work,52
2: Vehicles >= Adults,12: Taxi,2: University,14
2: Vehicles >= Adults,12: Taxi,5: Individual Maintenance,195
2: Vehicles >= Adults,12: Taxi,6: Individual Discretionary,2696
2: Vehicles >= Adults,12: Taxi,7: Joint Maintenance,87
2: Vehicles >= Adults,12: Taxi,8: Joint Discretionary,519
2: Vehicles >= Adults,12: Taxi,9: Work-based,108
2: Vehicles >= Adults,13: TNC Single,1: Work,116
2: Vehicles >= Adults,13: TNC Single,2: University,19
2: Vehicles >= Adults,13: TNC Single,5: Individual Maintenance,212
2: Vehicles >= Adults,13: TNC Single,6: Individual Discretionary,2710
2: Vehicles >= Adults,13: TNC Single,7: Joint Maintenance,121
2: Vehicles >= Adults,13: TNC Single,8: Joint Discretionary,587
2: Vehicles >= Adults,13: TNC Single,9: Work-based,99
2: Vehicles >= Adults,14: TNC Shared,1: Work,474
2: Vehicles >= Adults,14: TNC Shared,2: University,116
2: Vehicles >= Adults,14: TNC Shared,5: Individual Maintenance,597
2: Vehicles >= Adults,14: TNC Shared,6: Individual Discretionary,9360
2: Vehicles >= Adults,14: TNC Shared,7: Joint Maintenance,415
2: Vehicles >= Adults,14: TNC Shared,8: Joint Discretionary,2131
2: Vehicles >= Adults,14: TNC Shared,9: Work-based,249
2: Vehicles >= Adults,15: School Bus,3: School,33513
