distbin,purpose,freq
37,7: Joint Maintenance,39.0
37,8: Joint Discretionary,58.0
38,4: Escort,34.0
38,5: Individual Maintenance,122.0
38,6: Individual Discretionary,52.0
38,7: Joint Maintenance,20.0
38,8: Joint Discretionary,75.0
39,4: Escort,30.0
39,5: Individual Maintenance,101.0
39,6: Individual Discretionary,60.0
39,7: Joint Maintenance,39.0
39,8: Joint Discretionary,65.0
40,4: Escort,56.0
40,5: Individual Maintenance,211.0
40,6: Individual Discretionary,97.0
40,7: Joint Maintenance,67.0
40,8: Joint Discretionary,104.0
41,4: Escort,44.0
41,5: Individual Maintenance,218.0
41,6: Individual Discretionary,104.0
41,7: Joint Maintenance,76.0
41,8: Joint Discretionary,89.0
99999,4: Escort,1293.0
99999,5: Individual Maintenance,5908.0
99999,6: Individual Discretionary,2798.0
99999,7: Joint Maintenance,1791.0
99999,8: Joint Discretionary,1979.0
