MAZ,TAZ
19002,909
19003,1007
19004,1007
19005,1089
19006,1089
19007,1089
19008,1055
19009,1089
19010,1055
19011,1089
19012,856
19013,937
19014,907
19015,907
19016,907
19017,505
19018,710
19019,710
19020,710
19021,710
19022,710
19023,786
19024,786
19025,644
19026,644
19027,644
19028,786
19029,786
19030,786
19031,1055
19032,1055
19033,1055
19034,960
19035,932
19036,932
19037,668
19038,932
19039,668
19040,1088
19041,932
19042,932
19043,932
19044,642
19045,642
19046,642
19047,642
19048,642
19049,642
19050,183
19051,250
19052,250
19053,182
19054,182
19055,193
19056,232
19057,211
19058,232
19059,359
19060,288
19061,315
19062,285
19063,285
19064,303
19065,303
19066,314
19067,355
19068,314
19069,761
19070,260
19071,397
19072,763
19073,516
19074,394
19075,394
19076,461
19077,394
19078,861
19079,861
19080,797
19081,704
19082,881
19083,461
19084,585
19085,516
19086,585
19087,602
19088,602
19089,313
19090,387
19091,293
19092,387
19093,387
19094,293
19095,387
19096,659
19097,804
19098,659
19099,397
19100,659
19101,659
19102,804
19103,763
19104,397
19105,527
19106,397
19107,394
19108,397
19109,512
19110,595
19111,595
19112,595
19113,512
19114,512
19115,512
19116,512
19117,544
19118,544
19119,490
19120,609
19121,544
19122,662
19123,609
19124,507
19125,415
19126,415
19127,415
19128,412
19129,412
19130,412
19131,412
19132,412
19133,1155
19134,1135
19135,1095
19136,1135
19137,1135
19138,1135
19139,1135
19140,1211
19141,1135
19142,1273
19143,1273
19144,1144
19145,1224
19146,1222
19147,1224
19148,1222
19149,1304
19150,1304
19151,1304
19152,1352
19153,1289
19154,1352
19155,1254
19156,1352
19157,1352
19158,1352
19159,1254
19160,1352
19161,1254
19162,1352
19163,1285
19164,1352
19165,1285
19166,1352
19167,1285
19168,1519
19169,1519
19170,1424
19171,1424
19172,1424
19173,1424
19174,1424
19175,1353
19176,1426
19177,1426
19178,1384
19179,996
19180,886
19181,886
19182,738
19183,886
19184,662
19185,740
19186,662
19187,740
19188,1044
19189,819
19190,740
19191,819
19192,662
19193,886
19194,886
19195,709
19196,740
19197,709
19198,740
19199,1044
19200,770
19201,740
19202,740
19203,770
19204,869
19205,1044
19206,1044
19207,1122
19208,869
19209,967
19210,869
19211,967
19212,967
19213,1186
19214,919
19215,1036
19216,1121
19217,919
19218,919
19219,1121
19220,919
19221,1036
19222,905
19223,1186
19224,1036
19225,905
19226,938
19227,593
19228,520
19229,621
19230,604
19231,509
19232,509
19233,1007
19234,1007
19235,1055
19236,727
19237,727
19238,749
19239,832
19240,832
19241,937
19242,937
19243,749
19244,856
19245,856
19246,856
19247,856
19248,856
19249,907
19250,907
19251,538
19252,538
19253,710
19254,488
19255,538
19256,538
19257,644
19258,538
19259,644
19260,644
19261,538
19262,710
19263,786
19264,786
19265,786
19266,960
19267,960
19268,960
19269,1055
19270,960
19271,960
19272,960
19273,960
19274,960
19275,960
19276,960
19277,668
19278,485
19279,932
19280,642
19281,642
19282,642
19283,642
19284,805
19285,591
19286,805
19287,805
19288,591
19289,591
19290,591
19291,805
19292,805
19293,591
19294,591
19295,508
19296,591
19297,591
19298,591
19299,1260
19300,1260
19301,1260
19302,1226
19303,1260
19304,1231
19305,1292
19306,1231
19307,1231
19308,1292
19309,1201
19310,1201
19311,1152
19312,1063
19313,1172
19314,1172
19315,955
19316,1085
19317,997
19318,1085
19319,1059
19320,1329
19321,1384
19322,1358
19323,1384
19324,1402
19325,1402
19326,1402
19327,1326
19328,1389
19329,1314
19330,1380
19331,1380
19332,1360
19333,1253
19334,1380
19335,1360
19336,1360
19337,1360
19338,1341
19339,1241
19340,1241
19341,1241
19342,1333
19343,1333
19344,1333
19345,1302
19346,1302
19347,1239
19348,1286
19349,1134
19350,1134
19351,1247
19352,1193
19353,1193
19354,2015
19355,2015
19356,1575
19357,1535
19358,1794
19359,1535
19360,1422
19361,1466
19362,1770
19363,1770
19364,1770
19365,1466
19366,1535
19367,1535
19368,1531
19369,1531
19370,1552
19371,1662
19372,1880
19373,1793
19374,1793
19375,1880
19376,1662
19377,1793
19378,1793
19379,2116
19380,2116
19381,2116
19382,2116
19383,2116
19384,2116
19385,2060
19386,2060
19387,1999
19388,2060
19389,2085
19390,1999
19391,1954
19392,1954
19393,1954
19394,2162
19395,2192
19396,2192
19397,2189
19398,2189
19399,2085
19400,2085
19401,2085
19402,2085
19403,2085
19404,2221
19405,2221
19406,2073
19407,2073
19408,2276
19409,2183
19410,1953
19411,2094
19412,2183
19413,2209
19414,1994
19415,2297
19416,2297
19417,2297
19418,2297
19419,2297
19420,2297
19421,2417
19422,2409
19423,2409
19424,2406
19425,2406
19426,2406
19427,2406
19428,2503
19429,2503
19430,2503
19431,2503
19432,2503
19433,2503
19434,2368
19435,2368
19436,2276
19437,2358
19438,2358
19439,2358
19440,2358
19441,2289
19442,2433
19443,2488
19444,2451
19445,2451
19446,1345
19447,1309
19448,1390
19449,1309
19450,1309
19451,1614
19452,1752
19453,1616
19454,1548
19455,1783
19456,1783
19457,1469
19458,1548
19459,1616
19460,1469
19461,1548
19462,1469
19463,1390
19464,1469
19465,1390
19466,1390
19467,1543
19468,1696
19469,1719
19470,1719
19471,1386
19472,1537
19473,1577
19474,1577
19475,1343
19476,1577
19477,1577
19478,1577
19479,1577
19480,1343
19481,1429
19482,1577
19483,1603
19484,1343
19485,1429
19486,1429
19487,1343
19488,1343
19489,1343
19490,1603
19491,1696
19492,1696
19493,1270
19494,1270
19495,1270
19496,1270
19497,1217
19498,1171
19499,1735
19500,1735
19501,1735
19502,1432
19503,1432
19504,1432
19505,1409
19506,1409
19507,1437
19508,1497
19509,1393
19510,1464
19511,1516
19512,1430
19513,1452
19514,1503
19515,3533
19516,3600
19517,3719
19518,3936
19519,3719
19520,3936
19521,642
19522,591
19523,591
19524,591
19525,591
19526,805
19527,805
19528,591
19529,805
19530,805
19531,591
19532,591
19533,508
19534,508
19535,508
19536,591
19537,591
19538,591
19539,1226
19540,1231
19541,1226
19542,1184
19543,1184
19544,1292
19545,1292
19546,1184
19547,1184
19548,1201
19549,1152
19550,1152
19551,955
19552,1152
19553,955
19554,1063
19555,997
19556,1085
19557,1085
19558,997
19559,1021
19560,1021
19561,1329
19562,1384
19563,1358
19564,1389
19565,1326
19566,1314
19567,1314
19568,1314
19569,1360
19570,1253
19571,1341
19572,1341
19573,1130
19574,1130
19575,1130
19576,1130
19577,1333
19578,1333
19579,1286
19580,1134
19581,1134
19582,1134
19583,1247
19584,1193
19585,1134
19586,1193
19587,1193
19588,1089
19589,1802
19590,1802
19591,2015
19592,1802
19593,1802
19594,1575
19595,1794
19596,1794
19597,1794
19598,1794
19599,1794
19600,1794
19601,1794
19602,1794
19603,1466
19604,1770
19605,1770
19606,1466
19607,1770
19608,1535
19609,1466
19610,1466
19611,1552
19612,1662
19613,1552
19614,1880
19615,1662
19616,1662
19617,1793
19618,1793
19619,1662
19620,1880
19621,1531
19622,1531
19623,1531
19624,2116
19625,1954
19626,2192
19627,2189
19628,2085
19629,2085
19630,2085
19631,2221
19632,2071
19633,2071
19634,2209
19635,2071
19636,2071
19637,2209
19638,2094
19639,1953
19640,1953
19641,2221
19642,2221
19643,2221
19644,2297
19645,2297
19646,2409
19647,2409
19648,2406
19649,2276
19650,2276
19651,2276
19652,2276
19653,2276
19654,2289
19655,2289
19656,2289
19657,2289
19658,2358
19659,2433
19660,2488
19661,2433
19662,1752
19663,1752
19664,1752
19665,1752
19666,1616
19667,1390
19668,1469
19669,1469
19670,1543
19671,1696
19672,1696
19673,1543
19674,1386
19675,1543
19676,1543
19677,1456
19678,1456
19679,1719
19680,1719
19681,1386
19682,1537
19683,1386
19684,1429
19685,1343
19686,1577
19687,1429
19688,1577
19689,1148
19690,1343
19691,1429
19692,1577
19693,1603
19694,1219
19695,1219
19696,1603
19697,1577
19698,1343
19699,1343
19700,1603
19701,1429
19702,1270
19703,1270
19704,1217
19705,1270
19706,1217
19707,1270
19708,1217
19709,1171
19710,1219
19711,1219
19712,1219
19713,1219
19714,1219
19715,1219
19716,1219
19717,1735
19718,1437
19719,1564
19720,1372
19721,1516
19722,1416
19723,1473
19724,1473
19725,1372
19726,1434
19727,1576
19728,1392
19729,1533
19730,1350
19731,1533
19732,1576
19733,1483
19734,1350
19735,1533
19736,1392
19737,1483
19738,1533
19739,1350
19740,1430
19741,1430
19742,1483
19743,1430
19744,1452
19745,1452
19746,1452
19747,1503
19748,1579
19749,1579
19750,1579
19751,1615
19752,1822
19753,1694
19754,2801
19755,3451
19756,3600
19757,3600
19758,3600
19759,3600
19760,3094
19761,3094
19762,3533
19763,3719
19764,3936
19765,3936
19766,3094
19767,3936
19768,3094
19769,3690
19770,3533
19771,3936
19772,3936
19773,3222
19774,4155
19775,3936
19776,3936
19777,3936
19778,4118
19779,4118
19780,3222
19781,4118
19782,3905
19783,3222
19784,4118
19785,3905
19786,3533
19787,3533
19788,3327
19789,3532
19790,3532
19791,3628
19792,3718
19793,3718
19794,3532
19795,3532
19796,3718
19797,3628
19798,3222
19799,3222
19800,3086
19801,3086
19802,3327
19803,3086
19804,3327
19805,3143
19806,3143
19807,3143
19808,3056
19809,3145
19810,3260
19811,3426
19812,3426
19813,2873
19814,2873
19815,2654
19816,2654
19817,2873
19818,2636
19819,2636
19820,2989
19821,2654
19822,2827
19823,2827
19824,2636
19825,2924
19826,2636
19827,2805
19828,2996
19829,2996
19830,2996
19831,2796
19832,2698
19833,2698
19834,2826
19835,2826
19836,2831
19837,2831
19838,2898
19839,2833
19840,2919
19841,2932
19842,2932
19843,2971
19844,3039
19845,2971
19846,3039
19847,3039
19848,3088
19849,3039
19850,3088
19851,3064
19852,3064
19853,3064
19854,3064
19855,3064
19856,3064
19857,3260
19858,3169
19859,3260
19860,3301
19861,3301
19862,3197
19863,2902
19864,2949
19865,2949
19866,3024
19867,3024
19868,3098
19869,3098
19870,3098
19871,3362
19872,3362
19873,3362
19874,3275
19875,3362
19876,3275
19877,3472
19878,3472
19879,3427
19880,3427
19881,3185
19882,3185
19883,3185
19884,3275
19885,3275
19886,3275
19887,3275
19888,3221
19889,3221
19890,3221
19891,3221
19892,3254
19893,3254
19894,3254
19895,3254
19896,3306
19897,3323
19898,3242
19899,3242
19900,3436
19901,3436
19902,3436
19903,3436
19904,3466
19905,3466
19906,3466
19907,3466
19908,3489
19909,3489
19910,3540
19911,3540
19912,3540
19913,3540
19914,3524
19915,3515
19916,3556
19917,3515
19918,3556
19919,3556
19920,3556
19921,3588
19922,3588
19923,3588
19924,3627
19925,3617
19926,3617
19927,3668
19928,3668
19929,3668
19930,3667
19931,3326
19932,3326
19933,3326
19934,3326
19935,3395
19936,3395
19937,3395
19938,3335
19939,3470
19940,3419
19941,3419
19942,3140
19943,3201
19944,3211
19945,3123
19946,3077
19947,3123
19948,3012
19949,3077
19950,2959
19951,3121
19952,3121
19953,3141
19954,3103
19955,3163
19956,3163
19957,2983
19958,3177
19959,3119
19960,3013
19961,3042
19962,3068
19963,3068
19964,3013
19965,3037
19966,2977
19967,2431
19968,2431
19969,2558
19970,2296
19971,2431
19972,2296
19973,2458
19974,2458
19975,2579
19976,2698
19977,2473
19978,2473
19979,2579
19980,2473
19981,2647
19982,2473
19983,2296
19984,2296
19985,2473
19986,2473
19987,2579
19988,2647
19989,2647
19990,2473
19991,2647
19992,2382
19993,2382
19994,2266
19995,2218
19996,2296
19997,2248
19998,2299
19999,2582
20000,2495
20001,2672
20002,2582
20003,2666
20004,2576
20005,2576
20006,2666
20007,3936
20008,3936
20009,4155
20010,4155
20011,3936
20012,3719
20013,3690
20014,3533
20015,3533
20016,3094
20017,3222
20018,4118
20019,3905
20020,3905
20021,3905
20022,3222
20023,3533
20024,3628
20025,3718
20026,3628
20027,3533
20028,3222
20029,3222
20030,3327
20031,3086
20032,3056
20033,3145
20034,3260
20035,2654
20036,2654
20037,2654
20038,2873
20039,2654
20040,2654
20041,2654
20042,2654
20043,2873
20044,2654
20045,2989
20046,2636
20047,2805
20048,2805
20049,2924
20050,3086
20051,2924
20052,2996
20053,2873
20054,3094
20055,3094
20056,3094
20057,3094
20058,3094
20059,3094
20060,3094
20061,3094
20062,3222
20063,2989
20064,2989
20065,3222
20066,2989
20067,2989
20068,2895
20069,2796
20070,2698
20071,2826
20072,2831
20073,2831
20074,2819
20075,2971
20076,2971
20077,2971
20078,2971
20079,2971
20080,2971
20081,2971
20082,2971
20083,3088
20084,3039
20085,3088
20086,3064
20087,3047
20088,3056
20089,3056
20090,3145
20091,3260
20092,3056
20093,3260
20094,3056
20095,3260
20096,3169
20097,3169
20098,3169
20099,3301
20100,3301
20101,3301
20102,3301
20103,3197
20104,3197
20105,3301
20106,2902
20107,2949
20108,2944
20109,2944
20110,3024
20111,3024
20112,3098
20113,3098
20114,3098
20115,3362
20116,3427
20117,3427
20118,3185
20119,3185
20120,3185
20121,3275
20122,3275
20123,3275
20124,3275
20125,3221
20126,3254
20127,3254
20128,3298
20129,3298
20130,3238
20131,3238
20132,3436
20133,3466
20134,3489
20135,3489
20136,3510
20137,3510
20138,3539
20139,3510
20140,3524
20141,3476
20142,3524
20143,3515
20144,3515
20145,3556
20146,3515
20147,3556
20148,3556
20149,3588
20150,3588
20151,3630
20152,3583
20153,3627
20154,3617
20155,3617
20156,3668
20157,3668
20158,3668
20159,3667
20160,3667
20161,3667
20162,3667
20163,3667
20164,3326
20165,3395
20166,3395
20167,3335
20168,3393
20169,3335
20170,3335
20171,3457
20172,3422
20173,3393
20174,3422
20175,3370
20176,3370
20177,3470
20178,3140
20179,3140
20180,3211
20181,3176
20182,3176
20183,3023
20184,3033
20185,3033
20186,3068
20187,3037
20188,2940
20189,2458
20190,2579
20191,2647
20192,2473
20193,2579
20194,2473
20195,2382
20196,2382
20197,2382
20198,2195
20199,2195
20200,2195
20201,2195
20202,2195
20203,2195
20204,2382
20205,2195
20206,2382
20207,2116
20208,2382
20209,2195
20210,2195
20211,2266
20212,2431
20213,2116
20214,2195
20215,2266
20216,2195
20217,2218
20218,2218
20219,2218
20220,2266
20221,2296
20222,2218
20223,2223
20224,2336
20225,2336
20226,2299
20227,2299
20228,2672
20229,2473
20230,2495
20231,2495
20232,2495
20233,2582
20234,2495
20235,2666
20236,2666
20237,2576
20238,2666
20239,2719
20240,2803
20241,2803
20242,2786
20243,2846
20244,2786
20245,2729
20246,2846
20247,2536
20248,2536
20249,2087
20250,2087
20251,2087
20252,2087
20253,2087
20254,1929
20255,2347
20256,2294
20257,2425
20258,2425
20259,2423
20260,2184
20261,2027
20262,2423
20263,2423
20264,2371
20265,2423
20266,2211
20267,2211
20268,2279
20269,2371
20270,1906
20271,2132
20272,2377
20273,1906
20274,2132
20275,2279
20276,2377
20277,2377
20278,2377
20279,2033
20280,2301
20281,2033
20282,2184
20283,2294
20284,2568
20285,2568
20286,2475
20287,2568
20288,2475
20289,2520
20290,2520
20291,2520
20292,2520
20293,2520
20294,2403
20295,2403
20296,2859
20297,2578
20298,2746
20299,2489
20300,2489
20301,2578
20302,2746
20303,2922
20304,2434
20305,2542
20306,2746
20307,2489
20308,2578
20309,2866
20310,2618
20311,2771
20312,2597
20313,2521
20314,2434
20315,2692
20316,2909
20317,2597
20318,2778
20319,2692
20320,2459
20321,2537
20322,2933
20323,2624
20324,2879
20325,2537
20326,2678
20327,2734
20328,2970
20329,2970
20330,2811
20331,2656
20332,2424
20333,2537
20334,2670
20335,2670
20336,2670
20337,2670
20338,2606
20339,2606
20340,2792
20341,2792
20342,2767
20343,2825
20344,2675
20345,2675
20346,2634
20347,2621
20348,2621
20349,2621
20350,2621
20351,2715
20352,2715
20353,2715
20354,2727
20355,3116
20356,3070
20357,3116
20358,3116
20359,3116
20360,2595
20361,2595
20362,2815
20363,2815
20364,2490
20365,2815
20366,2957
20367,2957
20368,2957
20369,3161
20370,3161
20371,3080
20372,3022
20373,3022
20374,3173
20375,3218
20376,3112
20377,3244
20378,3196
20379,3196
20380,3196
20381,3196
20382,3244
20383,3112
20384,3147
20385,3227
20386,2714
20387,2714
20388,2850
20389,2850
20390,2894
20391,2894
20392,3046
20393,2716
20394,2894
20395,2894
20396,2667
20397,2667
20398,2753
20399,2753
20400,2667
20401,2643
20402,2753
20403,2753
20404,2906
20405,2906
20406,2799
20407,2975
20408,2799
20409,2808
20410,3032
20411,3046
20412,3032
20413,3182
20414,3032
20415,2975
20416,3182
20417,3215
20418,3215
20419,3032
20420,2881
20421,2881
20422,2943
20423,2943
20424,2999
20425,2999
20426,2999
20427,3044
20428,2962
20429,3044
20430,3044
20431,3071
20432,3071
20433,3115
20434,3115
20435,3115
20436,3052
20437,3115
20438,2576
20439,2666
20440,2647
20441,2739
20442,2719
20443,2719
20444,2786
20445,2786
20446,2729
20447,2719
20448,2786
20449,2786
20450,2719
20451,2786
20452,2786
20453,2786
20454,2868
20455,2868
20456,2868
20457,2536
20458,2536
20459,2536
20460,2536
20461,2536
20462,2536
20463,2536
20464,2087
20465,1929
20466,2423
20467,2294
20468,2371
20469,2211
20470,1906
20471,2371
20472,2132
20473,2279
20474,2301
20475,2180
20476,2033
20477,2033
20478,2033
20479,2033
20480,2180
20481,2301
20482,2033
20483,2033
20484,2033
20485,2027
20486,2027
20487,2184
20488,2294
20489,2184
20490,2184
20491,2184
20492,2184
20493,2294
20494,2211
20495,2211
20496,2568
20497,2568
20498,2376
20499,2376
20500,2520
20501,2376
20502,2376
20503,2376
20504,2166
20505,2403
20506,2595
20507,2166
20508,2166
20509,2380
20510,2166
20511,2380
20512,2166
20513,2166
20514,2380
20515,2166
20516,2166
20517,2166
20518,2380
20519,2380
20520,2380
20521,2578
20522,2578
20523,2489
20524,2866
20525,2922
20526,2489
20527,2771
20528,2866
20529,2771
20530,2922
20531,2618
20532,2955
20533,2771
20534,2771
20535,2909
20536,2459
20537,2434
20538,2823
20539,2955
20540,2692
20541,2521
20542,2823
20543,2778
20544,2692
20545,2462
20546,2685
20547,2462
20548,2537
20549,2656
20550,2656
20551,2462
20552,2527
20553,2527
20554,2527
20555,2527
20556,2475
20557,2933
20558,2778
20559,2434
20560,2592
20561,2592
20562,2592
20563,2592
20564,2592
20565,2670
20566,2670
20567,2592
20568,2648
20569,2648
20570,2648
20571,2648
20572,2648
20573,2606
20574,2606
20575,2606
20576,2865
20577,2865
20578,2865
20579,2792
20580,2767
20581,2825
20582,2825
20583,2825
20584,2675
20585,2634
20586,2675
20587,2634
20588,2522
20589,2675
20590,2522
20591,2621
20592,2522
20593,2621
20594,2551
20595,2621
20596,2551
20597,2551
20598,2531
20599,2531
20600,2625
20601,2715
20602,2727
20603,2727
20604,2621
20605,2727
20606,2727
20607,2727
20608,3116
20609,2595
20610,2490
20611,2815
20612,2490
20613,2490
20614,2928
20615,2957
20616,2957
20617,3080
20618,3080
20619,3080
20620,3022
20621,3218
20622,3173
20623,3173
20624,3218
20625,3112
20626,3196
20627,3112
20628,3112
20629,3196
20630,3227
20631,3147
20632,2714
20633,2714
20634,2812
20635,2812
20636,2812
20637,2850
20638,2850
20639,2850
20640,2850
20641,2894
20642,2716
20643,2716
20644,2716
20645,2716
20646,2716
20647,2716
20648,2667
20649,2643
20650,2667
20651,2667
20652,2643
20653,2643
20654,2643
20655,2643
20656,2643
20657,2643
20658,2894
20659,2906
20660,2906
20661,2799
20662,2799
20663,2799
20664,2799
20665,2799
20666,2799
20667,2799
20668,2808
20669,3046
20670,3046
20671,3032
20672,3032
20673,2975
20674,3182
20675,3182
20676,3182
20677,3182
20678,3182
20679,2975
20680,3126
20681,3126
20682,3182
20683,3126
20684,2975
20685,3215
20686,2975
20687,3126
20688,3215
20689,3215
20690,3215
20691,2881
20692,2881
20693,2817
20694,2798
20695,2847
20696,2943
20697,2748
20698,2943
20699,2962
20700,2962
20701,3005
20702,3005
20703,3005
20704,3005
20705,3052
20706,3052
20707,3115
20708,3206
20709,3206
20710,3206
20711,3231
20712,3206
20713,3231
20714,3231
20715,3231
20716,3255
20717,3255
20718,3148
20719,3148
20720,3148
20721,3148
20722,3148
20723,3148
20724,3178
20725,3078
20726,3148
20727,3078
20728,3078
20729,3107
20730,3107
20731,3078
20732,3128
20733,3128
20734,3159
20735,3159
20736,3159
20737,3333
20738,3271
20739,3264
20740,3351
20741,3412
20742,3412
20743,3412
20744,3337
20745,3594
20746,3594
20747,3594
20748,3594
20749,3594
20750,3527
20751,3527
20752,3527
20753,3527
20754,3527
20755,3521
20756,3521
20757,3508
20758,3508
20759,3508
20760,3433
20761,3508
20762,3445
20763,3501
20764,3501
20765,3501
20766,3445
20767,3501
20768,3653
20769,3653
20770,3653
20771,3615
20772,3615
20773,3615
20774,3615
20775,3584
20776,3493
20777,3562
20778,3577
20779,3493
20780,3597
20781,3562
20782,3493
20783,3493
20784,3493
20785,3577
20786,3597
20787,3597
20788,3585
20789,3525
20790,3525
20791,3525
20792,3653
20793,3716
20794,3716
20795,3680
20796,3680
20797,3791
20798,3683
20799,3506
20800,3585
20801,3356
20802,3280
20803,3280
20804,3356
20805,3373
20806,3385
20807,3385
20808,3300
20809,3262
20810,3340
20811,3340
20812,3289
20813,3329
20814,3289
20815,3329
20816,3417
20817,3417
20818,3381
20819,4118
20820,3905
20821,4621
20822,4473
20823,4044
20824,3834
20825,4044
20826,4044
20827,4473
20828,4473
20829,3834
20830,4044
20831,3887
20832,4044
20833,4473
20834,4473
20835,4473
20836,3713
20837,3713
20838,3879
20839,3827
20840,3792
20841,3770
20842,4623
20843,4542
20844,4474
20845,4474
20846,4586
20847,4615
20848,3052
20849,3052
20850,3115
20851,3052
20852,3052
20853,3052
20854,3148
20855,3078
20856,3078
20857,3178
20858,3178
20859,3178
20860,3178
20861,3078
20862,3107
20863,3107
20864,3107
20865,3107
20866,3128
20867,3128
20868,3128
20869,3159
20870,3128
20871,3159
20872,3159
20873,3159
20874,3159
20875,3198
20876,3198
20877,3198
20878,3378
20879,3378
20880,3351
20881,3412
20882,3351
20883,3337
20884,3337
20885,3337
20886,3527
20887,3527
20888,3527
20889,3454
20890,3454
20891,3454
20892,3527
20893,3521
20894,3521
20895,3454
20896,3521
20897,3454
20898,3521
20899,3521
20900,3521
20901,3521
20902,3508
20903,3508
20904,3508
20905,3508
20906,3501
20907,3501
20908,3653
20909,3653
20910,3615
20911,3615
20912,3584
20913,3562
20914,3562
20915,3562
20916,3577
20917,3577
20918,3493
20919,3493
20920,3597
20921,3493
20922,3577
20923,3577
20924,3525
20925,3525
20926,3716
20927,3680
20928,3680
20929,3680
20930,3791
20931,3791
20932,3704
20933,3704
20934,3704
20935,3704
20936,3704
20937,3683
20938,3683
20939,3683
20940,3585
20941,3585
20942,3585
20943,3585
20944,3585
20945,3356
20946,3356
20947,3217
20948,3217
20949,3217
20950,3217
20951,3217
20952,3217
20953,3373
20954,3300
20955,3300
20956,3373
20957,3300
20958,3236
20959,3300
20960,3300
20961,3262
20962,3340
20963,3289
20964,3430
20965,3329
20966,3329
20967,3430
20968,3329
20969,3329
20970,3312
20971,3312
20972,3381
20973,3381
20974,3381
20975,3381
20976,3381
20977,3409
20978,3409
20979,3409
20980,3409
20981,3430
20982,3430
20983,3430
20984,4118
20985,4473
20986,3834
20987,4473
20988,3905
20989,4473
20990,3834
20991,4044
20992,3834
20993,4044
20994,4473
20995,4044
20996,3834
20997,4044
20998,4044
20999,3834
21000,3887
21001,3887
21002,3713
21003,3713
21004,3713
21005,3660
21006,3713
21007,3660
21008,3660
21009,3660
21010,3660
21011,3660
21012,3660
21013,3660
21014,3879
21015,3879
21016,3879
21017,3827
21018,3827
21019,3827
21020,3827
21021,3827
21022,3827
21023,3827
21024,3792
21025,3792
21026,3770
21027,3770
21028,3555
21029,4541
21030,4557
21031,4547
21032,4542
21033,4474
21034,4474
21035,4474
21036,4474
21037,4474
21038,4615
21039,4615
21040,4693
21041,4693
21042,4649
21043,4649
21044,4649
21045,4633
21046,4634
21047,4633
21048,4615
21049,4618
21050,4618
21051,4642
21052,4642
21053,4642
21054,4622
21055,4650
21056,4650
21057,4650
21058,4638
21059,4622
21060,4622
21061,4638
21062,4632
21063,4595
21064,4622
21065,4595
21066,4632
21067,4632
21068,4625
21069,4632
21070,4595
21071,4650
21072,4651
21073,4665
21074,4736
21075,4736
21076,4736
21077,4736
21078,4809
21079,4809
21080,4736
21081,4736
21082,4755
21083,4755
21084,4809
21085,4653
21086,4809
21087,4809
21088,4776
21089,4719
21090,4734
21091,4776
21092,4776
21093,4776
21094,4776
21095,4740
21096,4776
21097,4712
21098,4731
21099,4707
21100,4731
21101,4731
21102,4731
21103,4815
21104,4815
21105,4772
21106,4772
21107,4772
21108,4745
21109,4772
21110,4772
21111,4772
21112,4761
21113,4745
21114,4745
21115,4745
21116,4744
21117,4744
21118,4711
21119,4744
21120,4772
21121,4772
21122,4744
21123,4808
21124,4771
21125,4759
21126,4782
21127,4782
21128,4782
21129,4782
21130,4773
21131,4747
21132,4747
21133,4763
21134,4763
21135,4771
21136,4783
21137,4783
21138,4849
21139,4849
21140,4849
21141,4849
21142,4849
21143,4839
21144,4839
21145,4839
21146,4839
21147,4870
21148,4839
21149,4870
21150,4839
21151,4839
21152,4839
21153,4876
21154,4818
21155,4818
21156,4899
21157,4876
21158,4818
21159,4844
21160,4818
21161,4612
21162,4612
21163,4612
21164,4541
21165,4541
21166,4693
21167,4649
21168,4633
21169,4633
21170,4634
21171,4646
21172,4618
21173,4618
21174,4642
21175,4622
21176,4650
21177,4642
21178,4595
21179,4622
21180,4622
21181,4622
21182,4595
21183,4642
21184,4622
21185,4622
21186,4650
21187,4638
21188,4622
21189,4638
21190,4649
21191,4638
21192,4595
21193,4649
21194,4622
21195,4638
21196,4595
21197,4632
21198,4649
21199,4632
21200,4633
21201,4625
21202,4633
21203,4625
21204,4625
21205,4625
21206,4633
21207,4633
21208,4595
21209,4625
21210,4625
21211,4625
21212,4625
21213,4651
21214,4651
21215,4651
21216,4657
21217,4660
21218,4660
21219,4650
21220,4665
21221,4665
21222,4665
21223,4670
21224,4736
21225,4736
21226,4719
21227,4776
21228,4809
21229,4653
21230,4653
21231,4809
21232,4719
21233,4653
21234,4719
21235,4755
21236,4719
21237,4776
21238,4653
21239,4776
21240,4734
21241,4776
21242,4653
21243,4734
21244,4809
21245,4776
21246,4719
21247,4653
21248,4776
21249,4776
21250,4734
21251,4776
21252,4776
21253,4776
21254,4776
21255,4776
21256,4776
21257,4740
21258,4776
21259,4740
21260,4739
21261,4776
21262,4739
21263,4739
21264,4739
21265,4809
21266,4809
21267,4809
21268,4712
21269,4712
21270,4712
21271,4731
21272,4731
21273,4731
21274,4731
21275,4727
21276,4727
21277,4705
21278,4727
21279,4711
21280,4710
21281,4708
21282,4708
21283,4681
21284,4815
21285,4815
21286,4772
21287,4772
21288,4815
21289,4815
21290,4772
21291,4772
21292,4772
21293,4772
21294,4772
21295,4745
21296,4745
21297,4745
21298,4745
21299,4744
21300,4711
21301,4711
21302,4711
21303,4711
21304,4711
21305,4711
21306,4711
21307,4745
21308,4772
21309,4772
21310,4772
21311,4745
21312,4745
21313,4754
21314,4754
21315,4754
21316,4745
21317,4754
21318,4744
21319,4744
21320,4744
21321,4744
21322,4744
21323,4759
21324,4782
21325,4782
21326,4782
21327,4782
21328,4782
21329,4782
21330,4782
21331,4782
21332,4773
21333,4773
21334,4773
21335,4763
21336,4763
21337,4763
21338,4763
21339,4763
21340,4782
21341,4747
21342,4747
21343,4747
21344,4747
21345,4747
21346,4773
21347,4747
21348,4773
21349,4773
21350,4773
21351,4763
21352,4763
21353,4763
21354,4763
21355,4763
21356,4763
21357,4763
21358,4763
21359,4763
21360,4763
21361,4763
21362,4815
21363,4783
21364,4783
21365,4808
21366,4808
21367,4783
21368,4783
21369,4783
21370,4783
21371,4783
21372,4783
21373,4839
