period,purpose,freq_dep,freq_arr,skim_period
12.25,9: Work-based,24738,12179.0,3: MD
12.75,1: Work,16986,15815.0,3: MD
12.75,2: University,2851,6133.0,3: MD
12.75,3: School,975,11634.0,3: MD
12.75,4: Escort,14260,13378.0,3: MD
12.75,5: Individual Maintenance,30002,36976.0,3: MD
12.75,6: Individual Discretionary,11390,16532.0,3: MD
12.75,7: Joint Maintenance,3063,4147.0,3: MD
12.75,8: Joint Discretionary,1352,1922.0,3: MD
12.75,9: Work-based,15217,27731.0,3: MD
13.25,1: Work,16494,19876.0,3: MD
13.25,2: University,2483,4989.0,3: MD
13.25,3: School,1157,14774.0,3: MD
13.25,4: Escort,16015,14644.0,3: MD
13.25,5: Individual Maintenance,29557,35669.0,3: MD
13.25,6: Individual Discretionary,10973,16313.0,3: MD
13.25,7: Joint Maintenance,2854,3666.0,3: MD
13.25,8: Joint Discretionary,1336,1960.0,3: MD
13.25,9: Work-based,7722,18382.0,3: MD
13.75,1: Work,16073,26552.0,3: MD
13.75,2: University,2110,5075.0,3: MD
13.75,3: School,1353,18119.0,3: MD
13.75,4: Escort,53932,14392.0,3: MD
13.75,5: Individual Maintenance,27922,39950.0,3: MD
13.75,6: Individual Discretionary,11149,16570.0,3: MD
13.75,7: Joint Maintenance,2794,4073.0,3: MD
13.75,8: Joint Discretionary,1260,2014.0,3: MD
13.75,9: Work-based,3994,9844.0,3: MD
14.25,1: Work,15489,34938.0,3: MD
14.25,2: University,1710,5579.0,3: MD
14.25,3: School,1468,48460.0,3: MD
14.25,4: Escort,88640,51237.0,3: MD
14.25,5: Individual Maintenance,26786,35540.0,3: MD
14.25,6: Individual Discretionary,10873,14222.0,3: MD
14.25,7: Joint Maintenance,2603,3640.0,3: MD
14.25,8: Joint Discretionary,1406,1850.0,3: MD
14.25,9: Work-based,3061,6479.0,3: MD
14.75,1: Work,14638,42548.0,3: MD
14.75,2: University,1479,5665.0,3: MD
14.75,3: School,1681,119639.0,3: MD
14.75,4: Escort,77601,91690.0,3: MD
14.75,5: Individual Maintenance,26060,34326.0,3: MD
14.75,6: Individual Discretionary,11538,13681.0,3: MD
14.75,7: Joint Maintenance,2729,3560.0,3: MD
14.75,8: Joint Discretionary,1691,1793.0,3: MD
14.75,9: Work-based,2366,4295.0,3: MD
15.25,1: Work,13127,63428.0,3: MD
15.25,2: University,1136,5799.0,3: MD
15.25,3: School,1915,112618.0,3: MD
15.25,4: Escort,67677,99153.0,3: MD
15.25,5: Individual Maintenance,26420,34694.0,3: MD
15.25,6: Individual Discretionary,13611,13296.0,3: MD
15.25,7: Joint Maintenance,3144,3619.0,3: MD
15.25,8: Joint Discretionary,2437,1672.0,3: MD
15.25,9: Work-based,1879,3284.0,3: MD
15.75,1: Work,11697,70327.0,4: PM
15.75,2: University,856,5755.0,4: PM
15.75,3: School,1975,70756.0,4: PM
15.75,4: Escort,42668,54306.0,4: PM
15.75,5: Individual Maintenance,26737,30438.0,4: PM
15.75,6: Individual Discretionary,16891,9803.0,4: PM
15.75,7: Joint Maintenance,3481,3217.0,4: PM
15.75,8: Joint Discretionary,1925,1356.0,4: PM
15.75,9: Work-based,1510,2486.0,4: PM
16.25,1: Work,10555,88145.0,4: PM
16.25,2: University,656,5830.0,4: PM
16.25,3: School,1879,39958.0,4: PM
16.25,4: Escort,35811,46551.0,4: PM
16.25,5: Individual Maintenance,24903,33493.0,4: PM
16.25,6: Individual Discretionary,19687,10176.0,4: PM
16.25,7: Joint Maintenance,3549,3859.0,4: PM
16.25,8: Joint Discretionary,2912,1513.0,4: PM
16.25,9: Work-based,1171,1977.0,4: PM
16.75,1: Work,9606,118896.0,4: PM
16.75,2: University,4461,5774.0,4: PM
16.75,3: School,1794,34027.0,4: PM
16.75,4: Escort,22702,30129.0,4: PM
16.75,5: Individual Maintenance,23258,30495.0,4: PM
16.75,6: Individual Discretionary,22310,14718.0,4: PM
16.75,7: Joint Maintenance,3450,3712.0,4: PM
16.75,8: Joint Discretionary,3279,2098.0,4: PM
16.75,9: Work-based,1128,1500.0,4: PM
17.25,1: Work,8972,138649.0,4: PM
17.25,2: University,3342,5468.0,4: PM
17.25,3: School,1591,32394.0,4: PM
17.25,4: Escort,20659,24798.0,4: PM
17.25,5: Individual Maintenance,22825,27130.0,4: PM
17.25,6: Individual Discretionary,26197,17012.0,4: PM
17.25,7: Joint Maintenance,3741,3507.0,4: PM
17.25,8: Joint Discretionary,5552,2501.0,4: PM
17.25,9: Work-based,882,1189.0,4: PM
17.75,1: Work,8149,121672.0,4: PM
17.75,2: University,2556,4912.0,4: PM
17.75,3: School,1299,25812.0,4: PM
17.75,4: Escort,17732,21409.0,4: PM
17.75,5: Individual Maintenance,23023,23366.0,4: PM
17.75,6: Individual Discretionary,33678,19268.0,4: PM
17.75,7: Joint Maintenance,4119,3387.0,4: PM
17.75,8: Joint Discretionary,7068,3107.0,4: PM
17.75,9: Work-based,756,821.0,4: PM
18.25,1: Work,7354,86241.0,4: PM
18.25,2: University,1963,4755.0,4: PM
18.25,3: School,961,13434.0,4: PM
18.25,4: Escort,15956,18477.0,4: PM
18.25,5: Individual Maintenance,23250,25687.0,4: PM
18.25,6: Individual Discretionary,39806,21574.0,4: PM
18.25,7: Joint Maintenance,4548,3760.0,4: PM
18.25,8: Joint Discretionary,8982,3707.0,4: PM
18.25,9: Work-based,719,738.0,4: PM
18.75,1: Work,6292,54651.0,4: PM
18.75,2: University,1484,4582.0,4: PM
18.75,3: School,716,7014.0,4: PM
18.75,4: Escort,14178,16087.0,4: PM
18.75,5: Individual Maintenance,24571,21424.0,4: PM
18.75,6: Individual Discretionary,42798,24894.0,4: PM
18.75,7: Joint Maintenance,4908,3520.0,4: PM
18.75,8: Joint Discretionary,10872,4634.0,4: PM
18.75,9: Work-based,648,744.0,4: PM
19.25,1: Work,5489,51146.0,5: EV
19.25,2: University,234,4198.0,5: EV
19.25,3: School,431,4217.0,5: EV
19.25,4: Escort,12314,14921.0,5: EV
19.25,5: Individual Maintenance,18036,23163.0,5: EV
19.25,6: Individual Discretionary,23813,28306.0,5: EV
19.25,7: Joint Maintenance,3531,4087.0,5: EV
19.25,8: Joint Discretionary,4930,5950.0,5: EV
19.25,9: Work-based,687,698.0,5: EV
19.75,1: Work,4635,32900.0,5: EV
19.75,2: University,247,4150.0,5: EV
19.75,3: School,254,2190.0,5: EV
19.75,4: Escort,10529,12691.0,5: EV
19.75,5: Individual Maintenance,13736,23279.0,5: EV
19.75,6: Individual Discretionary,9360,30366.0,5: EV
19.75,7: Joint Maintenance,2472,4498.0,5: EV
19.75,8: Joint Discretionary,1679,6928.0,5: EV
19.75,9: Work-based,568,654.0,5: EV
20.25,1: Work,3540,24970.0,5: EV
20.25,2: University,269,4074.0,5: EV
20.25,3: School,173,1150.0,5: EV
20.25,4: Escort,9034,10996.0,5: EV
20.25,5: Individual Maintenance,9450,24366.0,5: EV
20.25,6: Individual Discretionary,6963,32673.0,5: EV
20.25,7: Joint Maintenance,1731,4676.0,5: EV
20.25,8: Joint Discretionary,1198,7029.0,5: EV
20.25,9: Work-based,527,653.0,5: EV
20.75,1: Work,2768,19967.0,5: EV
20.75,2: University,261,3826.0,5: EV
20.75,3: School,140,650.0,5: EV
20.75,4: Escort,7491,9486.0,5: EV
20.75,5: Individual Maintenance,6376,17128.0,5: EV
20.75,6: Individual Discretionary,5273,33221.0,5: EV
20.75,7: Joint Maintenance,1031,3270.0,5: EV
20.75,8: Joint Discretionary,732,6689.0,5: EV
20.75,9: Work-based,507,641.0,5: EV
21.25,1: Work,2271,17013.0,5: EV
21.25,2: University,199,3425.0,5: EV
21.25,3: School,115,357.0,5: EV
21.25,4: Escort,6486,7979.0,5: EV
21.25,5: Individual Maintenance,4198,12319.0,5: EV
21.25,6: Individual Discretionary,3487,36775.0,5: EV
21.25,7: Joint Maintenance,627,2389.0,5: EV
21.25,8: Joint Discretionary,476,6521.0,5: EV
21.25,9: Work-based,441,571.0,5: EV
21.75,1: Work,1622,14725.0,5: EV
21.75,2: University,104,2908.0,5: EV
21.75,3: School,106,359.0,5: EV
21.75,4: Escort,5491,7031.0,5: EV
21.75,5: Individual Maintenance,2804,9127.0,5: EV
21.75,6: Individual Discretionary,2741,14892.0,5: EV
21.75,7: Joint Maintenance,447,1657.0,5: EV
21.75,8: Joint Discretionary,351,2654.0,5: EV
21.75,9: Work-based,404,578.0,5: EV
22.25,1: Work,1217,13326.0,5: EV
22.25,2: University,83,2358.0,5: EV
22.25,3: School,74,381.0,5: EV
22.25,4: Escort,4680,5932.0,5: EV
22.25,5: Individual Maintenance,1907,6519.0,5: EV
22.25,6: Individual Discretionary,2093,12950.0,5: EV
22.25,7: Joint Maintenance,246,1056.0,5: EV
22.25,8: Joint Discretionary,213,1719.0,5: EV
22.25,9: Work-based,336,539.0,5: EV
22.75,1: Work,834,12888.0,5: EV
22.75,2: University,38,1821.0,5: EV
22.75,3: School,77,362.0,5: EV
22.75,4: Escort,3964,5229.0,5: EV
22.75,5: Individual Maintenance,1249,4733.0,5: EV
22.75,6: Individual Discretionary,1575,8389.0,5: EV
22.75,7: Joint Maintenance,170,720.0,5: EV
22.75,8: Joint Discretionary,186,953.0,5: EV
22.75,9: Work-based,230,498.0,5: EV
23.25,1: Work,606,12775.0,5: EV
23.25,2: University,5,1338.0,5: EV
23.25,3: School,53,403.0,5: EV
23.25,4: Escort,3607,4472.0,5: EV
23.25,5: Individual Maintenance,758,3398.0,5: EV
23.25,6: Individual Discretionary,932,7354.0,5: EV
23.25,7: Joint Maintenance,90,505.0,5: EV
23.25,8: Joint Discretionary,108,762.0,5: EV
23.25,9: Work-based,186,429.0,5: EV
23.75,1: Work,409,14930.0,5: EV
23.75,2: University,9,1028.0,5: EV
23.75,3: School,40,407.0,5: EV
23.75,4: Escort,3321,3944.0,5: EV
23.75,5: Individual Maintenance,380,2513.0,5: EV
23.75,6: Individual Discretionary,590,3726.0,5: EV
23.75,7: Joint Maintenance,33,329.0,5: EV
23.75,8: Joint Discretionary,43,394.0,5: EV
23.75,9: Work-based,104,388.0,5: EV
24.25,1: Work,226,26238.0,5: EV
24.25,2: University,2,812.0,5: EV
24.25,3: School,20,418.0,5: EV
24.25,4: Escort,1284,5421.0,5: EV
24.25,5: Individual Maintenance,106,2033.0,5: EV
24.25,6: Individual Discretionary,169,4064.0,5: EV
24.25,7: Joint Maintenance,16,269.0,5: EV
24.25,8: Joint Discretionary,12,446.0,5: EV
24.25,9: Work-based,53,270.0,5: EV
