stop_period,tour_purpose,freq,stop_skim_period
14.25,6: Individual Discretionary,41693,3: MD
14.25,7: Joint Maintenance,11641,3: MD
14.25,8: Joint Discretionary,5900,3: MD
14.25,9: Work-based,9337,3: MD
14.75,1: Work,75764,3: MD
14.75,2: University,8464,3: MD
14.75,3: School,172243,3: MD
14.75,4: Escort,259217,3: MD
14.75,5: Individual Maintenance,102738,3: MD
14.75,6: Individual Discretionary,44070,3: MD
14.75,7: Joint Maintenance,11966,3: MD
14.75,8: Joint Discretionary,7002,3: MD
14.75,9: Work-based,6329,3: MD
15.25,1: Work,106599,3: MD
15.25,2: University,8469,3: MD
15.25,3: School,165490,3: MD
15.25,4: Escort,244757,3: MD
15.25,5: Individual Maintenance,98462,3: MD
15.25,6: Individual Discretionary,42362,3: MD
15.25,7: Joint Maintenance,12025,3: MD
15.25,8: Joint Discretionary,7291,3: MD
15.25,9: Work-based,4691,3: MD
15.75,1: Work,113490,4: PM
15.75,2: University,7975,4: PM
15.75,3: School,107153,4: PM
15.75,4: Escort,143832,4: PM
15.75,5: Individual Maintenance,90419,4: PM
15.75,6: Individual Discretionary,40751,4: PM
15.75,7: Joint Maintenance,11448,4: PM
15.75,8: Joint Discretionary,5868,4: PM
15.75,9: Work-based,3631,4: PM
16.25,1: Work,136869,4: PM
16.25,2: University,8037,4: PM
16.25,3: School,63141,4: PM
16.25,4: Escort,122792,4: PM
16.25,5: Individual Maintenance,93402,4: PM
16.25,6: Individual Discretionary,45987,4: PM
16.25,7: Joint Maintenance,12674,4: PM
16.25,8: Joint Discretionary,7330,4: PM
16.25,9: Work-based,2907,4: PM
16.75,1: Work,181120,4: PM
16.75,2: University,10722,4: PM
16.75,3: School,55061,4: PM
16.75,4: Escort,78503,4: PM
16.75,5: Individual Maintenance,81379,4: PM
16.75,6: Individual Discretionary,54470,4: PM
16.75,7: Joint Maintenance,11529,4: PM
16.75,8: Joint Discretionary,9110,4: PM
16.75,9: Work-based,2472,4: PM
17.25,1: Work,209604,4: PM
17.25,2: University,9691,4: PM
17.25,3: School,52086,4: PM
17.25,4: Escort,64247,4: PM
17.25,5: Individual Maintenance,77387,4: PM
17.25,6: Individual Discretionary,67562,4: PM
17.25,7: Joint Maintenance,12124,4: PM
17.25,8: Joint Discretionary,12944,4: PM
17.25,9: Work-based,1904,4: PM
17.75,1: Work,183756,4: PM
17.75,2: University,8683,4: PM
17.75,3: School,42475,4: PM
17.75,4: Escort,57492,4: PM
17.75,5: Individual Maintenance,72350,4: PM
17.75,6: Individual Discretionary,75728,4: PM
17.75,7: Joint Maintenance,12314,4: PM
17.75,8: Joint Discretionary,15263,4: PM
17.75,9: Work-based,1563,4: PM
18.25,1: Work,130989,4: PM
18.25,2: University,8031,4: PM
18.25,3: School,22518,4: PM
18.25,4: Escort,50389,4: PM
18.25,5: Individual Maintenance,71959,4: PM
18.25,6: Individual Discretionary,91287,4: PM
18.25,7: Joint Maintenance,13025,4: PM
18.25,8: Joint Discretionary,19393,4: PM
18.25,9: Work-based,1309,4: PM
18.75,1: Work,84282,4: PM
18.75,2: University,7263,4: PM
18.75,3: School,12206,4: PM
18.75,4: Escort,43002,4: PM
18.75,5: Individual Maintenance,67071,4: PM
18.75,6: Individual Discretionary,97706,4: PM
18.75,7: Joint Maintenance,12651,4: PM
18.75,8: Joint Discretionary,23203,4: PM
18.75,9: Work-based,1223,4: PM
19.25,1: Work,76168,5: EV
19.25,2: University,5557,5: EV
19.25,3: School,7307,5: EV
19.25,4: Escort,38542,5: EV
19.25,5: Individual Maintenance,61538,5: EV
19.25,6: Individual Discretionary,82518,5: EV
19.25,7: Joint Maintenance,11674,5: EV
19.25,8: Joint Discretionary,18533,5: EV
19.25,9: Work-based,1214,5: EV
19.75,1: Work,50484,5: EV
19.75,2: University,5391,5: EV
19.75,3: School,4025,5: EV
19.75,4: Escort,35294,5: EV
19.75,5: Individual Maintenance,58981,5: EV
19.75,6: Individual Discretionary,67568,5: EV
19.75,7: Joint Maintenance,11647,5: EV
19.75,8: Joint Discretionary,15325,5: EV
19.75,9: Work-based,1144,5: EV
20.25,1: Work,38395,5: EV
20.25,2: University,5225,5: EV
20.25,3: School,2317,5: EV
20.25,4: Escort,29324,5: EV
20.25,5: Individual Maintenance,51339,5: EV
20.25,6: Individual Discretionary,62808,5: EV
20.25,7: Joint Maintenance,10014,5: EV
20.25,8: Joint Discretionary,13580,5: EV
20.25,9: Work-based,1141,5: EV
20.75,1: Work,29957,5: EV
20.75,2: University,4912,5: EV
20.75,3: School,1274,5: EV
20.75,4: Escort,25040,5: EV
20.75,5: Individual Maintenance,37291,5: EV
20.75,6: Individual Discretionary,63798,5: EV
20.75,7: Joint Maintenance,7584,5: EV
20.75,8: Joint Discretionary,12789,5: EV
20.75,9: Work-based,976,5: EV
21.25,1: Work,25354,5: EV
21.25,2: University,4249,5: EV
21.25,3: School,842,5: EV
21.25,4: Escort,21164,5: EV
21.25,5: Individual Maintenance,26467,5: EV
21.25,6: Individual Discretionary,64722,5: EV
21.25,7: Joint Maintenance,5102,5: EV
21.25,8: Joint Discretionary,11646,5: EV
21.25,9: Work-based,976,5: EV
21.75,1: Work,21275,5: EV
21.75,2: University,3500,5: EV
21.75,3: School,765,5: EV
21.75,4: Escort,18975,5: EV
21.75,5: Individual Maintenance,18661,5: EV
21.75,6: Individual Discretionary,27757,5: EV
21.75,7: Joint Maintenance,3612,5: EV
21.75,8: Joint Discretionary,4761,5: EV
21.75,9: Work-based,908,5: EV
22.25,1: Work,19180,5: EV
22.25,2: University,2908,5: EV
22.25,3: School,660,5: EV
22.25,4: Escort,15721,5: EV
22.25,5: Individual Maintenance,13708,5: EV
22.25,6: Individual Discretionary,23766,5: EV
22.25,7: Joint Maintenance,2314,5: EV
22.25,8: Joint Discretionary,3156,5: EV
22.25,9: Work-based,853,5: EV
22.75,1: Work,17857,5: EV
22.75,2: University,2256,5: EV
22.75,3: School,670,5: EV
22.75,4: Escort,13754,5: EV
22.75,5: Individual Maintenance,9679,5: EV
22.75,6: Individual Discretionary,15846,5: EV
22.75,7: Joint Maintenance,1653,5: EV
22.75,8: Joint Discretionary,1750,5: EV
22.75,9: Work-based,730,5: EV
23.25,1: Work,17693,5: EV
23.25,2: University,1614,5: EV
23.25,3: School,757,5: EV
23.25,4: Escort,11999,5: EV
23.25,5: Individual Maintenance,7117,5: EV
23.25,6: Individual Discretionary,12769,5: EV
23.25,7: Joint Maintenance,975,5: EV
23.25,8: Joint Discretionary,1341,5: EV
23.25,9: Work-based,615,5: EV
23.75,1: Work,19457,5: EV
23.75,2: University,1212,5: EV
23.75,3: School,763,5: EV
23.75,4: Escort,10330,5: EV
23.75,5: Individual Maintenance,4911,5: EV
23.75,6: Individual Discretionary,7191,5: EV
23.75,7: Joint Maintenance,782,5: EV
23.75,8: Joint Discretionary,655,5: EV
23.75,9: Work-based,478,5: EV
24.25,1: Work,32341,5: EV
24.25,2: University,940,5: EV
24.25,3: School,741,5: EV
24.25,4: Escort,10159,5: EV
24.25,5: Individual Maintenance,4013,5: EV
24.25,6: Individual Discretionary,6473,5: EV
24.25,7: Joint Maintenance,515,5: EV
24.25,8: Joint Discretionary,644,5: EV
24.25,9: Work-based,325,5: EV
