tour_purpose,freq,stop_skim_period,stop_period
5: Individual Maintenance,1793.5057512201925,1: EA,0.25
5: Individual Maintenance,987.5628208656648,1: EA,0.75
5: Individual Maintenance,514.3420824368302,1: EA,1.25
5: Individual Maintenance,272.46660954004784,1: EA,1.75
5: Individual Maintenance,161.40078475168644,1: EA,2.25
5: Individual Maintenance,117.17600583775764,1: EA,2.75
5: Individual Maintenance,137.1926777990446,1: EA,3.75
5: Individual Maintenance,213.2035540218754,1: EA,4.25
5: Individual Maintenance,382.4573683202124,1: EA,4.75
5: Individual Maintenance,1197.0,1: EA,5.25
5: Individual Maintenance,110.69234520668843,1: EA,3.25
5: Individual Maintenance,3488.0,2: AM,6.25
5: Individual Maintenance,2058.0,1: EA,5.75
5: Individual Maintenance,127083.0,3: MD,10.25
5: Individual Maintenance,79353.0,3: MD,9.75
5: Individual Maintenance,47794.0,3: MD,9.25
5: Individual Maintenance,34380.0,2: AM,8.75
5: Individual Maintenance,135650.0,3: MD,10.75
5: Individual Maintenance,14928.0,2: AM,7.75
5: Individual Maintenance,8801.0,2: AM,7.25
5: Individual Maintenance,5650.0,2: AM,6.75
5: Individual Maintenance,24171.0,2: AM,8.25
6: Individual Discretionary,75728.0,4: PM,17.75
6: Individual Discretionary,47435.0,3: MD,13.25
6: Individual Discretionary,46897.0,3: MD,13.75
6: Individual Discretionary,41693.0,3: MD,14.25
6: Individual Discretionary,44070.0,3: MD,14.75
6: Individual Discretionary,42362.0,3: MD,15.25
6: Individual Discretionary,40751.0,4: PM,15.75
6: Individual Discretionary,45987.0,4: PM,16.25
6: Individual Discretionary,54470.0,4: PM,16.75
6: Individual Discretionary,67562.0,4: PM,17.25
6: Individual Discretionary,91287.0,4: PM,18.25
6: Individual Discretionary,7191.0,5: EV,23.75
6: Individual Discretionary,82518.0,5: EV,19.25
6: Individual Discretionary,67568.0,5: EV,19.75
6: Individual Discretionary,62808.0,5: EV,20.25
6: Individual Discretionary,63798.0,5: EV,20.75
6: Individual Discretionary,64722.0,5: EV,21.25
6: Individual Discretionary,27757.0,5: EV,21.75
6: Individual Discretionary,23766.0,5: EV,22.25
6: Individual Discretionary,15846.0,5: EV,22.75
6: Individual Discretionary,12769.0,5: EV,23.25
6: Individual Discretionary,46703.0,3: MD,12.75
6: Individual Discretionary,97706.0,4: PM,18.75
6: Individual Discretionary,54295.0,3: MD,12.25
6: Individual Discretionary,56980.0,3: MD,11.75
6: Individual Discretionary,51691.0,3: MD,11.25
6: Individual Discretionary,1384.33437508529,1: EA,0.75
6: Individual Discretionary,746.6437302000336,1: EA,1.25
6: Individual Discretionary,458.5509588696441,1: EA,1.75
6: Individual Discretionary,343.0051920614556,1: EA,2.25
6: Individual Discretionary,323.9453518411042,1: EA,2.75
6: Individual Discretionary,384.77546858067376,1: EA,3.25
6: Individual Discretionary,552.1694744352576,1: EA,3.75
6: Individual Discretionary,898.7553908227636,1: EA,4.25
6: Individual Discretionary,1549.58468087628,1: EA,4.75
6: Individual Discretionary,3891.0,1: EA,5.25
6: Individual Discretionary,2695.235377227497,1: EA,0.25
6: Individual Discretionary,8446.0,2: AM,6.25
6: Individual Discretionary,12153.0,2: AM,6.75
6: Individual Discretionary,17099.0,2: AM,7.25
6: Individual Discretionary,28561.0,2: AM,7.75
6: Individual Discretionary,31958.0,2: AM,8.25
6: Individual Discretionary,36120.0,2: AM,8.75
6: Individual Discretionary,41584.0,3: MD,9.25
6: Individual Discretionary,50993.0,3: MD,9.75
6: Individual Discretionary,52478.0,3: MD,10.25
6: Individual Discretionary,46680.0,3: MD,10.75
6: Individual Discretionary,5534.0,1: EA,5.75
7: Joint Maintenance,11529.0,4: PM,16.75
7: Joint Maintenance,12674.0,4: PM,16.25
7: Joint Maintenance,11448.0,4: PM,15.75
7: Joint Maintenance,12771.0,3: MD,13.25
7: Joint Maintenance,11966.0,3: MD,14.75
7: Joint Maintenance,11641.0,3: MD,14.25
7: Joint Maintenance,13014.0,3: MD,13.75
7: Joint Maintenance,12124.0,4: PM,17.25
7: Joint Maintenance,12025.0,3: MD,15.25
7: Joint Maintenance,12314.0,4: PM,17.75
7: Joint Maintenance,5102.0,5: EV,21.25
7: Joint Maintenance,11674.0,5: EV,19.25
7: Joint Maintenance,11647.0,5: EV,19.75
7: Joint Maintenance,10014.0,5: EV,20.25
7: Joint Maintenance,7584.0,5: EV,20.75
7: Joint Maintenance,3612.0,5: EV,21.75
7: Joint Maintenance,2314.0,5: EV,22.25
7: Joint Maintenance,1653.0,5: EV,22.75
7: Joint Maintenance,975.0,5: EV,23.25
7: Joint Maintenance,782.0,5: EV,23.75
7: Joint Maintenance,13712.0,3: MD,12.75
7: Joint Maintenance,12651.0,4: PM,18.75
7: Joint Maintenance,14077.0,3: MD,12.25
7: Joint Maintenance,13025.0,4: PM,18.25
7: Joint Maintenance,15395.0,3: MD,11.25
7: Joint Maintenance,16175.0,3: MD,11.75
7: Joint Maintenance,135.45874519961848,1: EA,0.75
7: Joint Maintenance,67.90016780978087,1: EA,1.25
7: Joint Maintenance,36.06042623752482,1: EA,1.75
7: Joint Maintenance,22.653807887114752,1: EA,2.25
7: Joint Maintenance,18.55233380196514,1: EA,2.75
7: Joint Maintenance,20.82064231115518,1: EA,3.25
7: Joint Maintenance,31.39643394974919,1: EA,3.75
7: Joint Maintenance,58.47955946557888,1: EA,4.25
7: Joint Maintenance,119.22774830891457,1: EA,4.75
7: Joint Maintenance,362.0,1: EA,5.25
7: Joint Maintenance,261.4501350285981,1: EA,0.25
7: Joint Maintenance,588.0,1: EA,5.75
7: Joint Maintenance,937.0,2: AM,6.25
7: Joint Maintenance,1270.0,2: AM,6.75
7: Joint Maintenance,1574.0,2: AM,7.25
7: Joint Maintenance,1929.0,2: AM,7.75
7: Joint Maintenance,2865.0,2: AM,8.25
7: Joint Maintenance,3840.0,2: AM,8.75
7: Joint Maintenance,5496.0,3: MD,9.25
7: Joint Maintenance,9142.0,3: MD,9.75
7: Joint Maintenance,14894.0,3: MD,10.25
7: Joint Maintenance,15877.0,3: MD,10.75
8: Joint Discretionary,12944.0,4: PM,17.25
8: Joint Discretionary,9110.0,4: PM,16.75
8: Joint Discretionary,7330.0,4: PM,16.25
8: Joint Discretionary,5868.0,4: PM,15.75
8: Joint Discretionary,6394.0,3: MD,13.25
8: Joint Discretionary,7002.0,3: MD,14.75
8: Joint Discretionary,5900.0,3: MD,14.25
8: Joint Discretionary,6361.0,3: MD,13.75
8: Joint Discretionary,7291.0,3: MD,15.25
8: Joint Discretionary,19393.0,4: PM,18.25
8: Joint Discretionary,12789.0,5: EV,20.75
8: Joint Discretionary,18533.0,5: EV,19.25
8: Joint Discretionary,15325.0,5: EV,19.75
8: Joint Discretionary,13580.0,5: EV,20.25
8: Joint Discretionary,655.0,5: EV,23.75
8: Joint Discretionary,11646.0,5: EV,21.25
8: Joint Discretionary,4761.0,5: EV,21.75
8: Joint Discretionary,3156.0,5: EV,22.25
8: Joint Discretionary,1750.0,5: EV,22.75
8: Joint Discretionary,1341.0,5: EV,23.25
8: Joint Discretionary,6185.0,3: MD,12.75
8: Joint Discretionary,23203.0,4: PM,18.75
8: Joint Discretionary,7256.0,3: MD,12.25
8: Joint Discretionary,15263.0,4: PM,17.75
8: Joint Discretionary,6352.0,3: MD,11.25
8: Joint Discretionary,248.99649604779137,1: EA,0.25
8: Joint Discretionary,130.48966854221686,1: EA,0.75
8: Joint Discretionary,74.65980175074218,1: EA,1.25
8: Joint Discretionary,50.450971896141205,1: EA,1.75
8: Joint Discretionary,42.948886982310974,1: EA,2.25
8: Joint Discretionary,47.44421165719711,1: EA,2.75
8: Joint Discretionary,7480.0,3: MD,11.75
8: Joint Discretionary,112.60451078453382,1: EA,3.75
8: Joint Discretionary,207.3899118309002,1: EA,4.25
8: Joint Discretionary,379.21049060830813,1: EA,4.75
8: Joint Discretionary,943.0,1: EA,5.25
8: Joint Discretionary,66.80504989985823,1: EA,3.25
8: Joint Discretionary,1435.0,2: AM,6.25
8: Joint Discretionary,1991.0,2: AM,6.75
8: Joint Discretionary,2128.0,2: AM,7.25
8: Joint Discretionary,2459.0,2: AM,7.75
8: Joint Discretionary,2516.0,2: AM,8.25
8: Joint Discretionary,2693.0,2: AM,8.75
8: Joint Discretionary,2938.0,3: MD,9.25
8: Joint Discretionary,5298.0,3: MD,9.75
8: Joint Discretionary,6092.0,3: MD,10.25
8: Joint Discretionary,5422.0,3: MD,10.75
8: Joint Discretionary,1130.0,1: EA,5.75
9: Work-based,2472.0,4: PM,16.75
9: Work-based,2907.0,4: PM,16.25
9: Work-based,3631.0,4: PM,15.75
9: Work-based,4691.0,3: MD,15.25
9: Work-based,40710.0,3: MD,12.75
9: Work-based,9337.0,3: MD,14.25
9: Work-based,13712.0,3: MD,13.75
9: Work-based,25177.0,3: MD,13.25
9: Work-based,6329.0,3: MD,14.75
9: Work-based,1904.0,4: PM,17.25
9: Work-based,730.0,5: EV,22.75
9: Work-based,1309.0,4: PM,18.25
9: Work-based,1223.0,4: PM,18.75
9: Work-based,1214.0,5: EV,19.25
9: Work-based,1144.0,5: EV,19.75
9: Work-based,1141.0,5: EV,20.25
9: Work-based,976.0,5: EV,20.75
9: Work-based,976.0,5: EV,21.25
9: Work-based,908.0,5: EV,21.75
9: Work-based,853.0,5: EV,22.25
9: Work-based,34763.0,3: MD,12.25
9: Work-based,1563.0,4: PM,17.75
9: Work-based,24037.0,3: MD,11.75
9: Work-based,477.0,1: EA,5.75
9: Work-based,6912.0,3: MD,10.75
9: Work-based,615.0,5: EV,23.25
9: Work-based,138.93141570331895,1: EA,0.25
9: Work-based,67.80416478019731,1: EA,0.75
9: Work-based,33.08890858964879,1: EA,1.25
9: Work-based,17.92118770563542,1: EA,1.75
9: Work-based,11.851007800044174,1: EA,2.25
9: Work-based,10.212591427370505,1: EA,2.75
9: Work-based,11.70584483143648,1: EA,3.25
9: Work-based,17.38130777461678,1: EA,3.75
9: Work-based,31.323011366147313,1: EA,4.25
9: Work-based,62.78056002158429,1: EA,4.75
9: Work-based,185.0,1: EA,5.25
9: Work-based,570.0,2: AM,6.25
9: Work-based,839.0,2: AM,6.75
9: Work-based,1010.0,2: AM,7.25
9: Work-based,1322.0,2: AM,7.75
9: Work-based,1898.0,2: AM,8.25
9: Work-based,2352.0,2: AM,8.75
9: Work-based,3319.0,3: MD,9.25
9: Work-based,4122.0,3: MD,9.75
9: Work-based,5395.0,3: MD,10.25
9: Work-based,9269.0,3: MD,11.25
9: Work-based,478.0,5: EV,23.75
