mgra,taz,lightTruckTripsProds,lightTruckTripsAttrs,medTruckTripsProds,medTruckTripsAttrs,heavyTruckTripsProds,heavyTruckTripsAttrs,CommercialVehicleTripsProds,CommercialVehicleTripsAttrs,ExternalInternalTripsProds,ExternalInternalTripsAttrs,ExternalExternalTripsProds,ExternalExternalTripsAttrs
15766,19,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
15767,19,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
15771,19,0.2661804,0.26572889,0.26623353,0.26527205,0.22289412,0.24453799,0.23717371,0.23717371,0,0,0.06666667,0.06666667
15772,19,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
15774,19,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
15779,19,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
15780,19,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
15781,19,0.008318137,0.008304028,0.008319798,0.008289752,0.006965441,0.007641812,0.007411678,0.007411678,0,0,0.06666667,0.06666667
15785,19,0.22218557,0.22350487,0.2146439,0.21748014,0.33848038,0.28161195,0.25940874,0.25940874,0.5,0.5,0.06666667,0.06666667
15787,19,0.016636275,0.016608056,0.016639596,0.016579503,0.013930882,0.015283625,0.014823357,0.014823357,0,0,0.06666667,0.06666667
15789,19,0.22049929,0.22012529,0.22792961,0.22710647,0.19483507,0.20638666,0.24400884,0.24400884,0.5,0.5,0.06666667,0.06666667
15889,20,0.078470081,0.078470081,0.047551569,0.047551569,0.037875455,0.057458617,0.011078045,0.011078045,0,0,0.33333334,0.33333334
15893,20,0.11792104,0.11792104,0.085530214,0.085530214,0.075393341,0.095909022,0.040332247,0.040332247,0.035714284,0.035714284,0.33333334,0.33333334
15894,20,0.80360889,0.80360889,0.86691821,0.86691821,0.88673121,0.84663236,0.94858974,0.94858974,0.96428573,0.96428573,0.33333334,0.33333334
15890,21,0.010532764,0.010166406,0.009576156,0.008950699,0.001690781,0.003080842,0.003100566,0.003100566,0,0,0.045454547,0.045454547
15891,21,0.038246479,0.036916159,0.041149102,0.038461491,0.007995296,0.012340819,0.022934897,0.022934897,0.02189781,0.02189781,0.045454547,0.045454547
15892,21,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
15895,21,0.41304502,0.42048234,0.28384981,0.30625355,0.45480266,0.44884878,0.29968062,0.29968062,0.30656934,0.30656934,0.045454547,0.045454547
15896,21,0.015799146,0.015249607,0.014364233,0.013426049,0.002536172,0.004621263,0.004650849,0.004650849,0,0,0.045454547,0.045454547
15898,21,0.066211291,0.063908279,0.17187431,0.16064851,0.19385922,0.18088633,0.059797756,0.059797756,0.080291972,0.080291972,0.045454547,0.045454547
15899,21,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
15900,21,0.005266382,0.005083203,0.004788078,0.00447535,0.000845391,0.001540421,0.001550283,0.001550283,0,0,0.045454547,0.045454547
15902,21,0.18922839,0.1904337,0.19030884,0.19250154,0.18397139,0.18173358,0.30790943,0.30790943,0.28467152,0.28467152,0.045454547,0.045454547
15903,21,0.005266382,0.005083203,0.004788078,0.00447535,0.000845391,0.001540421,0.001550283,0.001550283,0,0,0.045454547,0.045454547
15904,21,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
15905,21,0.005266382,0.005083203,0.004788078,0.00447535,0.000845391,0.001540421,0.001550283,0.001550283,0,0,0.045454547,0.045454547
15906,21,0.010532764,0.010166406,0.009576156,0.008950699,0.001690781,0.003080842,0.003100566,0.003100566,0,0,0.045454547,0.045454547
15907,21,0.010532764,0.010166406,0.009576156,0.008950699,0.001690781,0.003080842,0.003100566,0.003100566,0,0,0.045454547,0.045454547
15910,21,0.002633191,0.002541601,0.002394039,0.002237675,0.000422695,0.00077021,0.000775141,0.000775141,0,0,0.045454547,0.045454547
15911,21,0.007899573,0.007624804,0.007182117,0.006713024,0.001268086,0.002310631,0.002325424,0.002325424,0,0,0.045454547,0.045454547
15913,21,0.007899573,0.007624804,0.007182117,0.006713024,0.001268086,0.002310631,0.002325424,0.002325424,0,0,0.045454547,0.045454547
15914,21,0.061258946,0.059128191,0.12370861,0.11562871,0.029628269,0.03022437,0.17712814,0.17712814,0.23357663,0.23357663,0.045454547,0.045454547
15916,21,0.005266382,0.005083203,0.004788078,0.00447535,0.000845391,0.001540421,0.001550283,0.001550283,0,0,0.045454547,0.045454547
15917,21,0.12404902,0.12492572,0.09095367,0.094761483,0.11241267,0.11438749,0.1007684,0.1007684,0.072992705,0.072992705,0.045454547,0.045454547
15919,21,0.002633191,0.002541601,0.002394039,0.002237675,0.000422695,0.00077021,0.000775141,0.000775141,0,0,0.045454547,0.045454547
15920,21,0.018432336,0.01779121,0.016758272,0.015663723,0.002958868,0.005391473,0.00542599,0.00542599,0,0,0.045454547,0.045454547
15838,22,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125
16214,22,0.15384614,0.15384614,0.15384614,0.15384614,0.15384616,0.15384614,0.15384614,0.15384614,0.125,0.125,0.125,0.125
16215,22,0.30769229,0.30769229,0.30769229,0.30769229,0.30769232,0.30769229,0.30769229,0.30769229,0.125,0.125,0.125,0.125
16219,22,0.30769229,0.30769229,0.30769229,0.30769229,0.30769232,0.30769229,0.30769229,0.30769229,0.125,0.125,0.125,0.125
16221,22,0.15384614,0.15384614,0.15384614,0.15384614,0.15384616,0.15384614,0.15384614,0.15384614,0.125,0.125,0.125,0.125
16222,22,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125
16233,22,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125
16235,22,0.076923072,0.076923072,0.076923072,0.076923072,0.07692308,0.076923072,0.076923072,0.076923072,0.125,0.125,0.125,0.125
15967,23,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
15968,23,0.23934512,0.23934512,0.44914842,0.44914842,0.83122212,0.73215353,0.38948712,0.38948712,0.60000002,0.60000002,0.045454547,0.045454547
15969,23,0.016891047,0.016891047,0.01133808,0.01133808,0.003316738,0.0056952,0.009157236,0.009157236,0,0,0.045454547,0.045454547
15970,23,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
15971,23,0.033782095,0.033782095,0.022676161,0.022676161,0.006633475,0.0113904,0.018314471,0.018314471,0,0,0.045454547,0.045454547
15972,23,0.016891047,0.016891047,0.01133808,0.01133808,0.003316738,0.0056952,0.009157236,0.009157236,0,0,0.045454547,0.045454547
15973,23,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
16216,23,0.076009721,0.076009721,0.05102136,0.05102136,0.014925321,0.025628399,0.041207559,0.041207559,0,0,0.045454547,0.045454547
16217,23,0.008445524,0.008445524,0.00566904,0.00566904,0.001658369,0.0028476,0.004578618,0.004578618,0,0,0.045454547,0.045454547
16218,23,0.033782095,0.033782095,0.022676161,0.022676161,0.006633475,0.0113904,0.018314471,0.018314471,0,0,0.045454547,0.045454547
16220,23,0.092900768,0.092900768,0.062359441,0.062359441,0.018242059,0.031323601,0.050364792,0.050364792,0,0,0.045454547,0.045454547
16223,23,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
16224,23,0.22014134,0.22014134,0.18803298,0.18803298,0.062642261,0.085600071,0.31748134,0.31748134,0.40000001,0.40000001,0.045454547,0.045454547
16225,23,0.11823734,0.11823734,0.079366565,0.079366565,0.023217164,0.039866399,0.064100653,0.064100653,0,0,0.045454547,0.045454547
16226,23,0.067564189,0.067564189,0.045352321,0.045352321,0.013266951,0.0227808,0.036628943,0.036628943,0,0,0.045454547,0.045454547
16227,23,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
16228,23,0.016891047,0.016891047,0.01133808,0.01133808,0.003316738,0.0056952,0.009157236,0.009157236,0,0,0.045454547,0.045454547
16229,23,0.059118669,0.059118669,0.039683282,0.039683282,0.011608582,0.0199332,0.032050326,0.032050326,0,0,0.045454547,0.045454547
16230,23,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
16231,23,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
16232,23,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
16234,23,0,0,0,0,0,0,0,0,0,0,0.045454547,0.045454547
16046,24,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667
16047,24,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667
16048,24,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667
20738,24,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667
20739,24,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667
20757,24,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667
20740,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20741,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20746,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20747,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20750,25,0.10815117,0.1134288,0.03293613,0.037868008,0.09447886,0.098809458,0.038504113,0.038504113,0.022727273,0.022727273,0.06666667,0.06666667
20753,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20754,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20758,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20759,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20760,25,0.28502303,0.2833364,0.31466559,0.31306082,0.61797726,0.61374891,0.092053182,0.092053182,0.090909094,0.090909094,0.06666667,0.06666667
20761,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20767,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20769,25,0.029143585,0.028971126,0.011766382,0.011706375,0.00369141,0.007133506,0.003208676,0.003208676,0,0,0.06666667,0.06666667
20776,25,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20805,25,0.5776822,0.57426369,0.64063191,0.63736475,0.28385249,0.2803081,0.86623406,0.86623406,0.88636369,0.88636369,0.06666667,0.06666667
21484,26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
21485,26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
21487,26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
21495,26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
21017,27,0.007272291,0.007272291,0.00722564,0.00722564,0.007195711,0.00724598,0.006948198,0.006948198,0,0,0.0625,0.0625
21018,27,0.007272291,0.007272291,0.00722564,0.00722564,0.007195711,0.00724598,0.006948198,0.006948198,0,0,0.0625,0.0625
21021,27,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625
21022,27,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625
21027,27,0.050906032,0.050906032,0.050579481,0.050579481,0.050369974,0.050721861,0.048637386,0.048637386,0,0,0.0625,0.0625
21044,27,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625
21049,27,0.11635665,0.11635665,0.11561024,0.11561024,0.11513137,0.11593568,0.11117117,0.11117117,0,0,0.0625,0.0625
21054,27,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625
21055,27,0.40724826,0.40724826,0.40463585,0.40463585,0.40295979,0.40577489,0.38909909,0.38909909,0,0,0.0625,0.0625
21056,27,0.149142,0.149142,0.15460016,0.15460016,0.15810184,0.15222032,0.18706085,0.18706085,1,1,0.0625,0.0625
21057,27,0.043633744,0.043633744,0.043353841,0.043353841,0.043174263,0.043475881,0.041689187,0.041689187,0,0,0.0625,0.0625
21061,27,0.10908437,0.10908437,0.10838459,0.10838459,0.10793566,0.1086897,0.10422297,0.10422297,0,0,0.0625,0.0625
21062,27,0.0799952,0.0799952,0.079482041,0.079482041,0.079152822,0.079705782,0.076430179,0.076430179,0,0,0.0625,0.0625
21064,27,0.007272291,0.007272291,0.00722564,0.00722564,0.007195711,0.00724598,0.006948198,0.006948198,0,0,0.0625,0.0625
21065,27,0.021816872,0.021816872,0.02167692,0.02167692,0.021587132,0.021737941,0.020844594,0.020844594,0,0,0.0625,0.0625
21066,27,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625
21019,28,0.030353287,0.030353287,0.030262677,0.030262677,0.030204212,0.030302262,0.0297106,0.0297106,0,0,0.06666667,0.06666667
21023,28,0.07082434,0.07082434,0.070612915,0.070612915,0.070476495,0.070705272,0.069324732,0.069324732,0,0,0.06666667,0.06666667
21024,28,0.78078181,0.78078181,0.78143626,0.78143626,0.78185844,0.78115034,0.78542346,0.78542346,1,1,0.06666667,0.06666667
21045,28,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
21046,28,0.0539614,0.0539614,0.053800315,0.053800315,0.053696379,0.053870685,0.052818842,0.052818842,0,0,0.06666667,0.06666667
21047,28,0.016862938,0.016862938,0.016812598,0.016812598,0.016780119,0.016834589,0.016505888,0.016505888,0,0,0.06666667,0.06666667
21048,28,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
21050,28,0.01349035,0.01349035,0.013450079,0.013450079,0.013424095,0.013467671,0.013204711,0.013204711,0,0,0.06666667,0.06666667
21051,28,0.003372588,0.003372588,0.00336252,0.00336252,0.003356024,0.003366918,0.003301178,0.003301178,0,0,0.06666667,0.06666667
21052,28,0.006745175,0.006745175,0.006725039,0.006725039,0.006712047,0.006733836,0.006602355,0.006602355,0,0,0.06666667,0.06666667
21053,28,0.006745175,0.006745175,0.006725039,0.006725039,0.006712047,0.006733836,0.006602355,0.006602355,0,0,0.06666667,0.06666667
21058,28,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
21059,28,0.01349035,0.01349035,0.013450079,0.013450079,0.013424095,0.013467671,0.013204711,0.013204711,0,0,0.06666667,0.06666667
21060,28,0.003372588,0.003372588,0.00336252,0.00336252,0.003356024,0.003366918,0.003301178,0.003301178,0,0,0.06666667,0.06666667
21063,28,0,0,0,0,0,0,0,0,0,0,0.06666667,0.06666667
20742,29,0,0,0,0,0,0,0,0,0,0,0.05882353,0.05882353
20743,29,0,0,0,0,0,0,0,0,0,0,0.05882353,0.05882353
20744,29,0,0,0,0,0,0,0,0,0,0,0.05882353,0.05882353
20745,29,0,0,0,0,0,0,0,0,0,0,0.05882353,0.05882353
20748,29,0,0,0,0,0,0,0,0,0,0,0.05882353,0.05882353
20749,29,0,0,0,0,0,0,0,0,0,0,0.05882353,0.05882353
20823,29,0,0,0,0,0,0,0,0,0,0,0.05882353,0.05882353
20824,29,0.12572518,0.12572518,0.09615358,0.09615358,0.054143328,0.078954823,0.053659748,0.053659748,0,0,0.05882353,0.05882353
20825,29,0.05029007,0.05029007,0.038461432,0.038461432,0.021657331,0.031581931,0.021463901,0.021463901,0,0,0.05882353,0.05882353
20826,29,0.05029007,0.05029007,0.038461432,0.038461432,0.021657331,0.031581931,0.021463901,0.021463901,0,0,0.05882353,0.05882353
20827,29,0.025145035,0.025145035,0.019230716,0.019230716,0.010828665,0.015790965,0.01073195,0.01073195,0,0,0.05882353,0.05882353
20828,29,0.23120834,0.23120834,0.25837797,0.25837797,0.526299,0.44624278,0.14941247,0.14941247,0.1,0.1,0.05882353,0.05882353
20829,29,0.075435102,0.075435102,0.057692148,0.057692148,0.032485995,0.047372896,0.032195851,0.032195851,0,0,0.05882353,0.05882353
20830,29,0.316181,0.316181,0.3954691,0.3954691,0.27878502,0.26951987,0.65741241,0.65741241,0.89999998,0.89999998,0.05882353,0.05882353
20831,29,0.025145035,0.025145035,0.019230716,0.019230716,0.010828665,0.015790965,0.01073195,0.01073195,0,0,0.05882353,0.05882353
20832,29,0.075435102,0.075435102,0.057692148,0.057692148,0.032485995,0.047372896,0.032195851,0.032195851,0,0,0.05882353,0.05882353
20834,29,0.025145035,0.025145035,0.019230716,0.019230716,0.010828665,0.015790965,0.01073195,0.01073195,0,0,0.05882353,0.05882353
15897,30,0.26203507,0.25462586,0.51124889,0.49058765,0.5069558,0.49229148,0.23321933,0.23321933,0.30681819,0.30681819,0.2,0.2
15901,30,0.54745638,0.55787277,0.34631881,0.370195,0.44033569,0.44958273,0.50356507,0.50356507,0.40340909,0.40340909,0.2,0.2
15908,30,0.173941,0.17140231,0.13092828,0.12817824,0.050909642,0.054718938,0.25832883,0.25832883,0.28977272,0.28977272,0.2,0.2
15909,30,0.010354707,0.010061922,0.007190008,0.006899436,0.001124305,0.002129277,0.003054213,0.003054213,0,0,0.2,0.2
15912,30,0.006212824,0.006037152,0.004314004,0.004139662,0.000674583,0.001277566,0.001832528,0.001832528,0,0,0.2,0.2
21486,31,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
21488,31,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
21489,31,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
21490,31,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
21532,31,0.90476191,0.90476191,0.90476191,0.90476191,0.90476191,0.90476191,0.90476191,0.90476191,0.090909094,0.090909094,0.090909094,0.090909094
21536,31,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
21596,31,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
21597,31,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
21598,31,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
21600,31,0.047619049,0.047619049,0.047619049,0.047619049,0.047619045,0.047619049,0.047619049,0.047619049,0.090909094,0.090909094,0.090909094,0.090909094
21603,31,0.047619049,0.047619049,0.047619049,0.047619049,0.047619045,0.047619049,0.047619049,0.047619049,0.090909094,0.090909094,0.090909094,0.090909094
16268,32,0,0,0,0,0,0,0,0,0,0,0.043478262,0.043478262
16269,32,0.026791975,0.026249433,0.050354224,0.048288815,0.04457552,0.040930226,0.035513006,0.035513006,0.047619049,0.047619049,0.043478262,0.043478262
16270,32,0.074205138,0.072702475,0.071999013,0.06904579,0.017703053,0.029754106,0.035889581,0.035889581,0,0,0.043478262,0.043478262
16271,32,0,0,0,0,0,0,0,0,0,0,0.043478262,0.043478262
16272,32,0.10925013,0.1070378,0.13375905,0.12827258,0.089484721,0.095373742,0.068262666,0.068262666,0.047619049,0.047619049,0.043478262,0.043478262
16273,32,0,0,0,0,0,0,0,0,0,0,0.043478262,0.043478262
16274,32,0.23205154,0.23950259,0.17143981,0.18901832,0.37232453,0.33990854,0.35563314,0.35563314,0.42857143,0.42857143,0.043478262,0.043478262
16275,32,0,0,0,0,0,0,0,0,0,0,0.043478262,0.043478262
16276,32,0.026983686,0.026437262,0.026181459,0.025107559,0.006437473,0.010819675,0.013050756,0.013050756,0,0,0.043478262,0.043478262
16277,32,0.006745921,0.006609316,0.006545365,0.00627689,0.001609368,0.002704919,0.003262689,0.003262689,0,0,0.043478262,0.043478262
16278,32,0.047221452,0.046265207,0.045817554,0.043938231,0.011265578,0.018934431,0.022838825,0.022838825,0,0,0.043478262,0.043478262
16279,32,0.026983686,0.026437262,0.026181459,0.025107559,0.006437473,0.010819675,0.013050756,0.013050756,0,0,0.043478262,0.043478262
16280,32,0.013491843,0.013218631,0.01309073,0.012553779,0.003218737,0.005409838,0.006525378,0.006525378,0,0,0.043478262,0.043478262
16281,32,0.053967372,0.052874524,0.052362919,0.050215118,0.012874946,0.021639351,0.026101513,0.026101513,0,0,0.043478262,0.043478262
16282,32,0.060824662,0.059592951,0.070638232,0.067740828,0.019221257,0.027090048,0.071271554,0.071271554,0.095238097,0.095238097,0.043478262,0.043478262
16283,32,0.05201764,0.052314293,0.044503063,0.045412164,0.047628049,0.048286743,0.052203026,0.052203026,0.047619049,0.047619049,0.043478262,0.043478262
16284,32,0.043106299,0.042233389,0.097338632,0.093346037,0.13712586,0.12041959,0.051695418,0.051695418,0.095238097,0.095238097,0.043478262,0.043478262
16285,32,0.013491843,0.013218631,0.01309073,0.012553779,0.003218737,0.005409838,0.006525378,0.006525378,0,0,0.043478262,0.043478262
16286,32,0.095339641,0.097459041,0.074600913,0.079744481,0.12839983,0.12051597,0.12724489,0.12724489,0.14285715,0.14285715,0.043478262,0.043478262
16287,32,0.013491843,0.013218631,0.01309073,0.012553779,0.003218737,0.005409838,0.006525378,0.006525378,0,0,0.043478262,0.043478262
16288,32,0,0,0,0,0,0,0,0,0,0,0.043478262,0.043478262
16289,32,0.020237764,0.019827945,0.019636095,0.01883067,0.004828105,0.008114756,0.009788067,0.009788067,0,0,0.043478262,0.043478262
16290,32,0.083797522,0.084800638,0.069370031,0.071993656,0.090427987,0.088458724,0.094617985,0.094617985,0.095238097,0.095238097,0.043478262,0.043478262
