tourdur,purpose,freq
4,3: School,423.1025949
4.5,3: School,314.6174592
5,3: School,12259.63606
5.5,3: School,10015.09353
6,3: School,4180.174002
6.5,3: School,21047.46312
7,3: School,29097.82178
7.5,3: School,38240.53274
8,3: School,28710.41153
8.5,3: School,36993.24986
9,3: School,23490.63769
9.5,3: School,9221.868703
10,3: School,17821.08017
10.5,3: School,3986.010297
11,3: School,5742.692729
11.5,3: School,295.6286098
12,3: School,1971.175898
12.5,3: School,0
13,3: School,9442.64875
13.5,3: School,1288.205529
14,3: School,0
14.5,3: School,0
15,3: School,0
15.5,3: School,627.8488936
16,3: School,0
16.5,3: School,0
17,3: School,0
17.5,3: School,0
18,3: School,0
18.5,3: School,0
19,3: School,0
19.5,3: School,0
20,3: School,0
0.5,4: Escort,128800.7961
1,4: Escort,217938.3505
1.5,4: Escort,78398.16075
2,4: Escort,62009.19547
2.5,4: Escort,12128.13859
3,4: Escort,29546.01027
3.5,4: Escort,10840.97295
4,4: Escort,7612.833729
4.5,4: Escort,26511.99071
5,4: Escort,5120.928829
5.5,4: Escort,7506.135924
6,4: Escort,6332.993029
6.5,4: Escort,264.0408329
7,4: Escort,1586.812467
7.5,4: Escort,7231.760989
8,4: Escort,3231.146444
8.5,4: Escort,11286.57264
9,4: Escort,286.7049753
9.5,4: Escort,4649.474402
10,4: Escort,1026.791788
10.5,4: Escort,99.56544911
11,4: Escort,3734.453075
11.5,4: Escort,161.53148
12,4: Escort,3777.971619
12.5,4: Escort,1326.798777
13,4: Escort,194.0827081
13.5,4: Escort,2587.138103
14,4: Escort,0
14.5,4: Escort,0
15,4: Escort,0
15.5,4: Escort,0
16,4: Escort,0
16.5,4: Escort,0
17,4: Escort,0
17.5,4: Escort,0
18,4: Escort,0
18.5,4: Escort,0
19,4: Escort,0
19.5,4: Escort,0
20,4: Escort,0
20.5,4: Escort,0
21,4: Escort,80.7015534
0.5,5: Individual Maintenance,23213.5776
1,5: Individual Maintenance,89161.73537
1.5,5: Individual Maintenance,116752.4949
2,5: Individual Maintenance,116299.1964
2.5,5: Individual Maintenance,79778.19383
3,5: Individual Maintenance,41577.53728
3.5,5: Individual Maintenance,50668.23545
4,5: Individual Maintenance,42243.71222
4.5,5: Individual Maintenance,23988.79325
5,5: Individual Maintenance,33930.79417
5.5,5: Individual Maintenance,14405.92188
6,5: Individual Maintenance,11075.92091
6.5,5: Individual Maintenance,2590.940772
7,5: Individual Maintenance,4494.682297
7.5,5: Individual Maintenance,33683.82201
8,5: Individual Maintenance,3909.866799
8.5,5: Individual Maintenance,12732.29969
9,5: Individual Maintenance,7063.978159
9.5,5: Individual Maintenance,9497.328804
10,5: Individual Maintenance,15091.03204
10.5,5: Individual Maintenance,22142.95721
11,5: Individual Maintenance,18299.20463
11.5,5: Individual Maintenance,14483.27529
12,5: Individual Maintenance,4275.283029
12.5,5: Individual Maintenance,2210.120772
13,5: Individual Maintenance,3954.530233
13.5,5: Individual Maintenance,1675.078164
14,5: Individual Maintenance,1169.14809
14.5,5: Individual Maintenance,1471.381657
15,5: Individual Maintenance,4188.478718
15.5,5: Individual Maintenance,310.8420771
16,5: Individual Maintenance,7981.074546
16.5,5: Individual Maintenance,0
17,5: Individual Maintenance,5111.758481
17.5,5: Individual Maintenance,585.2493916
18,5: Individual Maintenance,0
18.5,5: Individual Maintenance,39.11604979
19,5: Individual Maintenance,18.99200237
19.5,5: Individual Maintenance,37.98400475
20,5: Individual Maintenance,9.9281633
0.5,6: Individual Discretionary,39096.58402
1,6: Individual Discretionary,129401.8151
1.5,6: Individual Discretionary,122164.2703
2,6: Individual Discretionary,71190.57687
2.5,6: Individual Discretionary,47879.48508
3,6: Individual Discretionary,61682.63711
3.5,6: Individual Discretionary,54779.15676
4,6: Individual Discretionary,32552.10399
4.5,6: Individual Discretionary,34515.21966
5,6: Individual Discretionary,17973.73205
5.5,6: Individual Discretionary,12182.75639
6,6: Individual Discretionary,13477.98677
6.5,6: Individual Discretionary,9804.010047
7,6: Individual Discretionary,2238.233454
7.5,6: Individual Discretionary,3635.375738
8,6: Individual Discretionary,1430.185469
8.5,6: Individual Discretionary,3711.825411
9,6: Individual Discretionary,2442.552907
9.5,6: Individual Discretionary,536.97005
10,6: Individual Discretionary,4792.966176
10.5,6: Individual Discretionary,807.8733184
11,6: Individual Discretionary,8.817293928
11.5,6: Individual Discretionary,300.9711604
12,6: Individual Discretionary,87.0651785
12.5,6: Individual Discretionary,402.1443229
13,6: Individual Discretionary,1679.071537
13.5,6: Individual Discretionary,49.92950242
14,6: Individual Discretionary,513.56952
14.5,6: Individual Discretionary,13.15325792
15,6: Individual Discretionary,1237.457953
15.5,6: Individual Discretionary,0
16,6: Individual Discretionary,0
16.5,6: Individual Discretionary,0
17,6: Individual Discretionary,0
17.5,6: Individual Discretionary,111.7118144
18,6: Individual Discretionary,0
18.5,6: Individual Discretionary,0
19,6: Individual Discretionary,0
19.5,6: Individual Discretionary,0
20,6: Individual Discretionary,0
0.5,7: Joint Maintenance,8861.392137
1,7: Joint Maintenance,17081.02882
1.5,7: Joint Maintenance,37595.42075
2,7: Joint Maintenance,17882.12394
2.5,7: Joint Maintenance,8694.453233
3,7: Joint Maintenance,2322.179874
3.5,7: Joint Maintenance,3019.807054
4,7: Joint Maintenance,7335.368772
4.5,7: Joint Maintenance,958.9905968
5,7: Joint Maintenance,1982.987997
5.5,7: Joint Maintenance,742.9413398
6,7: Joint Maintenance,162.4902029
6.5,7: Joint Maintenance,1205.402311
7,7: Joint Maintenance,61.35348766
7.5,7: Joint Maintenance,0
8,7: Joint Maintenance,157.1513887
8.5,7: Joint Maintenance,0
9,7: Joint Maintenance,5483.169474
9.5,7: Joint Maintenance,100.6352609
10,7: Joint Maintenance,4908.750746
10.5,7: Joint Maintenance,65.41399139
11,7: Joint Maintenance,68.97894247
11.5,7: Joint Maintenance,0
12,7: Joint Maintenance,2863.872414
12.5,7: Joint Maintenance,0
13,7: Joint Maintenance,0
13.5,7: Joint Maintenance,0
14,7: Joint Maintenance,0
14.5,7: Joint Maintenance,0
15,7: Joint Maintenance,0
15.5,7: Joint Maintenance,0
16,7: Joint Maintenance,0
16.5,7: Joint Maintenance,0
17,7: Joint Maintenance,0
18,7: Joint Maintenance,0
18.5,7: Joint Maintenance,0
19,7: Joint Maintenance,0
19.5,7: Joint Maintenance,0
20,7: Joint Maintenance,0
0.5,8: Joint Discretionary,14612.38899
1,8: Joint Discretionary,56430.04376
1.5,8: Joint Discretionary,20631.67802
2,8: Joint Discretionary,10934.71065
2.5,8: Joint Discretionary,12884.59039
3,8: Joint Discretionary,17204.99579
3.5,8: Joint Discretionary,16538.6819
4,8: Joint Discretionary,1493.042419
4.5,8: Joint Discretionary,957.0552028
5,8: Joint Discretionary,848.5151856
5.5,8: Joint Discretionary,98.27899987
6,8: Joint Discretionary,109.2963201
6.5,8: Joint Discretionary,2989.69434
7,8: Joint Discretionary,295.6823179
7.5,8: Joint Discretionary,8464.244751
8,8: Joint Discretionary,137.5797522
8.5,8: Joint Discretionary,0
9,8: Joint Discretionary,6493.452221
9.5,8: Joint Discretionary,216.6568221
10,8: Joint Discretionary,0
10.5,8: Joint Discretionary,0
11,8: Joint Discretionary,0
11.5,8: Joint Discretionary,0
12,8: Joint Discretionary,0
12.5,8: Joint Discretionary,0
13,8: Joint Discretionary,0
13.5,8: Joint Discretionary,0
14,8: Joint Discretionary,0
14.5,8: Joint Discretionary,0
15,8: Joint Discretionary,0
15.5,8: Joint Discretionary,0
16,8: Joint Discretionary,0
16.5,8: Joint Discretionary,0
17,8: Joint Discretionary,0
17.5,8: Joint Discretionary,0
0.5,9: Work-based,14059.42413
1,9: Work-based,33748.22053
1.5,9: Work-based,25924.16195
2,9: Work-based,10680.63767
2.5,9: Work-based,5809.988963
3,9: Work-based,3494.896492
3.5,9: Work-based,9977.801605
4,9: Work-based,111.7504228
4.5,9: Work-based,1632.445585
5,9: Work-based,25.02036538
5.5,9: Work-based,5368.160965
6,9: Work-based,251.5688676
6.5,9: Work-based,0
7,9: Work-based,808.4681211
7.5,9: Work-based,1437.208546
8,9: Work-based,0
8.5,9: Work-based,13.03583456
9,9: Work-based,0
9.5,9: Work-based,1447.645768
10,9: Work-based,0
10.5,9: Work-based,0
11,9: Work-based,0
11.5,9: Work-based,0
12,9: Work-based,0
