trip_mode,tour_mode,purpose,value
13: TNC Single,05: Bike,1: Work,0
14: TNC Shared,05: Bike,1: Work,0
15: School Bus,05: Bike,1: Work,0
07: E-Scooter,05: Bike,1: Work,0
06: E-Bike,05: Bike,1: Work,0
01: SOV,08: Walk to Transit,1: Work,123.5783766
02: Shared Ride 2,08: Walk to Transit,1: Work,3306.609192
03: Shared Ride 3+,08: Walk to Transit,1: Work,409.029033
04: Walk,08: Walk to Transit,1: Work,514.5906514
05: Bike,08: Walk to Transit,1: Work,5.903920744
08: Walk to Transit,08: Walk to Transit,1: Work,21473.32819
09: PNR to Transit,08: Walk to Transit,1: Work,0
10: KNR to Transit,08: Walk to Transit,1: Work,0
11: TNC to Transit,08: Walk to Transit,1: Work,0
12: Taxi,08: Walk to Transit,1: Work,0
13: TNC Single,08: Walk to Transit,1: Work,112.2548696
14: TNC Shared,08: Walk to Transit,1: Work,0
15: School Bus,08: Walk to Transit,1: Work,0
07: E-Scooter,08: Walk to Transit,1: Work,0
06: E-Bike,08: Walk to Transit,1: Work,0
01: SOV,09: PNR to Transit,1: Work,677.2203912
02: Shared Ride 2,09: PNR to Transit,1: Work,11.50909269
03: Shared Ride 3+,09: PNR to Transit,1: Work,90.2426858
04: Walk,09: PNR to Transit,1: Work,90.01338868
05: Bike,09: PNR to Transit,1: Work,0
08: Walk to Transit,09: PNR to Transit,1: Work,116.5306175
09: PNR to Transit,09: PNR to Transit,1: Work,1163.541859
10: KNR to Transit,09: PNR to Transit,1: Work,0
11: TNC to Transit,09: PNR to Transit,1: Work,0
12: Taxi,09: PNR to Transit,1: Work,0
13: TNC Single,09: PNR to Transit,1: Work,0
14: TNC Shared,09: PNR to Transit,1: Work,0
15: School Bus,09: PNR to Transit,1: Work,0
07: E-Scooter,09: PNR to Transit,1: Work,0
06: E-Bike,09: PNR to Transit,1: Work,0
01: SOV,10: KNR to Transit,1: Work,544.6175204
02: Shared Ride 2,10: KNR to Transit,1: Work,302.5897006
03: Shared Ride 3+,10: KNR to Transit,1: Work,0
04: Walk,10: KNR to Transit,1: Work,5.143022375
05: Bike,10: KNR to Transit,1: Work,6897.499072
08: Walk to Transit,10: KNR to Transit,1: Work,1909.46195
09: PNR to Transit,10: KNR to Transit,1: Work,0
10: KNR to Transit,10: KNR to Transit,1: Work,3048.988004
11: TNC to Transit,10: KNR to Transit,1: Work,0
12: Taxi,10: KNR to Transit,1: Work,0
13: TNC Single,10: KNR to Transit,1: Work,0
14: TNC Shared,10: KNR to Transit,1: Work,0
15: School Bus,10: KNR to Transit,1: Work,0
07: E-Scooter,10: KNR to Transit,1: Work,0
06: E-Bike,10: KNR to Transit,1: Work,0
01: SOV,11: TNC to Transit,1: Work,3241.647811
02: Shared Ride 2,11: TNC to Transit,1: Work,0
03: Shared Ride 3+,11: TNC to Transit,1: Work,0
04: Walk,11: TNC to Transit,1: Work,0
05: Bike,11: TNC to Transit,1: Work,0
08: Walk to Transit,11: TNC to Transit,1: Work,10.23801137
09: PNR to Transit,11: TNC to Transit,1: Work,0
10: KNR to Transit,11: TNC to Transit,1: Work,0
11: TNC to Transit,11: TNC to Transit,1: Work,3251.885822
12: Taxi,11: TNC to Transit,1: Work,0
13: TNC Single,11: TNC to Transit,1: Work,0
14: TNC Shared,11: TNC to Transit,1: Work,0
15: School Bus,11: TNC to Transit,1: Work,0
07: E-Scooter,11: TNC to Transit,1: Work,0
06: E-Bike,11: TNC to Transit,1: Work,0
01: SOV,12: Taxi,1: Work,0
02: Shared Ride 2,12: Taxi,1: Work,0
03: Shared Ride 3+,12: Taxi,1: Work,0
04: Walk,12: Taxi,1: Work,0
05: Bike,12: Taxi,1: Work,0
08: Walk to Transit,12: Taxi,1: Work,0
09: PNR to Transit,12: Taxi,1: Work,0
10: KNR to Transit,12: Taxi,1: Work,0
11: TNC to Transit,12: Taxi,1: Work,0
12: Taxi,12: Taxi,1: Work,0
13: TNC Single,12: Taxi,1: Work,0
14: TNC Shared,12: Taxi,1: Work,0
15: School Bus,12: Taxi,1: Work,0
07: E-Scooter,12: Taxi,1: Work,0
06: E-Bike,12: Taxi,1: Work,0
01: SOV,13: TNC Single,1: Work,0
02: Shared Ride 2,13: TNC Single,1: Work,0
03: Shared Ride 3+,13: TNC Single,1: Work,0
04: Walk,13: TNC Single,1: Work,591.8763743
05: Bike,13: TNC Single,1: Work,0
08: Walk to Transit,13: TNC Single,1: Work,0
09: PNR to Transit,13: TNC Single,1: Work,0
10: KNR to Transit,13: TNC Single,1: Work,0
11: TNC to Transit,13: TNC Single,1: Work,0
12: Taxi,13: TNC Single,1: Work,0
13: TNC Single,13: TNC Single,1: Work,10694.8923
14: TNC Shared,13: TNC Single,1: Work,0
15: School Bus,13: TNC Single,1: Work,0
07: E-Scooter,13: TNC Single,1: Work,0
06: E-Bike,13: TNC Single,1: Work,0
01: SOV,14: TNC Shared,1: Work,0
02: Shared Ride 2,14: TNC Shared,1: Work,0
03: Shared Ride 3+,14: TNC Shared,1: Work,0
04: Walk,14: TNC Shared,1: Work,0
05: Bike,14: TNC Shared,1: Work,0
08: Walk to Transit,14: TNC Shared,1: Work,0
09: PNR to Transit,14: TNC Shared,1: Work,0
10: KNR to Transit,14: TNC Shared,1: Work,0
11: TNC to Transit,14: TNC Shared,1: Work,0
12: Taxi,14: TNC Shared,1: Work,0
13: TNC Single,14: TNC Shared,1: Work,0
14: TNC Shared,14: TNC Shared,1: Work,0
15: School Bus,14: TNC Shared,1: Work,0
07: E-Scooter,14: TNC Shared,1: Work,0
06: E-Bike,14: TNC Shared,1: Work,0
01: SOV,15: School Bus,1: Work,0
02: Shared Ride 2,15: School Bus,1: Work,0
03: Shared Ride 3+,15: School Bus,1: Work,0
04: Walk,15: School Bus,1: Work,0
05: Bike,15: School Bus,1: Work,0
08: Walk to Transit,15: School Bus,1: Work,0
09: PNR to Transit,15: School Bus,1: Work,0
10: KNR to Transit,15: School Bus,1: Work,0
11: TNC to Transit,15: School Bus,1: Work,0
12: Taxi,15: School Bus,1: Work,0
13: TNC Single,15: School Bus,1: Work,0
14: TNC Shared,15: School Bus,1: Work,0
15: School Bus,15: School Bus,1: Work,0
07: E-Scooter,15: School Bus,1: Work,0
06: E-Bike,15: School Bus,1: Work,0
01: SOV,07: E-Scooter,1: Work,0
02: Shared Ride 2,07: E-Scooter,1: Work,0
03: Shared Ride 3+,07: E-Scooter,1: Work,0
04: Walk,07: E-Scooter,1: Work,0
05: Bike,07: E-Scooter,1: Work,0
08: Walk to Transit,07: E-Scooter,1: Work,0
09: PNR to Transit,07: E-Scooter,1: Work,0
10: KNR to Transit,07: E-Scooter,1: Work,0
11: TNC to Transit,07: E-Scooter,1: Work,0
12: Taxi,07: E-Scooter,1: Work,0
13: TNC Single,07: E-Scooter,1: Work,0
14: TNC Shared,07: E-Scooter,1: Work,0
15: School Bus,07: E-Scooter,1: Work,0
07: E-Scooter,07: E-Scooter,1: Work,0
06: E-Bike,07: E-Scooter,1: Work,0
01: SOV,06: E-Bike,1: Work,0
02: Shared Ride 2,06: E-Bike,1: Work,0
03: Shared Ride 3+,06: E-Bike,1: Work,0
04: Walk,06: E-Bike,1: Work,0
05: Bike,06: E-Bike,1: Work,0
08: Walk to Transit,06: E-Bike,1: Work,0
09: PNR to Transit,06: E-Bike,1: Work,0
10: KNR to Transit,06: E-Bike,1: Work,0
11: TNC to Transit,06: E-Bike,1: Work,0
12: Taxi,06: E-Bike,1: Work,0
13: TNC Single,06: E-Bike,1: Work,0
14: TNC Shared,06: E-Bike,1: Work,0
15: School Bus,06: E-Bike,1: Work,0
07: E-Scooter,06: E-Bike,1: Work,0
06: E-Bike,06: E-Bike,1: Work,6185.934026
01: SOV,01: SOV,2: University,68758.70213
02: Shared Ride 2,01: SOV,2: University,4555.673779
03: Shared Ride 3+,01: SOV,2: University,0
04: Walk,01: SOV,2: University,1585.29852
05: Bike,01: SOV,2: University,0
08: Walk to Transit,01: SOV,2: University,0
09: PNR to Transit,01: SOV,2: University,0
10: KNR to Transit,01: SOV,2: University,0
11: TNC to Transit,01: SOV,2: University,0
12: Taxi,01: SOV,2: University,0
13: TNC Single,01: SOV,2: University,78.90088716
14: TNC Shared,01: SOV,2: University,0
15: School Bus,01: SOV,2: University,0
07: E-Scooter,01: SOV,2: University,0
06: E-Bike,01: SOV,2: University,0
01: SOV,02: Shared Ride 2,2: University,16758.87814
02: Shared Ride 2,02: Shared Ride 2,2: University,12622.63595
03: Shared Ride 3+,02: Shared Ride 2,2: University,0
04: Walk,02: Shared Ride 2,2: University,380.7439552
05: Bike,02: Shared Ride 2,2: University,0
08: Walk to Transit,02: Shared Ride 2,2: University,0
09: PNR to Transit,02: Shared Ride 2,2: University,0
10: KNR to Transit,02: Shared Ride 2,2: University,0
11: TNC to Transit,02: Shared Ride 2,2: University,0
12: Taxi,02: Shared Ride 2,2: University,0
13: TNC Single,02: Shared Ride 2,2: University,0
14: TNC Shared,02: Shared Ride 2,2: University,0
15: School Bus,02: Shared Ride 2,2: University,0
07: E-Scooter,02: Shared Ride 2,2: University,717.5393007
06: E-Bike,02: Shared Ride 2,2: University,0
01: SOV,03: Shared Ride 3+,2: University,1484.554176
02: Shared Ride 2,03: Shared Ride 3+,2: University,874.8565986
03: Shared Ride 3+,03: Shared Ride 3+,2: University,1914.198471
04: Walk,03: Shared Ride 3+,2: University,0
05: Bike,03: Shared Ride 3+,2: University,0
08: Walk to Transit,03: Shared Ride 3+,2: University,0
09: PNR to Transit,03: Shared Ride 3+,2: University,0
10: KNR to Transit,03: Shared Ride 3+,2: University,0
11: TNC to Transit,03: Shared Ride 3+,2: University,0
12: Taxi,03: Shared Ride 3+,2: University,0
13: TNC Single,03: Shared Ride 3+,2: University,0
14: TNC Shared,03: Shared Ride 3+,2: University,0
15: School Bus,03: Shared Ride 3+,2: University,0
07: E-Scooter,03: Shared Ride 3+,2: University,358.7696503
06: E-Bike,03: Shared Ride 3+,2: University,0
01: SOV,04: Walk,2: University,4006.920841
02: Shared Ride 2,04: Walk,2: University,0
03: Shared Ride 3+,04: Walk,2: University,0
04: Walk,04: Walk,2: University,20039.70651
05: Bike,04: Walk,2: University,0
08: Walk to Transit,04: Walk,2: University,0
09: PNR to Transit,04: Walk,2: University,0
10: KNR to Transit,04: Walk,2: University,0
11: TNC to Transit,04: Walk,2: University,0
12: Taxi,04: Walk,2: University,0
13: TNC Single,04: Walk,2: University,0
14: TNC Shared,04: Walk,2: University,0
15: School Bus,04: Walk,2: University,0
07: E-Scooter,04: Walk,2: University,0
06: E-Bike,04: Walk,2: University,0
01: SOV,05: Bike,2: University,0
02: Shared Ride 2,05: Bike,2: University,0
03: Shared Ride 3+,05: Bike,2: University,0
04: Walk,05: Bike,2: University,88.21750652
05: Bike,05: Bike,2: University,8690.731418
08: Walk to Transit,05: Bike,2: University,0
09: PNR to Transit,05: Bike,2: University,0
10: KNR to Transit,05: Bike,2: University,0
11: TNC to Transit,05: Bike,2: University,0
12: Taxi,05: Bike,2: University,0
13: TNC Single,05: Bike,2: University,0
14: TNC Shared,05: Bike,2: University,0
15: School Bus,05: Bike,2: University,0
07: E-Scooter,05: Bike,2: University,0
06: E-Bike,05: Bike,2: University,0
01: SOV,08: Walk to Transit,2: University,30.86205005
02: Shared Ride 2,08: Walk to Transit,2: University,64.88979609
03: Shared Ride 3+,08: Walk to Transit,2: University,164.1301822
04: Walk,08: Walk to Transit,2: University,7359.231973
05: Bike,08: Walk to Transit,2: University,0
08: Walk to Transit,08: Walk to Transit,2: University,25847.37402
09: PNR to Transit,08: Walk to Transit,2: University,0
10: KNR to Transit,08: Walk to Transit,2: University,0
11: TNC to Transit,08: Walk to Transit,2: University,0
12: Taxi,08: Walk to Transit,2: University,0
13: TNC Single,08: Walk to Transit,2: University,460.361384
14: TNC Shared,08: Walk to Transit,2: University,0
15: School Bus,08: Walk to Transit,2: University,0
07: E-Scooter,08: Walk to Transit,2: University,0
06: E-Bike,08: Walk to Transit,2: University,0
01: SOV,09: PNR to Transit,2: University,0
02: Shared Ride 2,09: PNR to Transit,2: University,0
03: Shared Ride 3+,09: PNR to Transit,2: University,0
04: Walk,09: PNR to Transit,2: University,1206.257528
05: Bike,09: PNR to Transit,2: University,0
08: Walk to Transit,09: PNR to Transit,2: University,0
09: PNR to Transit,09: PNR to Transit,2: University,1206.257528
10: KNR to Transit,09: PNR to Transit,2: University,0
11: TNC to Transit,09: PNR to Transit,2: University,0
12: Taxi,09: PNR to Transit,2: University,0
13: TNC Single,09: PNR to Transit,2: University,0
14: TNC Shared,09: PNR to Transit,2: University,0
15: School Bus,09: PNR to Transit,2: University,0
07: E-Scooter,09: PNR to Transit,2: University,0
06: E-Bike,09: PNR to Transit,2: University,0
01: SOV,10: KNR to Transit,2: University,0
02: Shared Ride 2,10: KNR to Transit,2: University,20.62435531
03: Shared Ride 3+,10: KNR to Transit,2: University,6.874785102
04: Walk,10: KNR to Transit,2: University,0
05: Bike,10: KNR to Transit,2: University,0
08: Walk to Transit,10: KNR to Transit,2: University,0
09: PNR to Transit,10: KNR to Transit,2: University,0
10: KNR to Transit,10: KNR to Transit,2: University,566.0053003
11: TNC to Transit,10: KNR to Transit,2: University,0
12: Taxi,10: KNR to Transit,2: University,0
13: TNC Single,10: KNR to Transit,2: University,0
14: TNC Shared,10: KNR to Transit,2: University,0
15: School Bus,10: KNR to Transit,2: University,0
07: E-Scooter,10: KNR to Transit,2: University,0
06: E-Bike,10: KNR to Transit,2: University,0
01: SOV,11: TNC to Transit,2: University,0
02: Shared Ride 2,11: TNC to Transit,2: University,0
03: Shared Ride 3+,11: TNC to Transit,2: University,0
04: Walk,11: TNC to Transit,2: University,0
05: Bike,11: TNC to Transit,2: University,0
08: Walk to Transit,11: TNC to Transit,2: University,0
09: PNR to Transit,11: TNC to Transit,2: University,0
10: KNR to Transit,11: TNC to Transit,2: University,0
11: TNC to Transit,11: TNC to Transit,2: University,0
12: Taxi,11: TNC to Transit,2: University,0
13: TNC Single,11: TNC to Transit,2: University,0
14: TNC Shared,11: TNC to Transit,2: University,0
15: School Bus,11: TNC to Transit,2: University,0
07: E-Scooter,11: TNC to Transit,2: University,0
06: E-Bike,11: TNC to Transit,2: University,0
01: SOV,12: Taxi,2: University,0
02: Shared Ride 2,12: Taxi,2: University,0
03: Shared Ride 3+,12: Taxi,2: University,0
04: Walk,12: Taxi,2: University,0
05: Bike,12: Taxi,2: University,0
08: Walk to Transit,12: Taxi,2: University,0
09: PNR to Transit,12: Taxi,2: University,0
10: KNR to Transit,12: Taxi,2: University,0
11: TNC to Transit,12: Taxi,2: University,0
12: Taxi,12: Taxi,2: University,0
13: TNC Single,12: Taxi,2: University,0
14: TNC Shared,12: Taxi,2: University,0
15: School Bus,12: Taxi,2: University,0
07: E-Scooter,12: Taxi,2: University,0
06: E-Bike,12: Taxi,2: University,0
01: SOV,13: TNC Single,2: University,0
02: Shared Ride 2,13: TNC Single,2: University,0
03: Shared Ride 3+,13: TNC Single,2: University,0
04: Walk,13: TNC Single,2: University,0
05: Bike,13: TNC Single,2: University,0
08: Walk to Transit,13: TNC Single,2: University,0
09: PNR to Transit,13: TNC Single,2: University,0
10: KNR to Transit,13: TNC Single,2: University,0
11: TNC to Transit,13: TNC Single,2: University,0
12: Taxi,13: TNC Single,2: University,0
13: TNC Single,13: TNC Single,2: University,1387.29585
14: TNC Shared,13: TNC Single,2: University,0
15: School Bus,13: TNC Single,2: University,0
07: E-Scooter,13: TNC Single,2: University,0
06: E-Bike,13: TNC Single,2: University,0
01: SOV,14: TNC Shared,2: University,0
02: Shared Ride 2,14: TNC Shared,2: University,0
03: Shared Ride 3+,14: TNC Shared,2: University,0
04: Walk,14: TNC Shared,2: University,0
05: Bike,14: TNC Shared,2: University,0
08: Walk to Transit,14: TNC Shared,2: University,0
09: PNR to Transit,14: TNC Shared,2: University,0
10: KNR to Transit,14: TNC Shared,2: University,0
11: TNC to Transit,14: TNC Shared,2: University,0
12: Taxi,14: TNC Shared,2: University,0
13: TNC Single,14: TNC Shared,2: University,0
14: TNC Shared,14: TNC Shared,2: University,0
15: School Bus,14: TNC Shared,2: University,0
07: E-Scooter,14: TNC Shared,2: University,0
06: E-Bike,14: TNC Shared,2: University,0
01: SOV,15: School Bus,2: University,0
02: Shared Ride 2,15: School Bus,2: University,0
03: Shared Ride 3+,15: School Bus,2: University,0
04: Walk,15: School Bus,2: University,0
05: Bike,15: School Bus,2: University,0
08: Walk to Transit,15: School Bus,2: University,0
09: PNR to Transit,15: School Bus,2: University,0
10: KNR to Transit,15: School Bus,2: University,0
11: TNC to Transit,15: School Bus,2: University,0
12: Taxi,15: School Bus,2: University,0
13: TNC Single,15: School Bus,2: University,0
14: TNC Shared,15: School Bus,2: University,0
15: School Bus,15: School Bus,2: University,0
07: E-Scooter,15: School Bus,2: University,0
06: E-Bike,15: School Bus,2: University,0
01: SOV,07: E-Scooter,2: University,0
02: Shared Ride 2,07: E-Scooter,2: University,0
03: Shared Ride 3+,07: E-Scooter,2: University,0
04: Walk,07: E-Scooter,2: University,0
05: Bike,07: E-Scooter,2: University,0
08: Walk to Transit,07: E-Scooter,2: University,0
09: PNR to Transit,07: E-Scooter,2: University,0
10: KNR to Transit,07: E-Scooter,2: University,0
11: TNC to Transit,07: E-Scooter,2: University,0
12: Taxi,07: E-Scooter,2: University,0
13: TNC Single,07: E-Scooter,2: University,0
14: TNC Shared,07: E-Scooter,2: University,0
15: School Bus,07: E-Scooter,2: University,0
07: E-Scooter,07: E-Scooter,2: University,0
06: E-Bike,07: E-Scooter,2: University,0
01: SOV,06: E-Bike,2: University,0
02: Shared Ride 2,06: E-Bike,2: University,0
03: Shared Ride 3+,06: E-Bike,2: University,0
04: Walk,06: E-Bike,2: University,0
05: Bike,06: E-Bike,2: University,0
08: Walk to Transit,06: E-Bike,2: University,0
09: PNR to Transit,06: E-Bike,2: University,0
10: KNR to Transit,06: E-Bike,2: University,0
11: TNC to Transit,06: E-Bike,2: University,0
12: Taxi,06: E-Bike,2: University,0
13: TNC Single,06: E-Bike,2: University,0
14: TNC Shared,06: E-Bike,2: University,0
15: School Bus,06: E-Bike,2: University,0
07: E-Scooter,06: E-Bike,2: University,0
06: E-Bike,06: E-Bike,2: University,0
01: SOV,01: SOV,3: School,12500.20501
02: Shared Ride 2,01: SOV,3: School,0
03: Shared Ride 3+,01: SOV,3: School,86.50465452
04: Walk,01: SOV,3: School,0
05: Bike,01: SOV,3: School,0
08: Walk to Transit,01: SOV,3: School,0
09: PNR to Transit,01: SOV,3: School,0
10: KNR to Transit,01: SOV,3: School,0
11: TNC to Transit,01: SOV,3: School,0
12: Taxi,01: SOV,3: School,0
13: TNC Single,01: SOV,3: School,0
14: TNC Shared,01: SOV,3: School,0
15: School Bus,01: SOV,3: School,0
07: E-Scooter,01: SOV,3: School,0
06: E-Bike,01: SOV,3: School,0
01: SOV,02: Shared Ride 2,3: School,0
02: Shared Ride 2,02: Shared Ride 2,3: School,113187.9473
03: Shared Ride 3+,02: Shared Ride 2,3: School,0
04: Walk,02: Shared Ride 2,3: School,6534.897148
05: Bike,02: Shared Ride 2,3: School,0
08: Walk to Transit,02: Shared Ride 2,3: School,0
09: PNR to Transit,02: Shared Ride 2,3: School,0
10: KNR to Transit,02: Shared Ride 2,3: School,0
11: TNC to Transit,02: Shared Ride 2,3: School,0
12: Taxi,02: Shared Ride 2,3: School,0
13: TNC Single,02: Shared Ride 2,3: School,0
14: TNC Shared,02: Shared Ride 2,3: School,0
15: School Bus,02: Shared Ride 2,3: School,0
07: E-Scooter,02: Shared Ride 2,3: School,0
06: E-Bike,02: Shared Ride 2,3: School,344.4762122
01: SOV,03: Shared Ride 3+,3: School,0
02: Shared Ride 2,03: Shared Ride 3+,3: School,24652.02292
03: Shared Ride 3+,03: Shared Ride 3+,3: School,222471.7169
04: Walk,03: Shared Ride 3+,3: School,16269.47144
05: Bike,03: Shared Ride 3+,3: School,38.24702254
08: Walk to Transit,03: Shared Ride 3+,3: School,0
09: PNR to Transit,03: Shared Ride 3+,3: School,0
10: KNR to Transit,03: Shared Ride 3+,3: School,0
11: TNC to Transit,03: Shared Ride 3+,3: School,0
12: Taxi,03: Shared Ride 3+,3: School,0
13: TNC Single,03: Shared Ride 3+,3: School,0
14: TNC Shared,03: Shared Ride 3+,3: School,0
15: School Bus,03: Shared Ride 3+,3: School,0
07: E-Scooter,03: Shared Ride 3+,3: School,0
06: E-Bike,03: Shared Ride 3+,3: School,0
01: SOV,04: Walk,3: School,0
02: Shared Ride 2,04: Walk,3: School,0
03: Shared Ride 3+,04: Walk,3: School,0
04: Walk,04: Walk,3: School,19324.38129
05: Bike,04: Walk,3: School,0
08: Walk to Transit,04: Walk,3: School,0
09: PNR to Transit,04: Walk,3: School,0
10: KNR to Transit,04: Walk,3: School,0
11: TNC to Transit,04: Walk,3: School,0
12: Taxi,04: Walk,3: School,0
13: TNC Single,04: Walk,3: School,0
14: TNC Shared,04: Walk,3: School,0
15: School Bus,04: Walk,3: School,0
07: E-Scooter,04: Walk,3: School,0
06: E-Bike,04: Walk,3: School,0
01: SOV,05: Bike,3: School,0
02: Shared Ride 2,05: Bike,3: School,0
03: Shared Ride 3+,05: Bike,3: School,0
04: Walk,05: Bike,3: School,0
05: Bike,05: Bike,3: School,46435.90721
08: Walk to Transit,05: Bike,3: School,0
09: PNR to Transit,05: Bike,3: School,0
10: KNR to Transit,05: Bike,3: School,0
11: TNC to Transit,05: Bike,3: School,0
12: Taxi,05: Bike,3: School,0
13: TNC Single,05: Bike,3: School,0
14: TNC Shared,05: Bike,3: School,0
15: School Bus,05: Bike,3: School,0
07: E-Scooter,05: Bike,3: School,0
06: E-Bike,05: Bike,3: School,0
01: SOV,08: Walk to Transit,3: School,0
02: Shared Ride 2,08: Walk to Transit,3: School,11.03218248
03: Shared Ride 3+,08: Walk to Transit,3: School,1171.022878
04: Walk,08: Walk to Transit,3: School,0
05: Bike,08: Walk to Transit,3: School,53.38712475
08: Walk to Transit,08: Walk to Transit,3: School,1297.22698
09: PNR to Transit,08: Walk to Transit,3: School,0
10: KNR to Transit,08: Walk to Transit,3: School,0
11: TNC to Transit,08: Walk to Transit,3: School,0
12: Taxi,08: Walk to Transit,3: School,0
13: TNC Single,08: Walk to Transit,3: School,0
14: TNC Shared,08: Walk to Transit,3: School,0
15: School Bus,08: Walk to Transit,3: School,0
07: E-Scooter,08: Walk to Transit,3: School,0
06: E-Bike,08: Walk to Transit,3: School,0
01: SOV,09: PNR to Transit,3: School,0
02: Shared Ride 2,09: PNR to Transit,3: School,0
03: Shared Ride 3+,09: PNR to Transit,3: School,0
04: Walk,09: PNR to Transit,3: School,0
05: Bike,09: PNR to Transit,3: School,0
08: Walk to Transit,09: PNR to Transit,3: School,0
09: PNR to Transit,09: PNR to Transit,3: School,0
10: KNR to Transit,09: PNR to Transit,3: School,0
11: TNC to Transit,09: PNR to Transit,3: School,0
12: Taxi,09: PNR to Transit,3: School,0
13: TNC Single,09: PNR to Transit,3: School,0
14: TNC Shared,09: PNR to Transit,3: School,0
15: School Bus,09: PNR to Transit,3: School,0
07: E-Scooter,09: PNR to Transit,3: School,0
06: E-Bike,09: PNR to Transit,3: School,0
01: SOV,10: KNR to Transit,3: School,0
02: Shared Ride 2,10: KNR to Transit,3: School,0
03: Shared Ride 3+,10: KNR to Transit,3: School,0
04: Walk,10: KNR to Transit,3: School,0
05: Bike,10: KNR to Transit,3: School,0
08: Walk to Transit,10: KNR to Transit,3: School,0
09: PNR to Transit,10: KNR to Transit,3: School,0
10: KNR to Transit,10: KNR to Transit,3: School,0
11: TNC to Transit,10: KNR to Transit,3: School,0
12: Taxi,10: KNR to Transit,3: School,0
13: TNC Single,10: KNR to Transit,3: School,0
14: TNC Shared,10: KNR to Transit,3: School,0
15: School Bus,10: KNR to Transit,3: School,0
07: E-Scooter,10: KNR to Transit,3: School,0
06: E-Bike,10: KNR to Transit,3: School,0
01: SOV,11: TNC to Transit,3: School,0
02: Shared Ride 2,11: TNC to Transit,3: School,0
03: Shared Ride 3+,11: TNC to Transit,3: School,0
04: Walk,11: TNC to Transit,3: School,0
05: Bike,11: TNC to Transit,3: School,0
08: Walk to Transit,11: TNC to Transit,3: School,0
